t,x,y,psi,u,v,r,tau_u,tau_r,tau_v,T1,T2,jerk_x,jerk_y
6.200000,1.624961,-0.060983,-0.040640,0.512202,0.000000,0.004135,20.692323,0.050816,0.044753,10.443885,10.248438,-0.004834,0.002017
6.233333,1.642069,-0.061677,-0.040501,0.515133,0.000000,0.004206,20.796605,0.051388,0.045781,10.497126,10.299479,-0.004981,0.002035
6.266667,1.659275,-0.062373,-0.040360,0.518059,0.000000,0.004277,20.900576,0.051960,0.046813,10.550212,10.350365,-0.005128,0.002053
6.300000,1.676578,-0.063071,-0.040216,0.520979,0.000000,0.004347,21.004233,0.052532,0.047850,10.603140,10.401093,-0.005274,0.002071
6.333333,1.693979,-0.063769,-0.040070,0.523894,0.000000,0.004417,21.107569,0.053104,0.048893,10.655908,10.451661,-0.005418,0.002088
6.366667,1.711476,-0.064470,-0.039922,0.526802,-0.000000,0.004487,21.210579,0.053676,0.049940,10.708513,10.502066,-0.005562,0.002106
6.400000,1.729071,-0.065171,-0.039771,0.529704,-0.000000,0.004556,21.313258,0.054248,0.050993,10.760953,10.552305,-0.005705,0.002123
6.433333,1.746762,-0.065874,-0.039618,0.532599,0.000000,0.004626,21.415602,0.054821,0.052052,10.813225,10.602376,-0.005847,0.002141
6.466667,1.764549,-0.066577,-0.039463,0.535488,0.000000,0.004695,21.517604,0.055393,0.053115,10.865327,10.652276,-0.005988,0.002158
6.500000,1.782433,-0.067282,-0.039305,0.538370,0.000000,0.004763,21.619259,0.055966,0.054184,10.917257,10.702002,-0.006128,0.002175
6.533333,1.800413,-0.067988,-0.039145,0.541245,-0.000000,0.004832,21.720563,0.056539,0.055258,10.969011,10.751552,-0.006268,0.002192
6.566667,1.818488,-0.068694,-0.038983,0.544114,0.000000,0.004901,21.821511,0.057113,0.056337,11.020588,10.800922,-0.006406,0.002209
6.600000,1.836660,-0.069401,-0.038818,0.546975,0.000000,0.004969,21.922097,0.057687,0.057422,11.071986,10.850111,-0.006543,0.002226
6.633333,1.854926,-0.070109,-0.038652,0.549828,-0.000000,0.005037,22.022317,0.058262,0.058513,11.123201,10.899116,-0.006680,0.002243
6.666667,1.873287,-0.070818,-0.038483,0.552675,-0.000000,0.005105,22.122165,0.058838,0.059609,11.174232,10.947933,-0.006815,0.002260
6.700000,1.891744,-0.071527,-0.038311,0.555513,0.000000,0.005173,22.221638,0.059414,0.060711,11.225076,10.996561,-0.006950,0.002276
6.733333,1.910294,-0.072236,-0.038138,0.558344,-0.000000,0.005240,22.320729,0.059991,0.061818,11.275732,11.044997,-0.007084,0.002293
6.766667,1.928939,-0.072946,-0.037962,0.561167,0.000000,0.005308,22.419435,0.060569,0.062931,11.326195,11.093239,-0.007217,0.002309
6.800000,1.947678,-0.073656,-0.037784,0.563982,-0.000000,0.005375,22.517749,0.061147,0.064050,11.376466,11.141284,-0.007349,0.002325
6.833333,1.966511,-0.074366,-0.037604,0.566788,0.000000,0.005442,22.615669,0.061727,0.065175,11.426540,11.189129,-0.007480,0.002341
6.866667,1.985437,-0.075077,-0.037421,0.569586,-0.000000,0.005510,22.713189,0.062308,0.066305,11.476417,11.236772,-0.007610,0.002357
6.900000,2.004457,-0.075787,-0.037236,0.572376,0.000000,0.005577,22.810304,0.062889,0.067441,11.526093,11.284211,-0.007739,0.002373
6.933333,2.023569,-0.076497,-0.037049,0.575157,-0.000000,0.005644,22.907010,0.063472,0.068583,11.575567,11.331443,-0.007867,0.002389
6.966667,2.042774,-0.077207,-0.036860,0.577929,0.000000,0.005711,23.003302,0.064056,0.069731,11.624836,11.378466,-0.007995,0.002405
7.000000,2.062072,-0.077917,-0.036669,0.580692,0.000000,0.005778,23.099176,0.064642,0.070886,11.673899,11.425277,-0.008121,0.002421
7.033333,2.081461,-0.078626,-0.036475,0.583446,0.000000,0.005844,23.194627,0.065228,0.072046,11.722753,11.471875,-0.008246,0.002436
7.066667,2.100942,-0.079335,-0.036279,0.586191,0.000000,0.005911,23.289651,0.065816,0.073212,11.771395,11.518256,-0.008371,0.002452
7.100000,2.120514,-0.080044,-0.036081,0.588926,-0.000000,0.005978,23.384244,0.066406,0.074385,11.819825,11.564419,-0.008495,0.002467
7.133333,2.140178,-0.080752,-0.035880,0.591652,0.000000,0.006045,23.478400,0.066997,0.075563,11.868040,11.610360,-0.008618,0.002482
7.166667,2.159932,-0.081459,-0.035678,0.594368,-0.000000,0.006112,23.572116,0.067589,0.076748,11.916037,11.656079,-0.008739,0.002497
7.200000,2.179777,-0.082165,-0.035473,0.597075,0.000000,0.006178,23.665387,0.068183,0.077939,11.963815,11.701572,-0.008860,0.002512
7.233333,2.199712,-0.082870,-0.035266,0.599771,0.000000,0.006245,23.758210,0.068779,0.079137,12.011372,11.746838,-0.008980,0.002527
7.266667,2.219737,-0.083575,-0.035057,0.602458,0.000000,0.006312,23.850579,0.069376,0.080341,12.058705,11.791874,-0.009100,0.002542
7.300000,2.239851,-0.084278,-0.034845,0.605134,0.000000,0.006378,23.942491,0.069975,0.081551,12.105813,11.836677,-0.009218,0.002557
7.333333,2.260055,-0.084980,-0.034631,0.607800,0.000000,0.006445,24.033941,0.070576,0.082768,12.152695,11.881247,-0.009335,0.002572
7.366667,2.280347,-0.085681,-0.034415,0.610456,0.000000,0.006512,24.124926,0.071179,0.083991,12.199346,11.925580,-0.009451,0.002586
7.400000,2.300728,-0.086381,-0.034197,0.613101,0.000000,0.006579,24.215442,0.071784,0.085221,12.245767,11.969675,-0.009567,0.002601
7.433333,2.321196,-0.087079,-0.033977,0.615736,-0.000000,0.006646,24.305484,0.072391,0.086457,12.291955,12.013529,-0.009681,0.002615
7.466667,2.341753,-0.087775,-0.033754,0.618359,0.000000,0.006713,24.395048,0.073000,0.087700,12.337908,12.057140,-0.009795,0.002629
7.500000,2.362397,-0.088470,-0.033529,0.620972,-0.000000,0.006780,24.484130,0.073611,0.088950,12.383624,12.100506,-0.009908,0.002643
7.533333,2.383128,-0.089163,-0.033302,0.623573,0.000000,0.006847,24.572727,0.074224,0.090207,12.429102,12.143626,-0.010020,0.002657
7.566667,2.403945,-0.089854,-0.033073,0.626164,0.000000,0.006914,24.660835,0.074839,0.091470,12.474339,12.186496,-0.010130,0.002671
7.600000,2.424849,-0.090543,-0.032841,0.628743,0.000000,0.006981,24.748450,0.075457,0.092740,12.519334,12.229116,-0.010240,0.002685
7.633333,2.445839,-0.091230,-0.032607,0.631310,-0.000000,0.007049,24.835567,0.076077,0.094017,12.564085,12.271483,-0.010350,0.002699
7.666667,2.466914,-0.091915,-0.032371,0.633866,0.000000,0.007116,24.922184,0.076699,0.095301,12.608590,12.313594,-0.010458,0.002713
7.700000,2.488074,-0.092598,-0.032133,0.636411,0.000000,0.007184,25.008296,0.077323,0.096593,12.652847,12.355449,-0.010565,0.002726
7.733333,2.509319,-0.093278,-0.031893,0.638943,-0.000000,0.007251,25.093901,0.077951,0.097891,12.696855,12.397045,-0.010671,0.002740
7.766667,2.530648,-0.093956,-0.031650,0.641464,0.000000,0.007319,25.178993,0.078580,0.099196,12.740612,12.438381,-0.010777,0.002753
7.800000,2.552062,-0.094631,-0.031405,0.643973,0.000000,0.007387,25.263570,0.079213,0.100508,12.784117,12.479453,-0.010881,0.002766
7.833333,2.573559,-0.095304,-0.031157,0.646469,0.000000,0.007455,25.347628,0.079847,0.101828,12.827367,12.520261,-0.010985,0.002779
7.866667,2.595139,-0.095974,-0.030908,0.648953,0.000000,0.007523,25.431164,0.080485,0.103155,12.870361,12.560803,-0.011087,0.002792
7.900000,2.616801,-0.096641,-0.030656,0.651425,0.000000,0.007592,25.514173,0.081125,0.104489,12.913097,12.601076,-0.011189,0.002805
7.933333,2.638546,-0.097305,-0.030401,0.653885,0.000000,0.007660,25.596653,0.081768,0.105830,12.955574,12.641080,-0.011290,0.002818
7.966667,2.660373,-0.097966,-0.030145,0.656331,0.000000,0.007729,25.678601,0.082414,0.107179,12.997790,12.680811,-0.011390,0.002831
8.000000,2.682282,-0.098624,-0.029886,0.658765,0.000000,0.007798,25.760012,0.083063,0.108535,13.039743,12.720269,-0.011489,0.002844
8.033333,2.704271,-0.099278,-0.029625,0.661187,0.000000,0.007867,25.840883,0.083715,0.109899,13.081432,12.759451,-0.011587,0.002856
8.066667,2.726341,-0.099929,-0.029362,0.663595,0.000000,0.007936,25.921212,0.084370,0.111270,13.122856,12.798356,-0.011684,0.002869
8.100000,2.748492,-0.100577,-0.029096,0.665990,0.000000,0.008006,26.000995,0.085028,0.112649,13.164013,12.836982,-0.011780,0.002881
8.133333,2.770722,-0.101221,-0.028828,0.668373,0.000000,0.008075,26.080228,0.085689,0.114035,13.204901,12.875327,-0.011876,0.002893
8.166667,2.793031,-0.101861,-0.028558,0.670742,0.000000,0.008145,26.158909,0.086353,0.115429,13.245518,12.913390,-0.011970,0.002905
8.200000,2.815420,-0.102498,-0.028285,0.673097,0.000000,0.008215,26.237034,0.087021,0.116831,13.285865,12.951169,-0.012064,0.002917
8.233333,2.837886,-0.103130,-0.028010,0.675440,-0.000000,0.008286,26.314601,0.087691,0.118241,13.325938,12.988663,-0.012156,0.002929
8.266667,2.860431,-0.103759,-0.027733,0.677768,0.000000,0.008356,26.391605,0.088366,0.119658,13.365736,13.025869,-0.012248,0.002941
8.300000,2.883053,-0.104383,-0.027453,0.680083,0.000000,0.008427,26.468045,0.089043,0.121084,13.405259,13.062786,-0.012339,0.002953
8.333333,2.905753,-0.105003,-0.027171,0.682384,0.000000,0.008498,26.543917,0.089724,0.122517,13.444504,13.099413,-0.012428,0.002964
8.366667,2.928529,-0.105619,-0.026886,0.684672,-0.000000,0.008569,26.619218,0.090408,0.123958,13.483471,13.135747,-0.012517,0.002976
8.400000,2.951381,-0.106230,-0.026600,0.686945,0.000000,0.008641,26.693946,0.091096,0.125408,13.522158,13.171788,-0.012605,0.002987
8.433333,2.974309,-0.106837,-0.026310,0.689205,0.000000,0.008712,26.768097,0.091788,0.126865,13.560564,13.207534,-0.012692,0.002999
8.466667,2.997312,-0.107439,-0.026019,0.691450,0.000000,0.008784,26.841669,0.092483,0.128331,13.598686,13.242983,-0.012779,0.003010
8.500000,3.020390,-0.108036,-0.025725,0.693681,0.000000,0.008857,26.914659,0.093182,0.129804,13.636525,13.278133,-0.012864,0.003021
8.533333,3.043542,-0.108629,-0.025428,0.695898,-0.000000,0.008929,26.987063,0.093885,0.131286,13.674079,13.312984,-0.012948,0.003032
8.566667,3.066768,-0.109216,-0.025129,0.698101,0.000000,0.009002,27.058880,0.094591,0.132776,13.711346,13.347534,-0.013032,0.003043
8.600000,3.090067,-0.109798,-0.024828,0.700289,0.000000,0.009075,27.130107,0.095301,0.134275,13.748326,13.381782,-0.013114,0.003054
8.633333,3.113439,-0.110375,-0.024524,0.702462,0.000000,0.009149,27.200741,0.096016,0.135782,13.785016,13.415725,-0.013196,0.003065
8.666667,3.136884,-0.110946,-0.024218,0.704621,0.000000,0.009222,27.270779,0.096734,0.137297,13.821417,13.449363,-0.013277,0.003075
8.700000,3.160400,-0.111512,-0.023910,0.706764,0.000000,0.009297,27.340220,0.097456,0.138821,13.857526,13.482694,-0.013356,0.003086
8.733333,3.183988,-0.112073,-0.023598,0.708893,0.000000,0.009371,27.409059,0.098183,0.140354,13.893343,13.515716,-0.013435,0.003096
8.766667,3.207646,-0.112627,-0.023285,0.711008,0.000000,0.009446,27.477296,0.098914,0.141895,13.928866,13.548430,-0.013513,0.003107
8.800000,3.231375,-0.113176,-0.022969,0.713107,0.000000,0.009521,27.544927,0.099648,0.143445,13.964095,13.580832,-0.013590,0.003117
8.833333,3.255174,-0.113719,-0.022650,0.715191,0.000000,0.009596,27.611950,0.100387,0.145003,13.999028,13.612922,-0.013666,0.003127
8.866667,3.279042,-0.114256,-0.022329,0.717259,-0.000000,0.009672,27.678363,0.101131,0.146570,14.033664,13.644699,-0.013741,0.003137
8.900000,3.302979,-0.114787,-0.022005,0.719313,0.000000,0.009748,27.744163,0.101879,0.148146,14.068002,13.676161,-0.013816,0.003147
8.933333,3.326984,-0.115311,-0.021679,0.721351,-0.000000,0.009824,27.809348,0.102631,0.149731,14.102041,13.707307,-0.013889,0.003157
8.966667,3.351058,-0.115829,-0.021350,0.723374,0.000000,0.009901,27.873916,0.103388,0.151325,14.135780,13.738136,-0.013962,0.003167
9.000000,3.375198,-0.116341,-0.021019,0.725381,-0.000000,0.009978,27.937865,0.104149,0.152927,14.169219,13.768646,-0.014033,0.003176
9.033333,3.399406,-0.116846,-0.020685,0.727373,0.000000,0.010056,28.001192,0.104915,0.154539,14.202355,13.798837,-0.014104,0.003186
9.066667,3.423679,-0.117344,-0.020349,0.729349,-0.000000,0.010134,28.063896,0.105685,0.156160,14.235189,13.828707,-0.014173,0.003195
9.100000,3.448019,-0.117835,-0.020010,0.731309,0.000000,0.010212,28.125973,0.106460,0.157790,14.267718,13.858255,-0.014242,0.003205
9.133333,3.472423,-0.118319,-0.019668,0.733253,0.000000,0.010291,28.187423,0.107241,0.159429,14.299943,13.887480,-0.014310,0.003214
9.166667,3.496892,-0.118796,-0.019324,0.735182,0.000000,0.010370,28.248244,0.108025,0.161077,14.331863,13.916381,-0.014377,0.003223
9.200000,3.521426,-0.119266,-0.018977,0.737095,0.000000,0.010450,28.308432,0.108815,0.162735,14.363476,13.944956,-0.014443,0.003232
9.233333,3.546023,-0.119729,-0.018627,0.738991,-0.000000,0.010530,28.367987,0.109610,0.164402,14.394782,13.973205,-0.014508,0.003241
9.266667,3.570683,-0.120184,-0.018275,0.740872,0.000000,0.010610,28.426906,0.110410,0.166078,14.425779,14.001126,-0.014573,0.003250
9.300000,3.595406,-0.120631,-0.017920,0.742736,-0.000000,0.010691,28.485187,0.111215,0.167764,14.456468,14.028719,-0.014636,0.003258
9.333333,3.620191,-0.121071,-0.017562,0.744584,0.000000,0.010772,28.542829,0.112025,0.169459,14.486847,14.055983,-0.014698,0.003267
9.366667,3.645037,-0.121503,-0.017201,0.746416,0.000000,0.010854,28.599831,0.112840,0.171164,14.516915,14.082916,-0.014760,0.003276
9.400000,3.669944,-0.121927,-0.016838,0.748232,0.000000,0.010936,28.656189,0.113660,0.172879,14.546672,14.109517,-0.014820,0.003284
9.433333,3.694912,-0.122343,-0.016472,0.750031,0.000000,0.011018,28.711903,0.114486,0.174603,14.576117,14.135786,-0.014880,0.003292
9.466667,3.719940,-0.122750,-0.016104,0.751813,0.000000,0.011101,28.766970,0.115317,0.176336,14.605249,14.161722,-0.014939,0.003301
9.500000,3.745026,-0.123150,-0.015732,0.753579,-0.000000,0.011185,28.821390,0.116154,0.178080,14.634068,14.187323,-0.014997,0.003309
9.533333,3.770172,-0.123541,-0.015358,0.755328,0.000000,0.011269,28.875161,0.116996,0.179833,14.662572,14.212588,-0.015053,0.003317
9.566667,3.795375,-0.123923,-0.014981,0.757061,0.000000,0.011353,28.928280,0.117843,0.181597,14.690762,14.237518,-0.015109,0.003325
9.600000,3.820637,-0.124297,-0.014601,0.758777,-0.000000,0.011438,28.980747,0.118697,0.183370,14.718637,14.262111,-0.015164,0.003333
9.633333,3.845955,-0.124662,-0.014219,0.760476,0.000000,0.011524,29.032561,0.119556,0.185153,14.746195,14.286365,-0.015219,0.003340
9.666667,3.871330,-0.125018,-0.013833,0.762159,0.000000,0.011609,29.083719,0.120420,0.186946,14.773437,14.310281,-0.015272,0.003348
9.700000,3.896760,-0.125364,-0.013445,0.763824,0.000000,0.011696,29.134220,0.121291,0.188750,14.800362,14.333858,-0.015324,0.003356
9.733333,3.922247,-0.125702,-0.013053,0.765473,-0.000000,0.011783,29.184063,0.122168,0.190563,14.826969,14.357094,-0.015376,0.003363
9.766667,3.947787,-0.126030,-0.012659,0.767104,0.000000,0.011870,29.233247,0.123050,0.192387,14.853258,14.379989,-0.015426,0.003370
9.800000,3.973383,-0.126349,-0.012262,0.768718,0.000000,0.011958,29.281770,0.123938,0.194221,14.879228,14.402542,-0.015476,0.003378
9.833333,3.999031,-0.126659,-0.011862,0.770316,-0.000000,0.012047,29.329632,0.124833,0.196065,14.904879,14.424753,-0.015524,0.003385
9.866667,4.024733,-0.126958,-0.011459,0.771896,0.000000,0.012136,29.376830,0.125733,0.197920,14.930210,14.446620,-0.015572,0.003392
9.900000,4.050487,-0.127248,-0.011053,0.773459,0.000000,0.012226,29.423364,0.126640,0.199785,14.955221,14.468143,-0.015619,0.003399
9.933333,4.076294,-0.127528,-0.010644,0.775004,-0.000000,0.012316,29.469233,0.127553,0.201661,14.979912,14.489322,-0.015665,0.003405
9.966667,4.102151,-0.127798,-0.010232,0.776532,0.000000,0.012406,29.514436,0.128473,0.203547,15.004281,14.510155,-0.015710,0.003412
10.000000,4.128060,-0.128058,-0.009817,0.778043,0.000000,0.012498,29.558971,0.129399,0.205444,15.028330,14.530642,-0.015754,0.003419
10.033333,4.154018,-0.128307,-0.009399,0.779537,0.000000,0.012590,29.602838,0.130331,0.207351,15.052056,14.550782,-0.015797,0.003425
10.066667,4.180026,-0.128546,-0.008977,0.781013,0.000000,0.012682,29.646036,0.131270,0.209269,15.075460,14.570575,-0.015839,0.003432
10.100000,4.206083,-0.128775,-0.008553,0.782472,0.000000,0.012775,29.688563,0.132216,0.211198,15.098542,14.590020,-0.015881,0.003438
10.133333,4.232189,-0.128992,-0.008126,0.783913,-0.000000,0.012869,29.730419,0.133168,0.213138,15.121302,14.609117,-0.015921,0.003444
10.166667,4.258342,-0.129199,-0.007695,0.785336,0.000000,0.012963,29.771603,0.134127,0.215088,15.143738,14.627865,-0.015961,0.003450
10.200000,4.284543,-0.129395,-0.007261,0.786742,-0.000000,0.013058,29.812115,0.135093,0.217050,15.165851,14.646264,-0.015999,0.003456
10.233333,4.310790,-0.129580,-0.006825,0.788130,0.000000,0.013153,29.851953,0.136065,0.219022,15.187641,14.664312,-0.016037,0.003462
10.266667,4.337083,-0.129754,-0.006385,0.789501,0.000000,0.013249,29.891117,0.137045,0.221006,15.209107,14.682010,-0.016074,0.003468
10.300000,4.363422,-0.129916,-0.005941,0.790854,0.000000,0.013346,29.929606,0.138032,0.223001,15.230249,14.699357,-0.016110,0.003474
10.333333,4.389806,-0.130067,-0.005495,0.792189,0.000000,0.013443,29.967419,0.139026,0.225006,15.251067,14.716352,-0.016145,0.003480
10.366667,4.416234,-0.130206,-0.005045,0.793506,0.000000,0.013541,30.004557,0.140027,0.227023,15.271560,14.732996,-0.016179,0.003485
10.400000,4.442705,-0.130334,-0.004592,0.794805,0.000000,0.013640,30.041017,0.141035,0.229052,15.291730,14.749288,-0.016212,0.003491
10.433333,4.469220,-0.130450,-0.004136,0.796087,0.000000,0.013739,30.076801,0.142051,0.231091,15.311575,14.765226,-0.016244,0.003496
10.466667,4.495777,-0.130553,-0.003676,0.797350,0.000000,0.013839,30.111907,0.143074,0.233142,15.331095,14.780812,-0.016275,0.003501
10.500000,4.522376,-0.130645,-0.003213,0.798596,-0.000000,0.013940,30.146335,0.144104,0.235205,15.350291,14.796044,-0.016306,0.003506
10.533333,4.549016,-0.130724,-0.002747,0.799824,0.000000,0.014041,30.180084,0.145142,0.237279,15.369162,14.810923,-0.016335,0.003511
10.566667,4.575697,-0.130791,-0.002277,0.801033,0.000000,0.014143,30.213155,0.146188,0.239364,15.387708,14.825447,-0.016364,0.003516
10.600000,4.602418,-0.130846,-0.001804,0.802225,0.000000,0.014246,30.245547,0.147241,0.241461,15.405929,14.839617,-0.016391,0.003521
10.633333,4.629179,-0.130888,-0.001327,0.803399,0.000000,0.014349,30.277259,0.148302,0.243570,15.423826,14.853433,-0.016418,0.003526
10.666667,4.655978,-0.130917,-0.000847,0.804555,0.000000,0.014454,30.308292,0.149371,0.245691,15.441398,14.866893,-0.016444,0.003530
10.700000,4.682816,-0.130933,-0.000364,0.805692,0.000000,0.014558,30.338644,0.150448,0.247823,15.458646,14.879999,-0.016469,0.003535
10.733333,4.709691,-0.130936,0.000123,0.806811,0.000000,0.014664,30.368317,0.151533,0.249967,15.475569,14.892749,-0.016493,0.003539
10.766667,4.736603,-0.130927,0.000614,0.807913,0.000000,0.014770,30.397310,0.152626,0.252123,15.492167,14.905143,-0.016516,0.003544
10.800000,4.763551,-0.130903,0.001108,0.808996,0.000000,0.014877,30.425623,0.153727,0.254291,15.508441,14.917182,-0.016538,0.003548
10.833333,4.790536,-0.130867,0.001606,0.810061,0.000000,0.014985,30.453255,0.154837,0.256471,15.524391,14.928864,-0.016559,0.003552
10.866667,4.817555,-0.130817,0.002107,0.811108,0.000000,0.015094,30.480207,0.155955,0.258663,15.540017,14.940191,-0.016579,0.003556
10.900000,4.844609,-0.130753,0.002612,0.812136,0.000000,0.015203,30.506480,0.157081,0.260867,15.555318,14.951161,-0.016599,0.003560
10.933333,4.871697,-0.130675,0.003121,0.813147,0.000000,0.015313,30.532072,0.158216,0.263084,15.570297,14.961775,-0.016617,0.003564
10.966667,4.898818,-0.130584,0.003633,0.814139,0.000000,0.015424,30.556984,0.159359,0.265312,15.584951,14.972033,-0.016635,0.003568
11.000000,4.925972,-0.130478,0.004149,0.815113,0.000000,0.015536,30.581217,0.160511,0.267553,15.599283,14.981934,-0.016652,0.003571
11.033333,4.953159,-0.130358,0.004669,0.816068,0.000000,0.015648,30.604770,0.161671,0.269806,15.613291,14.991478,-0.016667,0.003575
11.066667,4.980376,-0.130224,0.005192,0.817006,0.000000,0.015762,30.627643,0.162841,0.272072,15.626977,15.000666,-0.016682,0.003578
11.100000,5.007625,-0.130075,0.005719,0.817925,0.000000,0.015876,30.649838,0.164019,0.274350,15.640341,15.009498,-0.016696,0.003581
11.133333,5.034903,-0.129912,0.006250,0.818825,0.000000,0.015991,30.671354,0.165207,0.276640,15.653382,15.017972,-0.016709,0.003585
11.166667,5.062212,-0.129734,0.006785,0.819708,-0.000000,0.016106,30.692192,0.166403,0.278944,15.666102,15.026090,-0.016721,0.003588
11.200000,5.089549,-0.129541,0.007324,0.820572,0.000000,0.016223,30.712352,0.167609,0.281259,15.678500,15.033852,-0.016732,0.003591
11.233333,5.116915,-0.129333,0.007867,0.821418,0.000000,0.016340,30.731835,0.168823,0.283588,15.690578,15.041257,-0.016742,0.003594
11.266667,5.144308,-0.129110,0.008414,0.822245,0.000000,0.016459,30.750641,0.170047,0.285929,15.702335,15.048306,-0.016752,0.003597
11.300000,5.171729,-0.128872,0.008964,0.823054,0.000000,0.016578,30.768770,0.171281,0.288283,15.713772,15.054998,-0.016760,0.003599
11.333333,5.199176,-0.128618,0.009519,0.823845,0.000000,0.016698,30.786224,0.172524,0.290650,15.724889,15.061335,-0.016768,0.003602
