t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2,cmd1,cmd2,jerk_x,jerk_y
93.066667,30.373021,6.353495,-2.487019,0.508358,0.015036,-0.073002,78.778381,-2.006025,35.531449,43.246932,0.712632,0.787227,0.000315,-0.002900
93.100000,30.359855,6.342787,-2.489436,0.509442,0.014975,-0.072513,78.949414,-1.990058,35.647672,43.301741,0.713826,0.787729,0.000342,-0.002897
93.133333,30.346634,6.332090,-2.491837,0.510530,0.014915,-0.072024,79.121126,-1.974151,35.764120,43.357007,0.715021,0.788234,0.000369,-0.002894
93.166667,30.333357,6.321404,-2.494221,0.511624,0.014854,-0.071536,79.293509,-1.958304,35.880785,43.412724,0.716215,0.788743,0.000396,-0.002891
93.200000,30.320024,6.310730,-2.496590,0.512722,0.014794,-0.071050,79.466551,-1.942520,35.997660,43.468891,0.717409,0.789256,0.000423,-0.002888
93.233333,30.306635,6.300066,-2.498942,0.513826,0.014733,-0.070564,79.640242,-1.926799,36.114738,43.525504,0.718602,0.789773,0.000451,-0.002885
93.266667,30.293191,6.289414,-2.501278,0.514934,0.014672,-0.070079,79.814572,-1.911142,36.232013,43.582559,0.719795,0.790293,0.000479,-0.002881
93.300000,30.279691,6.278772,-2.503598,0.516047,0.014610,-0.069596,79.989529,-1.895550,36.349477,43.640052,0.720987,0.790818,0.000507,-0.002878
93.333333,30.266135,6.268141,-2.505902,0.517165,0.014549,-0.069114,80.165104,-1.880023,36.467123,43.697981,0.722179,0.791345,0.000535,-0.002874
93.366667,30.252524,6.257521,-2.508189,0.518287,0.014487,-0.068633,80.341285,-1.864563,36.584944,43.756341,0.723369,0.791876,0.000563,-0.002870
93.400000,30.238857,6.246911,-2.510461,0.519414,0.014426,-0.068153,80.518062,-1.849170,36.702934,43.815128,0.724559,0.792411,0.000591,-0.002866
93.433333,30.225135,6.236312,-2.512717,0.520546,0.014364,-0.067674,80.695425,-1.833846,36.821085,43.874339,0.725749,0.792950,0.000619,-0.002861
93.466667,30.211356,6.225723,-2.514957,0.521682,0.014302,-0.067197,80.873362,-1.818590,36.939392,43.933970,0.726937,0.793491,0.000648,-0.002857
93.500000,30.197523,6.215145,-2.517181,0.522822,0.014240,-0.066721,81.051863,-1.803404,37.057846,43.994017,0.728124,0.794037,0.000677,-0.002852
93.533333,30.183633,6.204576,-2.519389,0.523967,0.014177,-0.066246,81.230919,-1.788289,37.176443,44.054476,0.729311,0.794585,0.000706,-0.002848
93.566667,30.169689,6.194018,-2.521581,0.525116,0.014115,-0.065773,81.410517,-1.773244,37.295174,44.115343,0.730496,0.795137,0.000735,-0.002843
93.600000,30.155688,6.183469,-2.523758,0.526269,0.014052,-0.065302,81.590647,-1.758271,37.414034,44.176614,0.731681,0.795692,0.000764,-0.002838
93.633333,30.141633,6.172931,-2.525919,0.527427,0.013990,-0.064832,81.771299,-1.743370,37.533015,44.238284,0.732864,0.796251,0.000793,-0.002832
93.666667,30.127521,6.162402,-2.528065,0.528588,0.013927,-0.064363,81.952462,-1.728542,37.652112,44.300350,0.734045,0.796813,0.000823,-0.002827
93.700000,30.113355,6.151882,-2.530195,0.529753,0.013864,-0.063896,82.134125,-1.713787,37.771318,44.362807,0.735226,0.797377,0.000853,-0.002821
93.733333,30.099133,6.141372,-2.532309,0.530922,0.013801,-0.063430,82.316278,-1.699106,37.890627,44.425652,0.736405,0.797945,0.000882,-0.002815
93.766667,30.084856,6.130872,-2.534408,0.532095,0.013738,-0.062966,82.498910,-1.684500,38.010032,44.488879,0.737583,0.798517,0.000912,-0.002809
93.800000,30.070523,6.120381,-2.536491,0.533272,0.013675,-0.062504,82.682010,-1.669969,38.129527,44.552484,0.738760,0.799091,0.000943,-0.002803
93.833333,30.056135,6.109899,-2.538559,0.534452,0.013612,-0.062043,82.865568,-1.655513,38.249105,44.616463,0.739935,0.799668,0.000973,-0.002797
93.866667,30.041692,6.099426,-2.540612,0.535636,0.013549,-0.061584,83.049573,-1.641133,38.368762,44.680812,0.741108,0.800248,0.001003,-0.002791
93.900000,30.027194,6.088962,-2.542650,0.536824,0.013486,-0.061127,83.234014,-1.626829,38.488489,44.745525,0.742280,0.800831,0.001034,-0.002784
93.933333,30.012640,6.078507,-2.544672,0.538015,0.013422,-0.060671,83.418881,-1.612602,38.608282,44.810599,0.743450,0.801417,0.001065,-0.002777
93.966667,29.998032,6.068061,-2.546679,0.539209,0.013359,-0.060218,83.604162,-1.598452,38.728134,44.876028,0.744619,0.802006,0.001096,-0.002770
94.000000,29.983368,6.057623,-2.548671,0.540407,0.013295,-0.059765,83.789848,-1.584380,38.848040,44.941808,0.745786,0.802597,0.001127,-0.002763
94.033333,29.968649,6.047194,-2.550649,0.541608,0.013232,-0.059315,83.975927,-1.570385,38.967992,45.007935,0.746951,0.803191,0.001158,-0.002756
94.066667,29.953875,6.036774,-2.552611,0.542812,0.013168,-0.058867,84.162389,-1.556469,39.087986,45.074403,0.748115,0.803788,0.001189,-0.002749
94.100000,29.939047,6.026361,-2.554558,0.544020,0.013105,-0.058420,84.349223,-1.542630,39.208014,45.141208,0.749276,0.804388,0.001221,-0.002741
94.133333,29.924163,6.015958,-2.556491,0.545230,0.013041,-0.057975,84.536418,-1.528871,39.328073,45.208346,0.750436,0.804990,0.001252,-0.002733
94.166667,29.909225,6.005562,-2.558408,0.546443,0.012977,-0.057533,84.723964,-1.515191,39.448154,45.275810,0.751594,0.805595,0.001284,-0.002725
94.200000,29.894231,5.995174,-2.560312,0.547660,0.012914,-0.057092,84.911850,-1.501589,39.568253,45.343597,0.752750,0.806202,0.001316,-0.002717
94.233333,29.879183,5.984794,-2.562200,0.548879,0.012850,-0.056652,85.100066,-1.488068,39.688364,45.411701,0.753904,0.806811,0.001348,-0.002709
94.266667,29.864080,5.974423,-2.564074,0.550100,0.012786,-0.056215,85.288599,-1.474625,39.808482,45.480118,0.755055,0.807423,0.001381,-0.002700
94.300000,29.848923,5.964059,-2.565933,0.551325,0.012722,-0.055780,85.477441,-1.461263,39.928599,45.548842,0.756205,0.808038,0.001413,-0.002692
94.333333,29.833711,5.953702,-2.567778,0.552552,0.012658,-0.055347,85.666580,-1.447981,40.048712,45.617869,0.757353,0.808655,0.001446,-0.002683
94.366667,29.818444,5.943353,-2.569609,0.553782,0.012595,-0.054916,85.856006,-1.434779,40.168813,45.687193,0.758499,0.809274,0.001478,-0.002674
94.400000,29.803123,5.933012,-2.571425,0.555014,0.012531,-0.054486,86.045707,-1.421657,40.288898,45.756809,0.759642,0.809895,0.001511,-0.002665
94.433333,29.787747,5.922678,-2.573227,0.556249,0.012467,-0.054059,86.235673,-1.408616,40.408960,45.826713,0.760783,0.810518,0.001544,-0.002656
94.466667,29.772317,5.912351,-2.575015,0.557486,0.012403,-0.053634,86.425894,-1.395655,40.528995,45.896899,0.761922,0.811144,0.001578,-0.002646
94.500000,29.756833,5.902032,-2.576788,0.558725,0.012339,-0.053210,86.616358,-1.382775,40.648996,45.967361,0.763059,0.811772,0.001611,-0.002637
94.533333,29.741294,5.891719,-2.578548,0.559966,0.012275,-0.052789,86.807055,-1.369976,40.768959,46.038096,0.764194,0.812401,0.001645,-0.002627
94.566667,29.725701,5.881414,-2.580293,0.561210,0.012212,-0.052370,86.997975,-1.357257,40.888878,46.109097,0.765326,0.813033,0.001678,-0.002617
94.600000,29.710054,5.871115,-2.582025,0.562455,0.012148,-0.051953,87.189106,-1.344619,41.008747,46.180359,0.766456,0.813667,0.001712,-0.002607
94.633333,29.694353,5.860823,-2.583743,0.563703,0.012084,-0.051538,87.380438,-1.332063,41.128560,46.251878,0.767583,0.814302,0.001746,-0.002597
94.666667,29.678598,5.850538,-2.585447,0.564952,0.012020,-0.051125,87.571960,-1.319587,41.248313,46.323647,0.768708,0.814940,0.001780,-0.002587
94.700000,29.662789,5.840259,-2.587138,0.566204,0.011957,-0.050714,87.763662,-1.307192,41.368001,46.395661,0.769830,0.815579,0.001814,-0.002576
94.733333,29.646926,5.829987,-2.588815,0.567457,0.011893,-0.050305,87.955532,-1.294878,41.487617,46.467916,0.770950,0.816220,0.001849,-0.002565
94.766667,29.631009,5.819721,-2.590478,0.568712,0.011829,-0.049898,88.147561,-1.282645,41.607156,46.540405,0.772068,0.816863,0.001883,-0.002554
94.800000,29.615038,5.809462,-2.592128,0.569968,0.011766,-0.049494,88.339737,-1.270492,41.726614,46.613123,0.773183,0.817507,0.001918,-0.002543
94.833333,29.599014,5.799209,-2.593764,0.571226,0.011702,-0.049091,88.532050,-1.258421,41.845984,46.686066,0.774296,0.818153,0.001953,-0.002532
94.866667,29.582936,5.788962,-2.595387,0.572486,0.011639,-0.048691,88.724489,-1.246431,41.965262,46.759226,0.775405,0.818801,0.001988,-0.002521
94.900000,29.566804,5.778721,-2.596997,0.573746,0.011575,-0.048293,88.917043,-1.234521,42.084443,46.832600,0.776513,0.819450,0.002023,-0.002509
94.933333,29.550619,5.768485,-2.598593,0.575009,0.011512,-0.047897,89.109702,-1.222692,42.203521,46.906181,0.777617,0.820101,0.002059,-0.002497
94.966667,29.534380,5.758256,-2.600177,0.576272,0.011448,-0.047503,89.302455,-1.210943,42.322491,46.979965,0.778719,0.820753,0.002094,-0.002486
95.000000,29.518089,5.748033,-2.601747,0.577537,0.011385,-0.047111,89.495292,-1.199275,42.441347,47.053945,0.779819,0.821406,0.002130,-0.002473
95.033333,29.501744,5.737815,-2.603305,0.578803,0.011322,-0.046722,89.688201,-1.187688,42.560086,47.128115,0.780915,0.822061,0.002166,-0.002461
95.066667,29.485345,5.727602,-2.604849,0.580070,0.011259,-0.046334,89.881172,-1.176180,42.678701,47.202471,0.782009,0.822717,0.002202,-0.002449
95.100000,29.468894,5.717395,-2.606381,0.581338,0.011195,-0.045949,90.074195,-1.164753,42.797187,47.277007,0.783100,0.823374,0.002238,-0.002436
95.133333,29.452390,5.707194,-2.607900,0.582607,0.011132,-0.045566,90.267258,-1.153406,42.915540,47.351717,0.784188,0.824033,0.002274,-0.002424
95.166667,29.435833,5.696998,-2.609406,0.583877,0.011069,-0.045185,90.460351,-1.142139,43.033755,47.426596,0.785274,0.824693,0.002311,-0.002411
95.200000,29.419223,5.686807,-2.610899,0.585147,0.011006,-0.044806,90.653463,-1.130951,43.151826,47.501638,0.786356,0.825353,0.002347,-0.002398
95.233333,29.402560,5.676621,-2.612380,0.586419,0.010944,-0.044429,90.846585,-1.119843,43.269748,47.576837,0.787436,0.826015,0.002384,-0.002384
95.266667,29.385844,5.666440,-2.613849,0.587690,0.010881,-0.044055,91.039704,-1.108815,43.387516,47.652188,0.788513,0.826678,0.002421,-0.002371
95.300000,29.369076,5.656264,-2.615305,0.588963,0.010818,-0.043682,91.232810,-1.097865,43.505126,47.727685,0.789587,0.827342,0.002458,-0.002358
95.333333,29.352256,5.646093,-2.616749,0.590236,0.010755,-0.043312,91.425893,-1.086995,43.622572,47.803322,0.790658,0.828007,0.002495,-0.002344
95.366667,29.335383,5.635926,-2.618180,0.591509,0.010693,-0.042944,91.618942,-1.076204,43.739849,47.879094,0.791726,0.828673,0.002532,-0.002330
95.400000,29.318458,5.625765,-2.619599,0.592783,0.010630,-0.042579,91.811947,-1.065491,43.856953,47.954994,0.792792,0.829339,0.002570,-0.002316
95.433333,29.301480,5.615608,-2.621007,0.594057,0.010568,-0.042215,92.004896,-1.054857,43.973878,48.031018,0.793854,0.830006,0.002608,-0.002302
95.466667,29.284451,5.605455,-2.622402,0.595332,0.010506,-0.041854,92.197779,-1.044300,44.090619,48.107160,0.794913,0.830674,0.002646,-0.002287
95.500000,29.267369,5.595307,-2.623785,0.596606,0.010444,-0.041494,92.390586,-1.033822,44.207173,48.183413,0.795969,0.831343,0.002683,-0.002273
95.533333,29.250236,5.585163,-2.625156,0.597881,0.010382,-0.041137,92.583305,-1.023422,44.323533,48.259772,0.797022,0.832012,0.002722,-0.002258
95.566667,29.233050,5.575023,-2.626515,0.599155,0.010320,-0.040782,92.775926,-1.013099,44.439695,48.336231,0.798072,0.832682,0.002760,-0.002243
95.600000,29.215813,5.564888,-2.627863,0.600430,0.010258,-0.040429,92.968439,-1.002854,44.555654,48.412785,0.799119,0.833353,0.002798,-0.002228
95.633333,29.198525,5.554756,-2.629199,0.601704,0.010196,-0.040079,93.160832,-0.992686,44.671405,48.489427,0.800163,0.834024,0.002837,-0.002213
95.666667,29.181185,5.544629,-2.630523,0.602979,0.010135,-0.039730,93.353095,-0.982594,44.786943,48.566152,0.801204,0.834696,0.002876,-0.002198
95.700000,29.163793,5.534505,-2.631836,0.604253,0.010073,-0.039384,93.545218,-0.972579,44.902264,48.642954,0.802241,0.835368,0.002915,-0.002182
95.733333,29.146350,5.524386,-2.633138,0.605526,0.010012,-0.039040,93.737189,-0.962641,45.017363,48.719827,0.803276,0.836040,0.002954,-0.002167
95.766667,29.128857,5.514270,-2.634427,0.606799,0.009950,-0.038698,93.928999,-0.952778,45.132234,48.796765,0.804307,0.836713,0.002993,-0.002151
95.800000,29.111311,5.504158,-2.635706,0.608072,0.009889,-0.038358,94.120636,-0.942991,45.246873,48.873763,0.805335,0.837385,0.003032,-0.002135
95.833333,29.093715,5.494049,-2.636973,0.609344,0.009828,-0.038021,94.312089,-0.933280,45.361275,48.950814,0.806360,0.838059,0.003072,-0.002119
95.866667,29.076069,5.483944,-2.638230,0.610616,0.009767,-0.037685,94.503349,-0.923644,45.475436,49.027913,0.807382,0.838732,0.003111,-0.002102
95.900000,29.058371,5.473842,-2.639475,0.611887,0.009706,-0.037352,94.694404,-0.914083,45.589351,49.105053,0.808400,0.839406,0.003151,-0.002086
95.933333,29.040623,5.463744,-2.640709,0.613157,0.009646,-0.037020,94.885243,-0.904596,45.703014,49.182230,0.809415,0.840079,0.003191,-0.002069
95.966667,29.022824,5.453649,-2.641932,0.614426,0.009585,-0.036691,95.075857,-0.895184,45.816421,49.259436,0.810427,0.840753,0.003231,-0.002052
96.000000,29.004975,5.443557,-2.643144,0.615695,0.009525,-0.036364,95.266234,-0.885846,45.929568,49.336667,0.811435,0.841427,0.003272,-0.002035
96.033333,28.987076,5.433469,-2.644345,0.616962,0.009464,-0.036040,95.456364,-0.876581,46.042449,49.413916,0.812440,0.842100,0.003312,-0.002018
96.066667,28.969126,5.423383,-2.645536,0.618229,0.009404,-0.035717,95.646236,-0.867390,46.155059,49.491176,0.813442,0.842774,0.003353,-0.002001
96.100000,28.951127,5.413300,-2.646716,0.619494,0.009344,-0.035396,95.835839,-0.858273,46.267395,49.568444,0.814440,0.843447,0.003393,-0.001983
96.133333,28.933077,5.403221,-2.647885,0.620758,0.009284,-0.035078,96.025163,-0.849228,46.379452,49.645711,0.815435,0.844121,0.003434,-0.001966
96.166667,28.914978,5.393144,-2.649044,0.622021,0.009224,-0.034761,96.214197,-0.840255,46.491223,49.722973,0.816427,0.844794,0.003475,-0.001948
96.200000,28.896829,5.383070,-2.650192,0.623283,0.009165,-0.034447,96.402930,-0.831355,46.602706,49.800224,0.817415,0.845466,0.003516,-0.001930
96.233333,28.878631,5.372998,-2.651330,0.624543,0.009105,-0.034135,96.591351,-0.822526,46.713895,49.877457,0.818400,0.846139,0.003558,-0.001912
96.266667,28.860384,5.362929,-2.652457,0.625801,0.009046,-0.033825,96.779451,-0.813769,46.824785,49.954666,0.819381,0.846811,0.003599,-0.001893
96.300000,28.842087,5.352863,-2.653574,0.627059,0.008987,-0.033517,96.967217,-0.805083,46.935371,50.031846,0.820359,0.847483,0.003641,-0.001875
96.333333,28.823741,5.342799,-2.654681,0.628314,0.008928,-0.033211,97.154641,-0.796469,47.045650,50.108991,0.821333,0.848154,0.003683,-0.001856
96.366667,28.805346,5.332738,-2.655778,0.629568,0.008869,-0.032907,97.341710,-0.787924,47.155616,50.186094,0.822304,0.848825,0.003725,-0.001837
96.400000,28.786902,5.322679,-2.656865,0.630820,0.008810,-0.032605,97.528414,-0.779450,47.265264,50.263149,0.823271,0.849495,0.003767,-0.001818
96.433333,28.768409,5.312622,-2.657942,0.632071,0.008752,-0.032305,97.714742,-0.771046,47.374590,50.340151,0.824234,0.850165,0.003809,-0.001799
96.466667,28.749868,5.302567,-2.659009,0.633319,0.008693,-0.032007,97.900684,-0.762711,47.483590,50.417094,0.825194,0.850834,0.003852,-0.001780
96.500000,28.731279,5.292515,-2.660066,0.634566,0.008635,-0.031711,98.086229,-0.754446,47.592257,50.493971,0.826151,0.851503,0.003894,-0.001761
96.533333,28.712641,5.282465,-2.661113,0.635810,0.008577,-0.031418,98.271366,-0.746249,47.700589,50.570777,0.827104,0.852171,0.003937,-0.001741
96.566667,28.693955,5.272416,-2.662151,0.637053,0.008519,-0.031126,98.456084,-0.738121,47.808579,50.647505,0.828053,0.852838,0.003980,-0.001721
96.600000,28.675221,5.262370,-2.663179,0.638293,0.008461,-0.030836,98.640373,-0.730061,47.916224,50.724150,0.828999,0.853504,0.004023,-0.001701
96.633333,28.656439,5.252325,-2.664197,0.639531,0.008403,-0.030549,98.824222,-0.722069,48.023518,50.800705,0.829940,0.854169,0.004066,-0.001681
96.666667,28.637610,5.242283,-2.665206,0.640767,0.008346,-0.030263,99.007621,-0.714144,48.130457,50.877164,0.830879,0.854834,0.004109,-0.001661
96.700000,28.618733,5.232242,-2.666205,0.642000,0.008288,-0.029980,99.190557,-0.706286,48.237036,50.953521,0.831813,0.855497,0.004153,-0.001640
96.733333,28.599809,5.222203,-2.667195,0.643231,0.008231,-0.029698,99.373022,-0.698495,48.343251,51.029771,0.832744,0.856160,0.004197,-0.001620
96.766667,28.580837,5.212165,-2.668175,0.644460,0.008174,-0.029418,99.555003,-0.690771,48.449096,51.105907,0.833671,0.856821,0.004240,-0.001599
96.800000,28.561819,5.202129,-2.669147,0.645686,0.008117,-0.029141,99.736491,-0.683113,48.554567,51.181923,0.834594,0.857482,0.004284,-0.001578
96.833333,28.542753,5.192094,-2.670109,0.646909,0.008061,-0.028865,99.917473,-0.675520,48.659660,51.257813,0.835514,0.858141,0.004328,-0.001557
96.866667,28.523641,5.182061,-2.671062,0.648129,0.008004,-0.028591,100.097941,-0.667993,48.764369,51.333571,0.836429,0.858799,0.004373,-0.001535
96.900000,28.504482,5.172030,-2.672006,0.649347,0.007948,-0.028319,100.277882,-0.660530,48.868690,51.409191,0.837341,0.859456,0.004417,-0.001514
96.933333,28.485277,5.161999,-2.672941,0.650562,0.007892,-0.028049,100.457286,-0.653132,48.972619,51.484667,0.838249,0.860112,0.004462,-0.001492
96.966667,28.466025,5.151970,-2.673867,0.651774,0.007836,-0.027782,100.636142,-0.645799,49.076150,51.559992,0.839153,0.860766,0.004506,-0.001471
97.000000,28.446728,5.141943,-2.674784,0.652983,0.007780,-0.027516,100.814439,-0.638529,49.179278,51.635161,0.840053,0.861419,0.004551,-0.001449
97.033333,28.427384,5.131916,-2.675693,0.654188,0.007724,-0.027251,100.992167,-0.631324,49.282000,51.710167,0.840950,0.862071,0.004596,-0.001427
97.066667,28.407995,5.121891,-2.676592,0.655391,0.007669,-0.026989,101.169314,-0.624181,49.384309,51.785005,0.841842,0.862721,0.004642,-0.001404
97.100000,28.388560,5.111866,-2.677483,0.656590,0.007614,-0.026729,101.345870,-0.617101,49.486203,51.859668,0.842730,0.863370,0.004687,-0.001382
97.133333,28.369080,5.101843,-2.678366,0.657787,0.007559,-0.026471,101.521825,-0.610083,49.587675,51.934150,0.843615,0.864017,0.004732,-0.001359
97.166667,28.349554,5.091821,-2.679239,0.658979,0.007504,-0.026214,101.697166,-0.603128,49.688721,52.008445,0.844495,0.864663,0.004778,-0.001336
97.200000,28.329984,5.081799,-2.680105,0.660169,0.007449,-0.025960,101.871883,-0.596235,49.789337,52.082546,0.845372,0.865307,0.004824,-0.001313
97.233333,28.310368,5.071779,-2.680962,0.661354,0.007394,-0.025707,102.045966,-0.589402,49.889517,52.156449,0.846244,0.865949,0.004870,-0.001290
97.266667,28.290708,5.061759,-2.681810,0.662537,0.007340,-0.025456,102.219403,-0.582631,49.989257,52.230146,0.847112,0.866590,0.004916,-0.001267
97.300000,28.271003,5.051740,-2.682650,0.663715,0.007286,-0.025207,102.392183,-0.575921,50.088552,52.303632,0.847976,0.867229,0.004962,-0.001244
97.333333,28.251254,5.041722,-2.683482,0.664890,0.007232,-0.024960,102.564296,-0.569271,50.187397,52.376899,0.848836,0.867866,0.005009,-0.001220
97.366667,28.231461,5.031704,-2.684306,0.666061,0.007178,-0.024714,102.735731,-0.562681,50.285787,52.449943,0.849692,0.868501,0.005055,-0.001196
97.400000,28.211624,5.021687,-2.685122,0.667229,0.007124,-0.024471,102.906476,-0.556150,50.383719,52.522757,0.850544,0.869135,0.005102,-0.001172
97.433333,28.191743,5.011671,-2.685929,0.668392,0.007071,-0.024229,103.076521,-0.549679,50.481186,52.595335,0.851392,0.869766,0.005149,-0.001148
97.466667,28.171818,5.001655,-2.686729,0.669551,0.007018,-0.023989,103.245855,-0.543266,50.578185,52.667671,0.852235,0.870395,0.005196,-0.001124
97.500000,28.151850,4.991640,-2.687521,0.670707,0.006965,-0.023751,103.414467,-0.536912,50.674710,52.739758,0.853074,0.871023,0.005243,-0.001100
97.533333,28.131839,4.981625,-2.688305,0.671858,0.006912,-0.023515,103.582346,-0.530617,50.770756,52.811590,0.853909,0.871648,0.005290,-0.001075
97.566667,28.111785,4.971611,-2.689081,0.673005,0.006859,-0.023280,103.749480,-0.524379,50.866319,52.883161,0.854739,0.872271,0.005338,-0.001050
97.600000,28.091688,4.961597,-2.689849,0.674147,0.006807,-0.023047,103.915860,-0.518199,50.961394,52.954466,0.855565,0.872892,0.005386,-0.001025
97.633333,28.071548,4.951583,-2.690609,0.675285,0.006754,-0.022816,104.081473,-0.512075,51.055976,53.025497,0.856387,0.873511,0.005433,-0.001000
97.666667,28.051366,4.941570,-2.691362,0.676419,0.006702,-0.022587,104.246309,-0.506009,51.150061,53.096248,0.857205,0.874127,0.005481,-0.000975
97.700000,28.031142,4.931557,-2.692108,0.677549,0.006650,-0.022360,104.410357,-0.499999,51.243642,53.166714,0.858018,0.874741,0.005529,-0.000950
97.733333,28.010876,4.921544,-2.692845,0.678673,0.006599,-0.022134,104.573605,-0.494045,51.336717,53.236888,0.858826,0.875353,0.005578,-0.000924
97.766667,27.990568,4.911532,-2.693576,0.679793,0.006547,-0.021910,104.736043,-0.488146,51.429279,53.306764,0.859631,0.875962,0.005626,-0.000898
97.800000,27.970218,4.901519,-2.694299,0.680909,0.006496,-0.021687,104.897660,-0.482303,51.521324,53.376336,0.860430,0.876569,0.005675,-0.000872
97.833333,27.949827,4.891507,-2.695014,0.682019,0.006445,-0.021467,105.058444,-0.476515,51.612847,53.445597,0.861225,0.877173,0.005723,-0.000846
97.866667,27.929395,4.881495,-2.695722,0.683125,0.006394,-0.021248,105.218385,-0.470782,51.703843,53.514542,0.862016,0.877775,0.005772,-0.000820
97.900000,27.908922,4.871483,-2.696424,0.684226,0.006343,-0.021031,105.377470,-0.465103,51.794307,53.583164,0.862802,0.878374,0.005821,-0.000794
97.933333,27.888408,4.861471,-2.697117,0.685322,0.006293,-0.020815,105.535690,-0.459478,51.884234,53.651456,0.863583,0.878970,0.005871,-0.000767
97.966667,27.867853,4.851459,-2.697804,0.686412,0.006242,-0.020601,105.693033,-0.453906,51.973620,53.719413,0.864360,0.879564,0.005920,-0.000740
98.000000,27.847258,4.841447,-2.698484,0.687498,0.006192,-0.020389,105.849487,-0.448388,52.062459,53.787028,0.865132,0.880154,0.005969,-0.000714
98.033333,27.826624,4.831435,-2.699156,0.688578,0.006142,-0.020179,106.005043,-0.442923,52.150747,53.854296,0.865900,0.880742,0.006019,-0.000686
98.066667,27.805949,4.821423,-2.699822,0.689653,0.006093,-0.019970,106.159687,-0.437510,52.238478,53.921209,0.866662,0.881328,0.006069,-0.000659
98.100000,27.785234,4.811411,-2.700481,0.690723,0.006043,-0.019762,106.313410,-0.432150,52.325648,53.987762,0.867420,0.881910,0.006119,-0.000632
98.133333,27.764481,4.801399,-2.701133,0.691787,0.005994,-0.019557,106.466200,-0.426841,52.412252,54.053948,0.868173,0.882489,0.006169,-0.000604
98.166667,27.743688,4.791386,-2.701778,0.692846,0.005945,-0.019353,106.618045,-0.421584,52.498284,54.119761,0.868922,0.883065,0.006219,-0.000577
98.200000,27.722856,4.781374,-2.702416,0.693899,0.005896,-0.019151,106.768935,-0.416378,52.583740,54.185195,0.869665,0.883638,0.006270,-0.000549
98.233333,27.701985,4.771361,-2.703048,0.694946,0.005847,-0.018950,106.918858,-0.411223,52.668615,54.250243,0.870404,0.884208,0.006320,-0.000521
98.266667,27.681076,4.761348,-2.703673,0.695988,0.005799,-0.018751,107.067804,-0.406119,52.752903,54.314900,0.871137,0.884775,0.006371,-0.000492
98.300000,27.660128,4.751335,-2.704291,0.697024,0.005751,-0.018553,107.215759,-0.401065,52.836601,54.379159,0.871866,0.885338,0.006422,-0.000464
98.333333,27.639143,4.741322,-2.704903,0.698053,0.005703,-0.018357,107.362714,-0.396061,52.919702,54.443013,0.872589,0.885898,0.006473,-0.000436
98.366667,27.618119,4.731308,-2.705509,0.699078,0.005655,-0.018163,107.508657,-0.391106,53.002201,54.506456,0.873308,0.886455,0.006524,-0.000407
98.400000,27.597058,4.721294,-2.706108,0.700095,0.005607,-0.017970,107.653577,-0.386201,53.084094,54.569483,0.874021,0.887008,0.006575,-0.000378
98.433333,27.575960,4.711280,-2.706700,0.701107,0.005560,-0.017779,107.797462,-0.381345,53.165376,54.632086,0.874729,0.887558,0.006627,-0.000349
98.466667,27.554825,4.701266,-2.707286,0.702113,0.005513,-0.017589,107.940301,-0.376537,53.246041,54.694260,0.875433,0.888105,0.006678,-0.000320
98.500000,27.533653,4.691251,-2.707866,0.703113,0.005466,-0.017401,108.082082,-0.371777,53.326085,54.755997,0.876131,0.888648,0.006730,-0.000290
98.533333,27.512444,4.681236,-2.708440,0.704106,0.005419,-0.017214,108.222794,-0.367066,53.405502,54.817293,0.876823,0.889187,0.006782,-0.000261
98.566667,27.491199,4.671221,-2.709008,0.705092,0.005372,-0.017029,108.362426,-0.362402,53.484287,54.878140,0.877511,0.889722,0.006834,-0.000231
98.600000,27.469918,4.661205,-2.709569,0.706073,0.005326,-0.016845,108.500966,-0.357785,53.562435,54.938532,0.878193,0.890254,0.006887,-0.000201
98.633333,27.448601,4.651189,-2.710125,0.707046,0.005280,-0.016663,108.638403,-0.353216,53.639941,54.998462,0.878869,0.890782,0.006939,-0.000171
98.666667,27.427249,4.641173,-2.710674,0.708013,0.005234,-0.016483,108.774725,-0.348693,53.716800,55.057926,0.879541,0.891306,0.006992,-0.000141
98.700000,27.405861,4.631156,-2.711218,0.708974,0.005188,-0.016303,108.909921,-0.344216,53.793006,55.116915,0.880207,0.891826,0.007044,-0.000111
98.733333,27.384439,4.621139,-2.711755,0.709927,0.005143,-0.016126,109.043978,-0.339786,53.868555,55.175423,0.880867,0.892342,0.007097,-0.000080
98.766667,27.362981,4.611121,-2.712287,0.710874,0.005097,-0.015950,109.176887,-0.335401,53.943441,55.233446,0.881522,0.892854,0.007150,-0.000049
98.800000,27.341489,4.601104,-2.712813,0.711814,0.005052,-0.015775,109.308634,-0.331062,54.017659,55.290975,0.882171,0.893363,0.007203,-0.000019
98.833333,27.319963,4.591085,-2.713333,0.712747,0.005007,-0.015602,109.439209,-0.326768,54.091204,55.348004,0.882815,0.893866,0.007257,0.000012
98.866667,27.298403,4.581067,-2.713847,0.713672,0.004963,-0.015430,109.568599,-0.322519,54.164071,55.404528,0.883453,0.894366,0.007310,0.000044
98.900000,27.276809,4.571048,-2.714356,0.714591,0.004918,-0.015260,109.696794,-0.318314,54.236254,55.460540,0.884085,0.894862,0.007364,0.000075
