t,tau_u_applied,tau_r_applied,T1_applied,T2_applied,real_x,real_y,real_psi,real_u,real_v,real_r
94.500000,86.616358,-1.382775,40.648996,45.967361,29.781436,5.899007,-2.576292,0.558089,0.012504,-0.053499
94.533333,86.807055,-1.369976,40.768959,46.038096,29.765923,5.888693,-2.578068,0.559330,0.012440,-0.053076
94.566667,86.997975,-1.357257,40.888878,46.109097,29.750355,5.878387,-2.579830,0.560572,0.012376,-0.052656
94.600000,87.189106,-1.344619,41.008747,46.180359,29.734733,5.868088,-2.581578,0.561817,0.012311,-0.052238
94.633333,87.380438,-1.332063,41.128560,46.251878,29.719057,5.857795,-2.583312,0.563063,0.012247,-0.051822
94.666667,87.571960,-1.319587,41.248313,46.323647,29.703327,5.847510,-2.585033,0.564312,0.012183,-0.051408
94.700000,87.763662,-1.307192,41.368001,46.395661,29.687543,5.837231,-2.586739,0.565562,0.012119,-0.050996
94.733333,87.955532,-1.294878,41.487617,46.467916,29.671704,5.826960,-2.588432,0.566815,0.012055,-0.050586
94.766667,88.147561,-1.282645,41.607156,46.540405,29.655812,5.816694,-2.590112,0.568069,0.011990,-0.050178
94.800000,88.339737,-1.270492,41.726614,46.613123,29.639866,5.806436,-2.591777,0.569324,0.011926,-0.049772
94.833333,88.532050,-1.258421,41.845984,46.686066,29.623866,5.796183,-2.593430,0.570582,0.011862,-0.049369
94.866667,88.724489,-1.246431,41.965262,46.759226,29.607812,5.785938,-2.595069,0.571841,0.011798,-0.048967
94.900000,88.917043,-1.234521,42.084443,46.832600,29.591704,5.775698,-2.596694,0.573101,0.011734,-0.048568
94.933333,89.109702,-1.222692,42.203521,46.906181,29.575543,5.765464,-2.598306,0.574362,0.011670,-0.048171
94.966667,89.302455,-1.210943,42.322491,46.979965,29.559329,5.755237,-2.599905,0.575625,0.011606,-0.047776
95.000000,89.495292,-1.199275,42.441347,47.053945,29.543060,5.745016,-2.601491,0.576890,0.011543,-0.047383
95.033333,89.688201,-1.187688,42.560086,47.128115,29.526739,5.734800,-2.603064,0.578155,0.011479,-0.046992
95.066667,89.881172,-1.176180,42.678701,47.202471,29.510364,5.724590,-2.604624,0.579421,0.011415,-0.046603
95.100000,90.074195,-1.164753,42.797187,47.277007,29.493936,5.714386,-2.606171,0.580689,0.011351,-0.046217
95.133333,90.267258,-1.153406,42.915540,47.351717,29.477455,5.704188,-2.607705,0.581958,0.011288,-0.045832
95.166667,90.460351,-1.142139,43.033755,47.426596,29.460920,5.693995,-2.609226,0.583227,0.011224,-0.045450
95.200000,90.653463,-1.130951,43.151826,47.501638,29.444333,5.683807,-2.610735,0.584497,0.011161,-0.045070
95.233333,90.846585,-1.119843,43.269748,47.576837,29.427693,5.673625,-2.612231,0.585768,0.011097,-0.044692
95.266667,91.039704,-1.108815,43.387516,47.652188,29.411000,5.663448,-2.613714,0.587040,0.011034,-0.044317
95.300000,91.232810,-1.097865,43.505126,47.727685,29.394254,5.653276,-2.615185,0.588312,0.010971,-0.043943
95.333333,91.425893,-1.086995,43.622572,47.803322,29.377456,5.643110,-2.616644,0.589585,0.010908,-0.043572
95.366667,91.618942,-1.076204,43.739849,47.879094,29.360605,5.632948,-2.618090,0.590858,0.010845,-0.043203
95.400000,91.811947,-1.065491,43.856953,47.954994,29.343701,5.622791,-2.619524,0.592132,0.010782,-0.042836
95.433333,92.004896,-1.054857,43.973878,48.031018,29.326746,5.612639,-2.620946,0.593406,0.010719,-0.042471
95.466667,92.197779,-1.044300,44.090619,48.107160,29.309738,5.602492,-2.622355,0.594680,0.010656,-0.042108
95.500000,92.390586,-1.033822,44.207173,48.183413,29.292678,5.592349,-2.623753,0.595955,0.010593,-0.041748
95.533333,92.583305,-1.023422,44.323533,48.259772,29.275565,5.582211,-2.625138,0.597229,0.010531,-0.041389
95.566667,92.775926,-1.013099,44.439695,48.336231,29.258401,5.572077,-2.626512,0.598504,0.010468,-0.041033
95.600000,92.968439,-1.002854,44.555654,48.412785,29.241185,5.561948,-2.627874,0.599778,0.010406,-0.040679
95.633333,93.160832,-0.992686,44.671405,48.489427,29.223917,5.551823,-2.629224,0.601053,0.010344,-0.040327
95.666667,93.353095,-0.982594,44.786943,48.566152,29.206598,5.541703,-2.630562,0.602327,0.010281,-0.039978
95.700000,93.545218,-0.972579,44.902264,48.642954,29.189227,5.531586,-2.631889,0.603602,0.010219,-0.039630
95.733333,93.737189,-0.962641,45.017363,48.719827,29.171805,5.521474,-2.633204,0.604875,0.010157,-0.039285
95.766667,93.928999,-0.952778,45.132234,48.796765,29.154331,5.511365,-2.634508,0.606149,0.010095,-0.038942
95.800000,94.120636,-0.942991,45.246873,48.873763,29.136806,5.501261,-2.635800,0.607422,0.010034,-0.038601
95.833333,94.312089,-0.933280,45.361275,48.950814,29.119230,5.491160,-2.637081,0.608694,0.009972,-0.038262
95.866667,94.503349,-0.923644,45.475436,49.027913,29.101603,5.481063,-2.638351,0.609966,0.009910,-0.037925
95.900000,94.694404,-0.914083,45.589351,49.105053,29.083925,5.470970,-2.639609,0.611238,0.009849,-0.037591
95.933333,94.885243,-0.904596,45.703014,49.182230,29.066196,5.460880,-2.640857,0.612508,0.009788,-0.037258
95.966667,95.075857,-0.895184,45.816421,49.259436,29.048417,5.450794,-2.642093,0.613778,0.009727,-0.036928
96.000000,95.266234,-0.885846,45.929568,49.336667,29.030587,5.440711,-2.643318,0.615047,0.009666,-0.036600
96.033333,95.456364,-0.876581,46.042449,49.413916,29.012707,5.430632,-2.644533,0.616315,0.009605,-0.036273
96.066667,95.646236,-0.867390,46.155059,49.491176,28.994776,5.420555,-2.645737,0.617582,0.009544,-0.035950
96.100000,95.835839,-0.858273,46.267395,49.568444,28.976796,5.410482,-2.646930,0.618848,0.009483,-0.035628
96.133333,96.025163,-0.849228,46.379452,49.645711,28.958765,5.400413,-2.648112,0.620113,0.009423,-0.035308
96.166667,96.214197,-0.840255,46.491223,49.722973,28.940684,5.390346,-2.649283,0.621376,0.009363,-0.034990
96.200000,96.402930,-0.831355,46.602706,49.800224,28.922554,5.380282,-2.650444,0.622639,0.009302,-0.034675
96.233333,96.591351,-0.822526,46.713895,49.877457,28.904374,5.370221,-2.651595,0.623899,0.009242,-0.034361
96.266667,96.779451,-0.813769,46.824785,49.954666,28.886144,5.360163,-2.652735,0.625159,0.009182,-0.034050
96.300000,96.967217,-0.805083,46.935371,50.031846,28.867865,5.350108,-2.653865,0.626417,0.009123,-0.033741
96.333333,97.154641,-0.796469,47.045650,50.108991,28.849537,5.340056,-2.654984,0.627673,0.009063,-0.033434
96.366667,97.341710,-0.787924,47.155616,50.186094,28.831159,5.330006,-2.656094,0.628928,0.009004,-0.033128
96.400000,97.528414,-0.779450,47.265264,50.263149,28.812733,5.319959,-2.657193,0.630181,0.008944,-0.032825
96.433333,97.714742,-0.771046,47.374590,50.340151,28.794258,5.309914,-2.658282,0.631433,0.008885,-0.032524
96.466667,97.900684,-0.762711,47.483590,50.417094,28.775734,5.299871,-2.659361,0.632682,0.008826,-0.032225
96.500000,98.086229,-0.754446,47.592257,50.493971,28.757161,5.289831,-2.660430,0.633930,0.008767,-0.031928
96.533333,98.271366,-0.746249,47.700589,50.570777,28.738540,5.279794,-2.661490,0.635176,0.008708,-0.031634
96.566667,98.456084,-0.738121,47.808579,50.647505,28.719871,5.269758,-2.662539,0.636419,0.008650,-0.031341
96.600000,98.640373,-0.730061,47.916224,50.724150,28.701154,5.259725,-2.663579,0.637661,0.008592,-0.031050
96.633333,98.824222,-0.722069,48.023518,50.800705,28.682388,5.249694,-2.664609,0.638900,0.008533,-0.030761
96.666667,99.007621,-0.714144,48.130457,50.877164,28.663575,5.239664,-2.665630,0.640137,0.008475,-0.030474
96.700000,99.190557,-0.706286,48.237036,50.953521,28.644714,5.229637,-2.666641,0.641371,0.008417,-0.030189
96.733333,99.373022,-0.698495,48.343251,51.029771,28.625806,5.219612,-2.667642,0.642604,0.008360,-0.029907
96.766667,99.555003,-0.690771,48.449096,51.105907,28.606850,5.209589,-2.668634,0.643833,0.008302,-0.029626
96.800000,99.736491,-0.683113,48.554567,51.181923,28.587847,5.199567,-2.669617,0.645061,0.008245,-0.029347
96.833333,99.917473,-0.675520,48.659660,51.257813,28.568797,5.189547,-2.670591,0.646285,0.008187,-0.029070
96.866667,100.097941,-0.667993,48.764369,51.333571,28.549700,5.179529,-2.671555,0.647507,0.008130,-0.028795
96.900000,100.277882,-0.660530,48.868690,51.409191,28.530556,5.169512,-2.672510,0.648726,0.008073,-0.028522
96.933333,100.457286,-0.653132,48.972619,51.484667,28.511366,5.159497,-2.673456,0.649942,0.008017,-0.028251
96.966667,100.636142,-0.645799,49.076150,51.559992,28.492129,5.149484,-2.674394,0.651156,0.007960,-0.027982
97.000000,100.814439,-0.638529,49.179278,51.635161,28.472846,5.139472,-2.675322,0.652366,0.007904,-0.027715
97.033333,100.992167,-0.631324,49.282000,51.710167,28.453517,5.129461,-2.676241,0.653574,0.007847,-0.027450
97.066667,101.169314,-0.624181,49.384309,51.785005,28.434142,5.119452,-2.677152,0.654778,0.007791,-0.027186
97.100000,101.345870,-0.617101,49.486203,51.859668,28.414721,5.109444,-2.678054,0.655979,0.007736,-0.026925
97.133333,101.521825,-0.610083,49.587675,51.934150,28.395255,5.099437,-2.678947,0.657177,0.007680,-0.026665
97.166667,101.697166,-0.603128,49.688721,52.008445,28.375743,5.089431,-2.679831,0.658371,0.007624,-0.026408
97.200000,101.871883,-0.596235,49.789337,52.082546,28.356186,5.079427,-2.680707,0.659563,0.007569,-0.026152
97.233333,102.045966,-0.589402,49.889517,52.156449,28.336584,5.069423,-2.681575,0.660750,0.007514,-0.025898
97.266667,102.219403,-0.582631,49.989257,52.230146,28.316937,5.059421,-2.682434,0.661934,0.007459,-0.025646
97.300000,102.392183,-0.575921,50.088552,52.303632,28.297245,5.049419,-2.683284,0.663115,0.007404,-0.025396
97.333333,102.564296,-0.569271,50.187397,52.376899,28.277509,5.039419,-2.684127,0.664292,0.007350,-0.025147
97.366667,102.735731,-0.562681,50.285787,52.449943,28.257729,5.029419,-2.684961,0.665465,0.007295,-0.024901
97.400000,102.906476,-0.556150,50.383719,52.522757,28.237904,5.019421,-2.685787,0.666634,0.007241,-0.024656
97.433333,103.076521,-0.549679,50.481186,52.595335,28.218036,5.009423,-2.686604,0.667799,0.007187,-0.024413
97.466667,103.245855,-0.543266,50.578185,52.667671,28.198124,4.999426,-2.687414,0.668961,0.007133,-0.024172
97.500000,103.414467,-0.536912,50.674710,52.739758,28.178168,4.989429,-2.688216,0.670118,0.007080,-0.023933
97.533333,103.582346,-0.530617,50.770756,52.811590,28.158169,4.979434,-2.689010,0.671271,0.007026,-0.023696
97.566667,103.749480,-0.524379,50.866319,52.883161,28.138126,4.969438,-2.689796,0.672421,0.006973,-0.023460
97.600000,103.915860,-0.518199,50.961394,52.954466,28.118041,4.959444,-2.690574,0.673565,0.006920,-0.023226
97.633333,104.081473,-0.512075,51.055976,53.025497,28.097913,4.949450,-2.691344,0.674706,0.006867,-0.022994
97.666667,104.246309,-0.506009,51.150061,53.096248,28.077742,4.939456,-2.692106,0.675842,0.006814,-0.022764
97.700000,104.410357,-0.499999,51.243642,53.166714,28.057529,4.929463,-2.692861,0.676974,0.006762,-0.022535
97.733333,104.573605,-0.494045,51.336717,53.236888,28.037274,4.919471,-2.693609,0.678101,0.006710,-0.022308
97.766667,104.736043,-0.488146,51.429279,53.306764,28.016976,4.909479,-2.694349,0.679223,0.006657,-0.022083
97.800000,104.897660,-0.482303,51.521324,53.376336,27.996637,4.899487,-2.695081,0.680341,0.006606,-0.021860
97.833333,105.058444,-0.476515,51.612847,53.445597,27.976257,4.889496,-2.695806,0.681454,0.006554,-0.021638
97.866667,105.218385,-0.470782,51.703843,53.514542,27.955835,4.879504,-2.696523,0.682562,0.006502,-0.021418
97.900000,105.377470,-0.465103,51.794307,53.583164,27.935372,4.869514,-2.697234,0.683666,0.006451,-0.021200
97.933333,105.535690,-0.459478,51.884234,53.651456,27.914868,4.859523,-2.697937,0.684764,0.006400,-0.020983
97.966667,105.693033,-0.453906,51.973620,53.719413,27.894323,4.849533,-2.698632,0.685857,0.006349,-0.020768
98.000000,105.849487,-0.448388,52.062459,53.787028,27.873738,4.839542,-2.699321,0.686945,0.006298,-0.020555
98.033333,106.005043,-0.442923,52.150747,53.854296,27.853113,4.829552,-2.700003,0.688028,0.006248,-0.020343
98.066667,106.159687,-0.437510,52.238478,53.921209,27.832447,4.819562,-2.700677,0.689106,0.006198,-0.020133
98.100000,106.313410,-0.432150,52.325648,53.987762,27.811742,4.809572,-2.701345,0.690178,0.006148,-0.019925
98.133333,106.466200,-0.426841,52.412252,54.053948,27.790997,4.799583,-2.702006,0.691245,0.006098,-0.019718
98.166667,106.618045,-0.421584,52.498284,54.119761,27.770212,4.789593,-2.702659,0.692307,0.006048,-0.019513
98.200000,106.768935,-0.416378,52.583740,54.185195,27.749389,4.779603,-2.703307,0.693363,0.005999,-0.019310
98.233333,106.918858,-0.411223,52.668615,54.250243,27.728527,4.769614,-2.703947,0.694413,0.005949,-0.019108
98.266667,107.067804,-0.406119,52.752903,54.314900,27.707626,4.759624,-2.704580,0.695458,0.005900,-0.018908
98.300000,107.215759,-0.401065,52.836601,54.379159,27.686686,4.749634,-2.705207,0.696497,0.005852,-0.018709
98.333333,107.362714,-0.396061,52.919702,54.443013,27.665708,4.739644,-2.705828,0.697530,0.005803,-0.018512
98.366667,107.508657,-0.391106,53.002201,54.506456,27.644693,4.729655,-2.706441,0.698557,0.005755,-0.018317
98.400000,107.653577,-0.386201,53.084094,54.569483,27.623639,4.719665,-2.707049,0.699578,0.005706,-0.018123
98.433333,107.797462,-0.381345,53.165376,54.632086,27.602549,4.709675,-2.707650,0.700593,0.005658,-0.017931
98.466667,107.940301,-0.376537,53.246041,54.694260,27.581420,4.699684,-2.708244,0.701602,0.005611,-0.017740
98.500000,108.082082,-0.371777,53.326085,54.755997,27.560255,4.689694,-2.708832,0.702604,0.005563,-0.017551
98.533333,108.222794,-0.367066,53.405502,54.817293,27.539053,4.679704,-2.709414,0.703601,0.005516,-0.017363
98.566667,108.362426,-0.362402,53.484287,54.878140,27.517815,4.669713,-2.709990,0.704591,0.005469,-0.017177
98.600000,108.500966,-0.357785,53.562435,54.938532,27.496540,4.659722,-2.710559,0.705574,0.005422,-0.016993
98.633333,108.638403,-0.353216,53.639941,54.998462,27.475230,4.649731,-2.711123,0.706551,0.005375,-0.016809
98.666667,108.774725,-0.348693,53.716800,55.057926,27.453883,4.639740,-2.711680,0.707522,0.005329,-0.016628
98.700000,108.909921,-0.344216,53.793006,55.116915,27.432502,4.629749,-2.712231,0.708486,0.005282,-0.016448
98.733333,109.043978,-0.339786,53.868555,55.175423,27.411084,4.619758,-2.712776,0.709443,0.005236,-0.016269
98.766667,109.176887,-0.335401,53.943441,55.233446,27.389632,4.609766,-2.713316,0.710393,0.005190,-0.016092
98.800000,109.308634,-0.331062,54.017659,55.290975,27.368146,4.599774,-2.713849,0.711336,0.005145,-0.015916
98.833333,109.439209,-0.326768,54.091204,55.348004,27.346625,4.589782,-2.714377,0.712273,0.005099,-0.015742
98.866667,109.568599,-0.322519,54.164071,55.404528,27.325069,4.579790,-2.714899,0.713202,0.005054,-0.015569
98.900000,109.696794,-0.318314,54.236254,55.460540,27.303480,4.569797,-2.715415,0.714124,0.005009,-0.015398
98.933333,109.823781,-0.314154,54.307749,55.516033,27.281857,4.559804,-2.715925,0.715039,0.004965,-0.015228
98.966667,109.949550,-0.310037,54.378549,55.571000,27.260201,4.549811,-2.716430,0.715947,0.004920,-0.015060
99.000000,110.074087,-0.305965,54.448650,55.625437,27.238512,4.539818,-2.716929,0.716847,0.004876,-0.014893
99.033333,110.197382,-0.301935,54.518046,55.679336,27.216789,4.529825,-2.717423,0.717741,0.004832,-0.014727
99.066667,110.319423,-0.297949,54.586732,55.732690,27.195035,4.519831,-2.717911,0.718626,0.004788,-0.014563
99.100000,110.440197,-0.294006,54.654703,55.785494,27.173248,4.509838,-2.718393,0.719504,0.004744,-0.014400
99.133333,110.559694,-0.290105,54.721954,55.837741,27.151429,4.499844,-2.718871,0.720374,0.004701,-0.014239
99.166667,110.677902,-0.286246,54.788478,55.889424,27.129579,4.489850,-2.719343,0.721237,0.004658,-0.014079
99.200000,110.794808,-0.282429,54.854271,55.940537,27.107697,4.479856,-2.719809,0.722092,0.004615,-0.013920
99.233333,110.910401,-0.278654,54.919327,55.991074,27.085784,4.469861,-2.720271,0.722939,0.004572,-0.013763
99.266667,111.024669,-0.274921,54.983641,56.041028,27.063840,4.459867,-2.720727,0.723778,0.004529,-0.013607
99.300000,111.137600,-0.271228,55.047207,56.090392,27.041866,4.449872,-2.721178,0.724609,0.004487,-0.013452
99.333333,111.249182,-0.267576,55.110021,56.139161,27.019861,4.439877,-2.721624,0.725432,0.004445,-0.013299
99.366667,111.359403,-0.263965,55.172076,56.187327,26.997827,4.429883,-2.722064,0.726246,0.004403,-0.013147
99.400000,111.468252,-0.260395,55.233367,56.234885,26.975763,4.419888,-2.722500,0.727053,0.004361,-0.012997
99.433333,111.575716,-0.256864,55.293889,56.281827,26.953669,4.409893,-2.722931,0.727851,0.004320,-0.012848
99.466667,111.681784,-0.253373,55.353636,56.328148,26.931547,4.399898,-2.723356,0.728641,0.004279,-0.012700
99.500000,111.786443,-0.249922,55.412603,56.373840,26.909396,4.389903,-2.723777,0.729422,0.004238,-0.012553
99.533333,111.889682,-0.246510,55.470784,56.418898,26.887216,4.379908,-2.724193,0.730195,0.004197,-0.012408
99.566667,111.991487,-0.243136,55.528174,56.463314,26.865009,4.369913,-2.724605,0.730959,0.004157,-0.012264
99.600000,112.091848,-0.239802,55.584766,56.507082,26.842773,4.359918,-2.725011,0.731714,0.004116,-0.012121
99.633333,112.190753,-0.236506,55.640556,56.550196,26.820510,4.349923,-2.725413,0.732460,0.004076,-0.011980
99.666667,112.288188,-0.233249,55.695538,56.592650,26.798220,4.339929,-2.725810,0.733198,0.004037,-0.011840
99.700000,112.384142,-0.230030,55.749707,56.634435,26.775903,4.329934,-2.726202,0.733927,0.003997,-0.011701
99.733333,112.478603,-0.226848,55.803056,56.675547,26.753560,4.319940,-2.726590,0.734646,0.003958,-0.011564
99.766667,112.571558,-0.223704,55.855580,56.715979,26.731191,4.309946,-2.726973,0.735357,0.003918,-0.011427
99.800000,112.662996,-0.220597,55.907273,56.755723,26.708795,4.299952,-2.727351,0.736058,0.003880,-0.011292
99.833333,112.752904,-0.217527,55.958130,56.794773,26.686374,4.289958,-2.727726,0.736750,0.003841,-0.011158
99.866667,112.841269,-0.214494,56.008145,56.833124,26.663928,4.279965,-2.728095,0.737433,0.003802,-0.011026
99.900000,112.928080,-0.211498,56.057313,56.870767,26.641457,4.269972,-2.728461,0.738106,0.003764,-0.010895
99.933333,113.013325,-0.208538,56.105627,56.907698,26.618961,4.259979,-2.728822,0.738770,0.003726,-0.010765
99.966667,113.096990,-0.205615,56.153082,56.943908,26.596442,4.249987,-2.729178,0.739424,0.003689,-0.010636
100.000000,113.179064,-0.202727,56.199672,56.979391,26.573898,4.239995,-2.729531,0.740068,0.003651,-0.010508
100.033333,113.259534,-0.199875,56.245392,57.014142,26.551331,4.230004,-2.729879,0.740703,0.003614,-0.010382
100.066667,113.338387,-0.197058,56.290235,57.048152,26.528740,4.220013,-2.730223,0.741328,0.003577,-0.010257
100.100000,113.415612,-0.194277,56.334196,57.081416,26.506127,4.210023,-2.730563,0.741943,0.003540,-0.010132
100.133333,113.491196,-0.191531,56.377269,57.113927,26.483492,4.200034,-2.730898,0.742548,0.003503,-0.010010
100.166667,113.565126,-0.188820,56.419448,57.145679,26.460834,4.190045,-2.731230,0.743143,0.003467,-0.009888
100.200000,113.637390,-0.186144,56.460727,57.176664,26.438154,4.180057,-2.731557,0.743728,0.003431,-0.009768
100.233333,113.707976,-0.183502,56.501100,57.206875,26.415453,4.170070,-2.731881,0.744302,0.003395,-0.009648
100.266667,113.776870,-0.180894,56.540562,57.236308,26.392731,4.160083,-2.732201,0.744866,0.003359,-0.009530
100.300000,113.844060,-0.178320,56.579107,57.264954,26.369988,4.150098,-2.732516,0.745420,0.003324,-0.009413
100.333333,113.909534,-0.175780,56.616728,57.292806,26.347224,4.140113,-2.732828,0.745964,0.003289,-0.009298
100.366667,113.973279,-0.173274,56.653419,57.319860,26.324441,4.130130,-2.733136,0.746496,0.003254,-0.009183
100.400000,114.035282,-0.170802,56.689175,57.346106,26.301638,4.120147,-2.733440,0.747019,0.003219,-0.009070
100.433333,114.095530,-0.168363,56.723990,57.371540,26.278816,4.110166,-2.733741,0.747530,0.003185,-0.008957
100.466667,114.154012,-0.165957,56.757858,57.396154,26.255975,4.100186,-2.734037,0.748031,0.003150,-0.008846
100.500000,114.210713,-0.163584,56.790772,57.419941,26.233115,4.090207,-2.734330,0.748520,0.003116,-0.008736
100.533333,114.265622,-0.161244,56.822727,57.442895,26.210237,4.080229,-2.734620,0.748999,0.003083,-0.008627
100.566667,114.318725,-0.158936,56.853716,57.465009,26.187341,4.070253,-2.734906,0.749467,0.003049,-0.008520
100.600000,114.370011,-0.156661,56.883734,57.486277,26.164428,4.060278,-2.735188,0.749923,0.003016,-0.008413
100.633333,114.419464,-0.154419,56.912773,57.506691,26.141498,4.050305,-2.735466,0.750369,0.002983,-0.008307
100.666667,114.467074,-0.152208,56.940829,57.526245,26.118551,4.040333,-2.735742,0.750803,0.002950,-0.008203
100.700000,114.512827,-0.150030,56.967895,57.544932,26.095588,4.030363,-2.736013,0.751226,0.002917,-0.008100
100.733333,114.556711,-0.147883,56.993965,57.562746,26.072609,4.020394,-2.736282,0.751637,0.002885,-0.007998
100.766667,114.598711,-0.145768,57.019032,57.579679,26.049615,4.010428,-2.736546,0.752037,0.002853,-0.007896
100.800000,114.638816,-0.143684,57.043092,57.595723,26.026605,4.000463,-2.736808,0.752425,0.002821,-0.007797
100.833333,114.677012,-0.141629,57.066143,57.610868,26.003581,3.990500,-2.737066,0.752801,0.002790,-0.007698
100.866667,114.713288,-0.139598,57.088186,57.625102,25.980542,3.980539,-2.737321,0.753166,0.002758,-0.007600
100.900000,114.747633,-0.137592,57.109216,57.638418,25.957490,3.970581,-2.737573,0.753518,0.002727,-0.007503
100.933333,114.780036,-0.135611,57.129227,57.650809,25.934424,3.960624,-2.737821,0.753859,0.002696,-0.007407
100.966667,114.810486,-0.133654,57.148216,57.662270,25.911344,3.950670,-2.738067,0.754188,0.002666,-0.007313
101.000000,114.838972,-0.131721,57.166177,57.672795,25.888253,3.940718,-2.738309,0.754504,0.002635,-0.007219
101.033333,114.865485,-0.129811,57.183105,57.682379,25.865148,3.930768,-2.738548,0.754808,0.002605,-0.007127
101.066667,114.890012,-0.127925,57.198996,57.691016,25.842032,3.920821,-2.738784,0.755100,0.002575,-0.007035
101.100000,114.912545,-0.126062,57.213845,57.698700,25.818905,3.910877,-2.739017,0.755380,0.002545,-0.006944
101.133333,114.933073,-0.124223,57.227647,57.705426,25.795766,3.900935,-2.739247,0.755647,0.002516,-0.006855
101.166667,114.951585,-0.122406,57.240397,57.711188,25.772617,3.890996,-2.739474,0.755902,0.002487,-0.006766
101.200000,114.968073,-0.120611,57.252092,57.715981,25.749457,3.881060,-2.739698,0.756144,0.002458,-0.006678
101.233333,114.982527,-0.118839,57.262727,57.719799,25.726288,3.871127,-2.739919,0.756374,0.002429,-0.006592
101.266667,114.994936,-0.117088,57.272298,57.722638,25.703109,3.861197,-2.740137,0.756590,0.002401,-0.006506
101.300000,115.005292,-0.115360,57.280800,57.724492,25.679921,3.851270,-2.740353,0.756794,0.002372,-0.006421
101.333333,115.013585,-0.113653,57.288230,57.725356,25.656725,3.841347,-2.740565,0.756985,0.002344,-0.006337
101.366667,115.019807,-0.111967,57.294582,57.725225,25.633521,3.831426,-2.740775,0.757163,0.002317,-0.006254
101.400000,115.023947,-0.110302,57.299854,57.724093,25.610309,3.821510,-2.740982,0.757328,0.002289,-0.006172
101.433333,115.025998,-0.108658,57.304041,57.721957,25.587089,3.811596,-2.741187,0.757480,0.002262,-0.006090
101.466667,115.025951,-0.107035,57.307140,57.718811,25.563863,3.801687,-2.741388,0.757619,0.002235,-0.006010
101.500000,115.023796,-0.105431,57.309146,57.714650,25.540631,3.791781,-2.741587,0.757745,0.002208,-0.005930
101.533333,115.019526,-0.103848,57.310056,57.709470,25.517392,3.781879,-2.741784,0.757857,0.002181,-0.005851
101.566667,115.013133,-0.102284,57.309866,57.703266,25.494148,3.771981,-2.741977,0.757956,0.002155,-0.005773
101.600000,115.004607,-0.100740,57.308574,57.696034,25.470899,3.762087,-2.742169,0.758042,0.002128,-0.005696
101.633333,114.993942,-0.099215,57.306174,57.687768,25.447645,3.752197,-2.742357,0.758114,0.002102,-0.005620
101.666667,114.981129,-0.097708,57.302663,57.678465,25.424388,3.742312,-2.742543,0.758172,0.002077,-0.005545
101.700000,114.966160,-0.096221,57.298040,57.668121,25.401126,3.732431,-2.742727,0.758217,0.002051,-0.005470
101.733333,114.949029,-0.094752,57.292299,57.656730,25.377861,3.722555,-2.742908,0.758248,0.002026,-0.005396
101.766667,114.929727,-0.093302,57.285437,57.644289,25.354593,3.712683,-2.743087,0.758266,0.002001,-0.005323
101.800000,114.908247,-0.091869,57.277452,57.630794,25.331323,3.702816,-2.743263,0.758270,0.001976,-0.005251
101.833333,114.884582,-0.090454,57.268341,57.616241,25.308051,3.692954,-2.743437,0.758260,0.001951,-0.005180
101.866667,114.858725,-0.089057,57.258100,57.600625,25.284777,3.683097,-2.743608,0.758236,0.001927,-0.005109
101.900000,114.830669,-0.087677,57.246726,57.583944,25.261503,3.673245,-2.743777,0.758198,0.001903,-0.005039
101.933333,114.800408,-0.086314,57.234216,57.566192,25.238227,3.663398,-2.743944,0.758146,0.001879,-0.004970
101.966667,114.767934,-0.084968,57.220568,57.547366,25.214952,3.653556,-2.744109,0.758080,0.001855,-0.004902
102.000000,114.733242,-0.083638,57.205779,57.527463,25.191677,3.643720,-2.744271,0.758000,0.001831,-0.004834
102.033333,114.696325,-0.082325,57.189845,57.506479,25.168403,3.633890,-2.744431,0.757906,0.001808,-0.004767
102.066667,114.657176,-0.081028,57.172765,57.484411,25.145130,3.624065,-2.744589,0.757798,0.001785,-0.004701
102.100000,114.615790,-0.079747,57.154535,57.461255,25.121858,3.614246,-2.744744,0.757675,0.001762,-0.004635
102.133333,114.572161,-0.078482,57.135154,57.437007,25.098589,3.604434,-2.744898,0.757538,0.001739,-0.004570
102.166667,114.526282,-0.077232,57.114618,57.411665,25.075323,3.594627,-2.745049,0.757387,0.001717,-0.004506
102.200000,114.478149,-0.075998,57.092925,57.385224,25.052059,3.584826,-2.745198,0.757221,0.001695,-0.004443
102.233333,114.427756,-0.074779,57.070073,57.357683,25.028800,3.575032,-2.745345,0.757041,0.001672,-0.004380
102.266667,114.375098,-0.073574,57.046060,57.329038,25.005544,3.565244,-2.745490,0.756846,0.001651,-0.004318
102.300000,114.320168,-0.072385,57.020883,57.299285,24.982293,3.555463,-2.745633,0.756637,0.001629,-0.004257
102.333333,114.262963,-0.071210,56.994540,57.268423,24.959047,3.545689,-2.745774,0.756414,0.001607,-0.004196
102.366667,114.203477,-0.070049,56.967029,57.236448,24.935806,3.535922,-2.745913,0.756175,0.001586,-0.004136
102.400000,114.141705,-0.068902,56.938349,57.203357,24.912571,3.526161,-2.746050,0.755922,0.001565,-0.004077
102.433333,114.077643,-0.067769,56.908496,57.169147,24.889343,3.516408,-2.746184,0.755655,0.001544,-0.004018
102.466667,114.011287,-0.066650,56.877470,57.133817,24.866121,3.506662,-2.746317,0.755372,0.001523,-0.003960
