t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2
7.966667,2.660373,-0.097966,-0.027600,0.656329,-0.001670,0.008453,103.173857,0.290915,52.146381,51.027476
8.000000,2.682282,-0.098624,-0.027316,0.658763,-0.001693,0.008524,103.523452,0.292830,52.324861,51.198591
8.033333,2.704271,-0.099278,-0.027029,0.661184,-0.001716,0.008595,103.870941,0.294751,52.502300,51.368641
8.066667,2.726341,-0.099929,-0.026740,0.663593,-0.001739,0.008666,104.216310,0.296678,52.678690,51.537620
8.100000,2.748492,-0.100577,-0.026449,0.665988,-0.001763,0.008738,104.559546,0.298611,52.854025,51.705520
8.133333,2.770722,-0.101221,-0.026155,0.668370,-0.001786,0.008809,104.900632,0.300551,53.028299,51.872333
8.166667,2.793031,-0.101861,-0.025859,0.670739,-0.001810,0.008882,105.239555,0.302497,53.201503,52.038052
8.200000,2.815420,-0.102498,-0.025561,0.673095,-0.001834,0.008954,105.576301,0.304451,53.373632,52.202669
8.233333,2.837886,-0.103130,-0.025260,0.675437,-0.001857,0.009027,105.910856,0.306411,53.544680,52.366177
8.266667,2.860431,-0.103759,-0.024957,0.677766,-0.001881,0.009100,106.243206,0.308378,53.714639,52.528568
8.300000,2.883053,-0.104383,-0.024651,0.680081,-0.001906,0.009173,106.573338,0.310353,53.883503,52.689835
8.333333,2.905753,-0.105003,-0.024343,0.682382,-0.001930,0.009247,106.901238,0.312336,54.051265,52.849972
8.366667,2.928529,-0.105619,-0.024032,0.684669,-0.001954,0.009321,107.226892,0.314327,54.217921,53.008971
8.400000,2.951381,-0.106230,-0.023719,0.686943,-0.001979,0.009395,107.550288,0.316326,54.383463,53.166826
8.433333,2.974309,-0.106837,-0.023403,0.689202,-0.002004,0.009469,107.871413,0.318333,54.547885,53.323529
8.466667,2.997312,-0.107439,-0.023085,0.691447,-0.002028,0.009544,108.190254,0.320348,54.711181,53.479073
8.500000,3.020390,-0.108036,-0.022764,0.693678,-0.002053,0.009620,108.506798,0.322372,54.873346,53.633452
8.533333,3.043542,-0.108629,-0.022441,0.695895,-0.002079,0.009695,108.821032,0.324405,55.034373,53.786660
8.566667,3.066768,-0.109216,-0.022116,0.698097,-0.002104,0.009771,109.132945,0.326448,55.194257,53.938689
8.600000,3.090067,-0.109798,-0.021787,0.700285,-0.002129,0.009847,109.442524,0.328499,55.352991,54.089533
8.633333,3.113439,-0.110375,-0.021457,0.702459,-0.002155,0.009924,109.749758,0.330560,55.510572,54.239186
8.666667,3.136884,-0.110946,-0.021123,0.704617,-0.002181,0.010001,110.054633,0.332631,55.666992,54.387642
8.700000,3.160400,-0.111512,-0.020787,0.706761,-0.002207,0.010079,110.357140,0.334712,55.822246,54.534893
8.733333,3.183988,-0.112073,-0.020449,0.708890,-0.002233,0.010157,110.657265,0.336803,55.976330,54.680935
8.766667,3.207646,-0.112627,-0.020107,0.711004,-0.002259,0.010235,110.954998,0.338904,56.129238,54.825761
8.800000,3.231375,-0.113176,-0.019764,0.713103,-0.002286,0.010313,111.250328,0.341016,56.280964,54.969364
8.833333,3.255174,-0.113719,-0.019417,0.715187,-0.002312,0.010392,111.543243,0.343139,56.431503,55.111739
8.866667,3.279042,-0.114256,-0.019068,0.717256,-0.002339,0.010472,111.833732,0.345272,56.580852,55.252881
8.900000,3.302979,-0.114787,-0.018717,0.719309,-0.002366,0.010552,112.121786,0.347417,56.729003,55.392782
8.933333,3.326984,-0.115311,-0.018362,0.721347,-0.002393,0.010632,112.407392,0.349574,56.875954,55.531439
8.966667,3.351058,-0.115829,-0.018005,0.723370,-0.002420,0.010713,112.690542,0.351742,57.021698,55.668844
9.000000,3.375198,-0.116341,-0.017645,0.725377,-0.002447,0.010794,112.971224,0.353922,57.166231,55.804993
9.033333,3.399406,-0.116846,-0.017283,0.727369,-0.002475,0.010875,113.249428,0.356114,57.309549,55.939879
9.066667,3.423679,-0.117344,-0.016917,0.729344,-0.002503,0.010958,113.525145,0.358319,57.451647,56.073498
9.100000,3.448019,-0.117835,-0.016549,0.731305,-0.002530,0.011040,113.798365,0.360536,57.592521,56.205845
9.133333,3.472423,-0.118319,-0.016179,0.733249,-0.002558,0.011123,114.069078,0.362766,57.732165,56.336913
9.166667,3.496892,-0.118796,-0.015805,0.735177,-0.002587,0.011206,114.337275,0.365009,57.870577,56.466698
9.200000,3.521426,-0.119266,-0.015429,0.737090,-0.002615,0.011290,114.602946,0.367265,58.007751,56.595194
9.233333,3.546023,-0.119729,-0.015050,0.738987,-0.002644,0.011375,114.866082,0.369535,58.143684,56.722398
9.266667,3.570683,-0.120184,-0.014668,0.740867,-0.002672,0.011460,115.126675,0.371818,58.278372,56.848303
9.300000,3.595406,-0.120631,-0.014283,0.742731,-0.002701,0.011545,115.384715,0.374115,58.411810,56.972905
9.333333,3.620191,-0.121071,-0.013895,0.744579,-0.002730,0.011631,115.640194,0.376427,58.543995,57.096199
9.366667,3.645037,-0.121503,-0.013505,0.746411,-0.002759,0.011717,115.893103,0.378753,58.674923,57.218180
9.400000,3.669944,-0.121927,-0.013111,0.748226,-0.002789,0.011804,116.143435,0.381094,58.804590,57.338845
9.433333,3.694912,-0.122343,-0.012715,0.750025,-0.002818,0.011892,116.391180,0.383449,58.932993,57.458187
9.466667,3.719940,-0.122750,-0.012315,0.751808,-0.002848,0.011980,116.636332,0.385820,59.060128,57.576204
9.500000,3.745026,-0.123150,-0.011913,0.753574,-0.002878,0.012068,116.878881,0.388207,59.185992,57.692889
9.533333,3.770172,-0.123541,-0.011508,0.755323,-0.002908,0.012157,117.118821,0.390609,59.310581,57.808240
9.566667,3.795375,-0.123923,-0.011100,0.757055,-0.002938,0.012247,117.356143,0.393026,59.433892,57.922252
9.600000,3.820637,-0.124297,-0.010688,0.758771,-0.002969,0.012337,117.590841,0.395460,59.555922,58.034920
9.633333,3.845955,-0.124662,-0.010274,0.760470,-0.003000,0.012428,117.822908,0.397911,59.676667,58.146241
9.666667,3.871330,-0.125018,-0.009857,0.762153,-0.003030,0.012519,118.052336,0.400378,59.796126,58.256210
9.700000,3.896760,-0.125364,-0.009436,0.763818,-0.003061,0.012611,118.279118,0.402862,59.914294,58.364824
9.733333,3.922247,-0.125702,-0.009013,0.765466,-0.003093,0.012703,118.503248,0.405363,60.031169,58.472079
9.766667,3.947787,-0.126030,-0.008586,0.767098,-0.003124,0.012796,118.724719,0.407882,60.146748,58.577971
9.800000,3.973383,-0.126349,-0.008157,0.768712,-0.003156,0.012890,118.943524,0.410419,60.261029,58.682496
9.833333,3.999031,-0.126659,-0.007724,0.770309,-0.003187,0.012984,119.159659,0.412973,60.374008,58.785651
9.866667,4.024733,-0.126958,-0.007288,0.771889,-0.003219,0.013079,119.373116,0.415546,60.485684,58.887432
9.900000,4.050487,-0.127248,-0.006849,0.773452,-0.003252,0.013175,119.583889,0.418137,60.596054,58.987835
9.933333,4.076294,-0.127528,-0.006407,0.774997,-0.003284,0.013271,119.791974,0.420747,60.705115,59.086858
9.966667,4.102151,-0.127798,-0.005961,0.776525,-0.003316,0.013368,119.997364,0.423376,60.812866,59.184497
10.000000,4.128060,-0.128058,-0.005512,0.778036,-0.003349,0.013465,120.200053,0.426024,60.919304,59.280749
10.033333,4.154018,-0.128307,-0.005060,0.779530,-0.003382,0.013563,120.400038,0.428692,61.024427,59.375610
10.066667,4.180026,-0.128546,-0.004605,0.781006,-0.003415,0.013662,120.597311,0.431380,61.128233,59.469078
10.100000,4.206083,-0.128775,-0.004146,0.782464,-0.003448,0.013761,120.791870,0.434088,61.230721,59.561150
10.133333,4.232189,-0.128992,-0.003684,0.783905,-0.003482,0.013861,120.983709,0.436817,61.331887,59.651822
10.166667,4.258342,-0.129199,-0.003218,0.785328,-0.003516,0.013962,121.172823,0.439566,61.431731,59.741091
10.200000,4.284543,-0.129395,-0.002750,0.786734,-0.003550,0.014063,121.359207,0.442337,61.530251,59.828956
10.233333,4.310790,-0.129580,-0.002278,0.788122,-0.003584,0.014165,121.542859,0.445129,61.627446,59.915413
10.266667,4.337083,-0.129754,-0.001802,0.789492,-0.003618,0.014268,121.723773,0.447942,61.723313,60.000460
10.300000,4.363422,-0.129916,-0.001323,0.790845,-0.003653,0.014372,121.901945,0.450777,61.817852,60.084093
10.333333,4.389806,-0.130067,-0.000840,0.792180,-0.003687,0.014476,122.077373,0.453635,61.911061,60.166312
10.366667,4.416234,-0.130206,-0.000354,0.793497,-0.003722,0.014581,122.250051,0.456515,62.002939,60.247113
10.400000,4.442705,-0.130334,0.000135,0.794796,-0.003757,0.014686,122.419978,0.459418,62.093484,60.326493
10.433333,4.469220,-0.130450,0.000628,0.796078,-0.003793,0.014793,122.587149,0.462344,62.182697,60.404452
10.466667,4.495777,-0.130553,0.001125,0.797341,-0.003828,0.014900,122.751561,0.465293,62.270575,60.480986
10.500000,4.522376,-0.130645,0.001625,0.798587,-0.003864,0.015008,122.913212,0.468266,62.357118,60.556093
10.533333,4.549016,-0.130724,0.002129,0.799814,-0.003900,0.015117,123.072098,0.471264,62.442325,60.629773
10.566667,4.575697,-0.130791,0.002637,0.801024,-0.003936,0.015226,123.228217,0.474285,62.526196,60.702021
10.600000,4.602418,-0.130846,0.003148,0.802215,-0.003972,0.015336,123.381567,0.477332,62.608730,60.772838
10.633333,4.629179,-0.130888,0.003663,0.803389,-0.004009,0.015447,123.532145,0.480403,62.689925,60.842220
10.666667,4.655978,-0.130917,0.004181,0.804544,-0.004046,0.015559,123.679950,0.483500,62.769783,60.910167
10.700000,4.682816,-0.130933,0.004704,0.805682,-0.004083,0.015672,123.824978,0.486623,62.848302,60.976676
10.733333,4.709691,-0.130936,0.005230,0.806801,-0.004120,0.015785,123.967229,0.489771,62.925482,61.041747
10.766667,4.736603,-0.130927,0.005760,0.807902,-0.004158,0.015900,124.106700,0.492946,63.001323,61.105377
10.800000,4.763551,-0.130903,0.006294,0.808985,-0.004195,0.016015,124.243391,0.496148,63.075826,61.167566
10.833333,4.790536,-0.130867,0.006832,0.810050,-0.004233,0.016131,124.377300,0.499376,63.148989,61.228311
10.866667,4.817555,-0.130817,0.007373,0.811096,-0.004271,0.016247,124.508425,0.502632,63.220813,61.287613
10.900000,4.844609,-0.130753,0.007919,0.812125,-0.004310,0.016365,124.636767,0.505916,63.291298,61.345469
10.933333,4.871697,-0.130675,0.008468,0.813135,-0.004348,0.016484,124.762323,0.509227,63.360445,61.401878
10.966667,4.898818,-0.130584,0.009021,0.814127,-0.004387,0.016603,124.885094,0.512567,63.428253,61.456841
11.000000,4.925972,-0.130478,0.009579,0.815101,-0.004426,0.016723,125.005079,0.515936,63.494724,61.510355
11.033333,4.953159,-0.130358,0.010140,0.816056,-0.004465,0.016844,125.122277,0.519334,63.559858,61.562420
11.066667,4.980376,-0.130224,0.010706,0.816993,-0.004505,0.016966,125.236689,0.522761,63.623655,61.613034
11.100000,5.007625,-0.130075,0.011276,0.817912,-0.004545,0.017089,125.348314,0.526218,63.686116,61.662199
11.133333,5.034903,-0.129912,0.011849,0.818812,-0.004585,0.017213,125.457153,0.529706,63.747241,61.709912
11.166667,5.062212,-0.129734,0.012427,0.819695,-0.004625,0.017338,125.563206,0.533223,63.807033,61.756173
11.200000,5.089549,-0.129541,0.013009,0.820559,-0.004665,0.017464,125.666474,0.536772,63.865491,61.800983
11.233333,5.116915,-0.129333,0.013596,0.821404,-0.004706,0.017590,125.766957,0.540352,63.922617,61.844340
11.266667,5.144308,-0.129110,0.014186,0.822231,-0.004747,0.017718,125.864656,0.543964,63.978412,61.886244
11.300000,5.171729,-0.128872,0.014781,0.823040,-0.004788,0.017847,125.959572,0.547607,64.032877,61.926695
11.333333,5.199176,-0.128618,0.015380,0.823831,-0.004829,0.017976,126.051706,0.551283,64.086014,61.965693
11.366667,5.226649,-0.128349,0.015984,0.824603,-0.004871,0.018107,126.141060,0.554992,64.137823,62.003237
11.400000,5.254148,-0.128064,0.016592,0.825357,-0.004913,0.018238,126.227635,0.558734,64.188307,62.039329
11.433333,5.281671,-0.127764,0.017204,0.826092,-0.004955,0.018371,126.311434,0.562510,64.237466,62.073967
11.466667,5.309218,-0.127447,0.017821,0.826810,-0.004997,0.018504,126.392456,0.566319,64.285303,62.107153
11.500000,5.336788,-0.127115,0.018442,0.827509,-0.005040,0.018639,126.470706,0.570163,64.331820,62.138886
11.533333,5.364382,-0.126766,0.019068,0.828189,-0.005082,0.018774,126.546185,0.574041,64.377018,62.169167
11.566667,5.391997,-0.126400,0.019699,0.828851,-0.005125,0.018911,126.618895,0.577955,64.420899,62.197996
11.600000,5.419634,-0.126019,0.020334,0.829495,-0.005169,0.019049,126.688839,0.581904,64.463465,62.225373
11.633333,5.447292,-0.125621,0.020973,0.830121,-0.005212,0.019187,126.756020,0.585889,64.504719,62.251300
11.666667,5.474971,-0.125206,0.021617,0.830728,-0.005256,0.019327,126.820440,0.589910,64.544662,62.275777
11.700000,5.502669,-0.124774,0.022266,0.831317,-0.005300,0.019468,126.882102,0.593968,64.583298,62.298805
11.733333,5.530386,-0.124325,0.022920,0.831888,-0.005344,0.019610,126.941010,0.598063,64.620627,62.320384
11.766667,5.558121,-0.123859,0.023578,0.832440,-0.005389,0.019753,126.997168,0.602196,64.656653,62.340515
11.800000,5.585874,-0.123376,0.024242,0.832974,-0.005434,0.019897,127.050578,0.606367,64.691378,62.359199
11.833333,5.613645,-0.122875,0.024910,0.833490,-0.005479,0.020043,127.101244,0.610576,64.724806,62.376439
11.866667,5.641432,-0.122357,0.025583,0.833988,-0.005524,0.020189,127.149171,0.614823,64.756938,62.392233
11.900000,5.669235,-0.121821,0.026261,0.834467,-0.005569,0.020337,127.194362,0.619110,64.787778,62.406584
11.933333,5.697054,-0.121267,0.026943,0.834928,-0.005615,0.020485,127.236822,0.623437,64.817328,62.419494
11.966667,5.724887,-0.120695,0.027631,0.835371,-0.005661,0.020635,127.276554,0.627804,64.845592,62.430963
12.000000,5.752734,-0.120106,0.028324,0.835796,-0.005708,0.020786,127.313564,0.632211,64.872572,62.440992
12.033333,5.780595,-0.119498,0.029022,0.836203,-0.005754,0.020938,127.347857,0.636659,64.898272,62.449585
12.066667,5.808468,-0.118871,0.029725,0.836591,-0.005801,0.021092,127.379436,0.641148,64.922696,62.456741
12.100000,5.836354,-0.118227,0.030433,0.836962,-0.005848,0.021246,127.408308,0.645679,64.945845,62.462463
12.133333,5.864252,-0.117563,0.031147,0.837314,-0.005896,0.021402,127.434478,0.650253,64.967725,62.466752
12.166667,5.892160,-0.116881,0.031865,0.837648,-0.005943,0.021559,127.457950,0.654869,64.988339,62.469611
12.200000,5.920079,-0.116180,0.032589,0.837965,-0.005991,0.021717,127.478731,0.659528,65.007689,62.471042
12.233333,5.948007,-0.115460,0.033319,0.838263,-0.006039,0.021877,127.496826,0.664231,65.025781,62.471045
12.266667,5.975945,-0.114721,0.034053,0.838543,-0.006088,0.022038,127.512241,0.668978,65.042617,62.469625
12.300000,6.003892,-0.113962,0.034793,0.838805,-0.006136,0.022200,127.524983,0.673769,65.058202,62.466782
12.333333,6.031846,-0.113184,0.035539,0.839050,-0.006185,0.022363,127.535057,0.678605,65.072539,62.462518
12.366667,6.059807,-0.112387,0.036289,0.839276,-0.006235,0.022527,127.542471,0.683487,65.085633,62.456838
12.400000,6.087776,-0.111570,0.037046,0.839485,-0.006284,0.022693,127.547230,0.688414,65.097489,62.449742
12.433333,6.115750,-0.110733,0.037808,0.839676,-0.006334,0.022860,127.549342,0.693388,65.108109,62.441233
12.466667,6.143730,-0.109876,0.038576,0.839849,-0.006384,0.023029,127.548813,0.698408,65.117499,62.431314
12.500000,6.171714,-0.108999,0.039349,0.840004,-0.006434,0.023199,127.545651,0.703476,65.125663,62.419988
12.533333,6.199703,-0.108101,0.040128,0.840142,-0.006485,0.023370,127.539863,0.708591,65.132606,62.407257
12.566667,6.227696,-0.107183,0.040913,0.840261,-0.006536,0.023542,127.531457,0.713754,65.138332,62.393125
12.600000,6.255691,-0.106245,0.041703,0.840364,-0.006587,0.023716,127.520439,0.718966,65.142846,62.377593
12.633333,6.283689,-0.105286,0.042500,0.840448,-0.006638,0.023892,127.506819,0.724227,65.146153,62.360666
12.666667,6.311689,-0.104307,0.043302,0.840515,-0.006690,0.024068,127.490603,0.729537,65.148257,62.342346
12.700000,6.339690,-0.103306,0.044110,0.840565,-0.006742,0.024246,127.471801,0.734897,65.149164,62.322637
12.733333,6.367692,-0.102285,0.044924,0.840597,-0.006794,0.024426,127.450421,0.740308,65.148879,62.301541
12.766667,6.395694,-0.101242,0.045744,0.840612,-0.006847,0.024607,127.426470,0.745770,65.147407,62.279063
12.800000,6.423695,-0.100178,0.046571,0.840609,-0.006899,0.024789,127.399958,0.751283,65.144753,62.255205
12.833333,6.451695,-0.099093,0.047403,0.840589,-0.006953,0.024973,127.370894,0.756847,65.140923,62.229971
12.866667,6.479693,-0.097986,0.048242,0.840551,-0.007006,0.025158,127.339287,0.762465,65.135922,62.203366
12.900000,6.507689,-0.096857,0.049087,0.840497,-0.007060,0.025344,127.305146,0.768135,65.129755,62.175391
12.933333,6.535682,-0.095706,0.049938,0.840425,-0.007114,0.025533,127.268480,0.773858,65.122428,62.146052
12.966667,6.563671,-0.094534,0.050795,0.840336,-0.007168,0.025722,127.229299,0.779635,65.113947,62.115352
13.000000,6.591656,-0.093339,0.051659,0.840230,-0.007222,0.025913,127.187614,0.785466,65.104318,62.083296
13.033333,6.619636,-0.092122,0.052529,0.840107,-0.007277,0.026106,127.143432,0.791352,65.093546,62.049886
13.066667,6.647611,-0.090883,0.053406,0.839967,-0.007332,0.026300,127.096766,0.797293,65.081638,62.015128
13.100000,6.675580,-0.089621,0.054289,0.839810,-0.007387,0.026496,127.047625,0.803289,65.068599,61.979026
13.133333,6.703542,-0.088337,0.055179,0.839636,-0.007443,0.026693,126.996020,0.809342,65.054436,61.941583
13.166667,6.731498,-0.087029,0.056075,0.839446,-0.007499,0.026892,126.941961,0.815451,65.039155,61.902805
13.200000,6.759445,-0.085699,0.056978,0.839239,-0.007555,0.027092,126.885459,0.821617,65.022763,61.862696
13.233333,6.787385,-0.084346,0.057888,0.839014,-0.007612,0.027294,126.826525,0.827841,65.005265,61.821260
13.266667,6.815315,-0.082970,0.058805,0.838774,-0.007669,0.027498,126.765170,0.834123,64.986667,61.778503
13.300000,6.843236,-0.081570,0.059728,0.838517,-0.007726,0.027703,126.701407,0.840463,64.966978,61.734428
13.333333,6.871147,-0.080147,0.060658,0.838243,-0.007783,0.027910,126.635245,0.846862,64.946203,61.689042
13.366667,6.899047,-0.078700,0.061596,0.837953,-0.007841,0.028118,126.566698,0.853320,64.924350,61.642348
13.400000,6.926937,-0.077230,0.062540,0.837646,-0.007899,0.028328,126.495776,0.859839,64.901424,61.594352
13.433333,6.954814,-0.075735,0.063491,0.837324,-0.007957,0.028540,126.422492,0.866417,64.877433,61.545059
13.466667,6.982679,-0.074217,0.064450,0.836985,-0.008016,0.028753,126.346859,0.873056,64.852384,61.494475
13.500000,7.010531,-0.072675,0.065415,0.836629,-0.008074,0.028968,126.268888,0.879757,64.826284,61.442604
13.533333,7.038370,-0.071108,0.066388,0.836258,-0.008134,0.029185,126.188592,0.886519,64.799140,61.389452
13.566667,7.066195,-0.069518,0.067368,0.835871,-0.008193,0.029403,126.105985,0.893343,64.770960,61.335025
13.600000,7.094005,-0.067902,0.068356,0.835468,-0.008253,0.029624,126.021078,0.900230,64.741750,61.279328
13.633333,7.121800,-0.066262,0.069350,0.835049,-0.008313,0.029845,125.933886,0.907179,64.711518,61.222367
13.666667,7.149579,-0.064597,0.070353,0.834614,-0.008373,0.030069,125.844421,0.914192,64.680273,61.164148
13.700000,7.177342,-0.062908,0.071363,0.834163,-0.008434,0.030294,125.752697,0.921269,64.648020,61.104677
13.733333,7.205089,-0.061193,0.072380,0.833697,-0.008495,0.030521,125.658728,0.928410,64.614769,61.043960
13.766667,7.232817,-0.059453,0.073405,0.833215,-0.008556,0.030750,125.562528,0.935616,64.580526,60.982002
13.800000,7.260528,-0.057688,0.074438,0.832718,-0.008617,0.030981,125.464110,0.942887,64.545300,60.918810
13.833333,7.288221,-0.055897,0.075478,0.832206,-0.008679,0.031213,125.363490,0.950224,64.509098,60.854391
13.866667,7.315894,-0.054081,0.076526,0.831678,-0.008741,0.031447,125.260680,0.957626,64.471929,60.788751
13.900000,7.343548,-0.052239,0.077582,0.831135,-0.008803,0.031683,125.155697,0.965095,64.433800,60.721896
13.933333,7.371182,-0.050372,0.078647,0.830576,-0.008866,0.031921,125.048554,0.972631,64.394720,60.653834
13.966667,7.398795,-0.048478,0.079719,0.830003,-0.008929,0.032161,124.939267,0.980233,64.354697,60.584570
14.000000,7.426387,-0.046559,0.080799,0.829415,-0.008992,0.032402,124.827851,0.987903,64.313740,60.514111
14.033333,7.453957,-0.044613,0.081887,0.828812,-0.009056,0.032646,124.714321,0.995641,64.271856,60.442466
14.066667,7.481505,-0.042641,0.082983,0.828194,-0.009120,0.032891,124.598693,1.003448,64.229054,60.369639
14.100000,7.509030,-0.040642,0.084088,0.827561,-0.009184,0.033138,124.480982,1.011323,64.185343,60.295640
14.133333,7.536532,-0.038617,0.085201,0.826914,-0.009248,0.033387,124.361205,1.019267,64.140731,60.220474
14.166667,7.564010,-0.036565,0.086322,0.826252,-0.009313,0.033638,124.239377,1.027280,64.095227,60.144150
