t,x,y,psi,u,v,r,jerk_x,jerk_y,tau_u,tau_r,T1,T2
6.733333,1.910294,-0.072236,-0.035044,0.558341,-0.001727,0.006503,-0.007084,0.002293,22.474504,0.068364,5.677561,5.559691
6.766667,1.928939,-0.072946,-0.034827,0.561164,-0.001759,0.006569,-0.007217,0.002309,22.573076,0.068937,5.702698,5.583840
6.800000,1.947678,-0.073656,-0.034606,0.563979,-0.001792,0.006636,-0.007349,0.002325,22.671250,0.069512,5.727737,5.607888
6.833333,1.966511,-0.074366,-0.034384,0.566785,-0.001825,0.006703,-0.007480,0.002341,22.769023,0.070089,5.752678,5.631834
6.866667,1.985437,-0.075077,-0.034160,0.569583,-0.001858,0.006770,-0.007610,0.002357,22.866390,0.070669,5.777519,5.655676
6.900000,2.004457,-0.075787,-0.033933,0.572373,-0.001891,0.006837,-0.007739,0.002373,22.963345,0.071250,5.802259,5.679414
6.933333,2.023569,-0.076497,-0.033704,0.575153,-0.001924,0.006904,-0.007867,0.002389,23.059885,0.071833,5.826897,5.703046
6.966667,2.042774,-0.077207,-0.033473,0.577925,-0.001958,0.006971,-0.007995,0.002405,23.156005,0.072419,5.851432,5.726571
7.000000,2.062072,-0.077917,-0.033239,0.580688,-0.001992,0.007038,-0.008121,0.002421,23.251701,0.073007,5.875862,5.749988
7.033333,2.081461,-0.078626,-0.033003,0.583442,-0.002025,0.007106,-0.008246,0.002436,23.346967,0.073598,5.900188,5.773296
7.066667,2.100942,-0.079335,-0.032765,0.586187,-0.002060,0.007173,-0.008371,0.002452,23.441800,0.074190,5.924407,5.796493
7.100000,2.120514,-0.080044,-0.032525,0.588922,-0.002094,0.007241,-0.008495,0.002467,23.536194,0.074786,5.948519,5.819578
7.133333,2.140178,-0.080752,-0.032283,0.591648,-0.002129,0.007309,-0.008618,0.002482,23.630147,0.075383,5.972523,5.842551
7.166667,2.159932,-0.081459,-0.032038,0.594364,-0.002163,0.007376,-0.008739,0.002497,23.723654,0.075984,5.996417,5.865410
7.200000,2.179777,-0.082165,-0.031791,0.597071,-0.002199,0.007444,-0.008860,0.002512,23.816709,0.076587,6.020200,5.888154
7.233333,2.199712,-0.082870,-0.031542,0.599767,-0.002234,0.007512,-0.008980,0.002527,23.909310,0.077192,6.043872,5.910782
7.266667,2.219737,-0.083575,-0.031290,0.602454,-0.002269,0.007581,-0.009100,0.002542,24.001451,0.077801,6.067432,5.933293
7.300000,2.239851,-0.084278,-0.031036,0.605130,-0.002305,0.007649,-0.009218,0.002557,24.093129,0.078412,6.090879,5.955686
7.333333,2.260055,-0.084980,-0.030780,0.607796,-0.002341,0.007718,-0.009335,0.002572,24.184340,0.079025,6.114210,5.977960
7.366667,2.280347,-0.085681,-0.030522,0.610451,-0.002377,0.007787,-0.009451,0.002586,24.275079,0.079642,6.137427,6.000113
7.400000,2.300728,-0.086381,-0.030261,0.613096,-0.002413,0.007855,-0.009567,0.002601,24.365343,0.080262,6.160527,6.022145
7.433333,2.321196,-0.087079,-0.029998,0.615731,-0.002450,0.007925,-0.009681,0.002615,24.455127,0.080884,6.183510,6.044054
7.466667,2.341753,-0.087775,-0.029733,0.618354,-0.002487,0.007994,-0.009795,0.002629,24.544428,0.081510,6.206374,6.065840
7.500000,2.362397,-0.088470,-0.029465,0.620967,-0.002524,0.008063,-0.009908,0.002643,24.633242,0.082139,6.229120,6.087501
7.533333,2.383128,-0.089163,-0.029195,0.623568,-0.002561,0.008133,-0.010020,0.002657,24.721564,0.082770,6.251745,6.109037
7.566667,2.403945,-0.089854,-0.028923,0.626158,-0.002599,0.008203,-0.010130,0.002671,24.809391,0.083405,6.274249,6.130447
7.600000,2.424849,-0.090543,-0.028648,0.628737,-0.002636,0.008273,-0.010240,0.002685,24.896719,0.084044,6.296631,6.151729
7.633333,2.445839,-0.091230,-0.028371,0.631305,-0.002674,0.008344,-0.010350,0.002699,24.983545,0.084685,6.318891,6.172882
7.666667,2.466914,-0.091915,-0.028092,0.633860,-0.002713,0.008414,-0.010458,0.002713,25.069864,0.085330,6.341026,6.193906
7.700000,2.488074,-0.092598,-0.027810,0.636405,-0.002751,0.008485,-0.010565,0.002726,25.155674,0.085978,6.363037,6.214800
7.733333,2.509319,-0.093278,-0.027526,0.638937,-0.002790,0.008556,-0.010671,0.002740,25.240969,0.086629,6.384923,6.235562
7.766667,2.530648,-0.093956,-0.027240,0.641458,-0.002829,0.008628,-0.010777,0.002753,25.325747,0.087284,6.406682,6.256192
7.800000,2.552062,-0.094631,-0.026951,0.643966,-0.002868,0.008699,-0.010881,0.002766,25.410005,0.087943,6.428314,6.276688
7.833333,2.573559,-0.095304,-0.026660,0.646462,-0.002907,0.008771,-0.010985,0.002779,25.493738,0.088605,6.449818,6.297051
7.866667,2.595139,-0.095974,-0.026366,0.648947,-0.002947,0.008843,-0.011087,0.002792,25.576943,0.089271,6.471193,6.317278
7.900000,2.616801,-0.096641,-0.026070,0.651418,-0.002987,0.008916,-0.011189,0.002805,25.659617,0.089940,6.492439,6.337370
7.933333,2.638546,-0.097305,-0.025772,0.653878,-0.003027,0.008988,-0.011290,0.002818,25.741756,0.090613,6.513554,6.357324
7.966667,2.660373,-0.097966,-0.025471,0.656324,-0.003068,0.009061,-0.011390,0.002831,25.823357,0.091290,6.534537,6.377141
8.000000,2.682282,-0.098624,-0.025168,0.658758,-0.003108,0.009135,-0.011489,0.002844,25.904416,0.091971,6.555389,6.396819
8.033333,2.704271,-0.099278,-0.024862,0.661179,-0.003149,0.009208,-0.011587,0.002856,25.984931,0.092655,6.576108,6.416357
8.066667,2.726341,-0.099929,-0.024554,0.663587,-0.003190,0.009282,-0.011684,0.002869,26.064898,0.093344,6.596693,6.435755
8.100000,2.748492,-0.100577,-0.024243,0.665983,-0.003232,0.009357,-0.011780,0.002881,26.144313,0.094037,6.617144,6.455012
8.133333,2.770722,-0.101221,-0.023930,0.668365,-0.003273,0.009431,-0.011876,0.002893,26.223174,0.094733,6.637460,6.474127
8.166667,2.793031,-0.101861,-0.023615,0.670733,-0.003315,0.009506,-0.011970,0.002905,26.301478,0.095434,6.657640,6.493099
8.200000,2.815420,-0.102498,-0.023297,0.673089,-0.003358,0.009581,-0.012064,0.002917,26.379220,0.096139,6.677683,6.511927
8.233333,2.837886,-0.103130,-0.022976,0.675431,-0.003400,0.009657,-0.012156,0.002929,26.456400,0.096848,6.697589,6.530610
8.266667,2.860431,-0.103759,-0.022653,0.677759,-0.003443,0.009733,-0.012248,0.002941,26.533012,0.097561,6.717357,6.549149
8.300000,2.883053,-0.104383,-0.022327,0.680074,-0.003486,0.009809,-0.012339,0.002953,26.609054,0.098279,6.736987,6.567541
8.333333,2.905753,-0.105003,-0.021999,0.682375,-0.003529,0.009886,-0.012428,0.002964,26.684524,0.099001,6.756476,6.585786
8.366667,2.928529,-0.105619,-0.021668,0.684663,-0.003573,0.009963,-0.012517,0.002976,26.759419,0.099727,6.775826,6.603883
8.400000,2.951381,-0.106230,-0.021335,0.686936,-0.003617,0.010040,-0.012605,0.002987,26.833735,0.100458,6.795035,6.621832
8.433333,2.974309,-0.106837,-0.020999,0.689195,-0.003661,0.010118,-0.012692,0.002999,26.907469,0.101193,6.814103,6.639632
8.466667,2.997312,-0.107439,-0.020660,0.691440,-0.003705,0.010196,-0.012779,0.003010,26.980620,0.101933,6.833029,6.657281
8.500000,3.020390,-0.108036,-0.020319,0.693671,-0.003750,0.010275,-0.012864,0.003021,27.053183,0.102678,6.851811,6.674780
8.533333,3.043542,-0.108629,-0.019975,0.695888,-0.003795,0.010354,-0.012948,0.003032,27.125157,0.103427,6.870451,6.692128
8.566667,3.066768,-0.109216,-0.019629,0.698090,-0.003840,0.010433,-0.013032,0.003043,27.196539,0.104182,6.888947,6.709323
8.600000,3.090067,-0.109798,-0.019280,0.700278,-0.003886,0.010513,-0.013114,0.003054,27.267326,0.104941,6.907298,6.726366
8.633333,3.113439,-0.110375,-0.018928,0.702451,-0.003931,0.010593,-0.013196,0.003065,27.337516,0.105704,6.925503,6.743254
8.666667,3.136884,-0.110946,-0.018573,0.704609,-0.003978,0.010674,-0.013277,0.003075,27.407105,0.106473,6.943564,6.759989
8.700000,3.160400,-0.111512,-0.018216,0.706753,-0.004024,0.010755,-0.013356,0.003086,27.476092,0.107247,6.961477,6.776569
8.733333,3.183988,-0.112073,-0.017856,0.708882,-0.004071,0.010837,-0.013435,0.003096,27.544474,0.108026,6.979244,6.792993
8.766667,3.207646,-0.112627,-0.017494,0.710996,-0.004118,0.010919,-0.013513,0.003107,27.612249,0.108810,6.996863,6.809261
8.800000,3.231375,-0.113176,-0.017128,0.713094,-0.004165,0.011001,-0.013590,0.003117,27.679413,0.109599,7.014335,6.825372
8.833333,3.255174,-0.113719,-0.016760,0.715178,-0.004212,0.011084,-0.013666,0.003127,27.745965,0.110393,7.031658,6.841325
8.866667,3.279042,-0.114256,-0.016389,0.717247,-0.004260,0.011167,-0.013741,0.003137,27.811903,0.111192,7.048831,6.857120
8.900000,3.302979,-0.114787,-0.016016,0.719300,-0.004308,0.011251,-0.013816,0.003147,27.877224,0.111997,7.065855,6.872757
8.933333,3.326984,-0.115311,-0.015639,0.721338,-0.004357,0.011336,-0.013889,0.003157,27.941926,0.112808,7.082729,6.888234
8.966667,3.351058,-0.115829,-0.015260,0.723360,-0.004406,0.011420,-0.013962,0.003167,28.006007,0.113623,7.099453,6.903550
9.000000,3.375198,-0.116341,-0.014878,0.725367,-0.004455,0.011506,-0.014033,0.003176,28.069464,0.114445,7.116025,6.918707
9.033333,3.399406,-0.116846,-0.014493,0.727359,-0.004504,0.011591,-0.014104,0.003186,28.132295,0.115272,7.132446,6.933702
9.066667,3.423679,-0.117344,-0.014105,0.729335,-0.004554,0.011678,-0.014173,0.003195,28.194499,0.116104,7.148714,6.948535
9.100000,3.448019,-0.117835,-0.013715,0.731295,-0.004604,0.011765,-0.014242,0.003205,28.256073,0.116942,7.164830,6.963206
9.133333,3.472423,-0.118319,-0.013321,0.733239,-0.004654,0.011852,-0.014310,0.003214,28.317015,0.117786,7.180794,6.977714
9.166667,3.496892,-0.118796,-0.012924,0.735167,-0.004704,0.011940,-0.014377,0.003223,28.377324,0.118636,7.196603,6.992058
9.200000,3.521426,-0.119266,-0.012525,0.737079,-0.004755,0.012028,-0.014443,0.003232,28.436997,0.119492,7.212259,7.006239
9.233333,3.546023,-0.119729,-0.012123,0.738976,-0.004807,0.012117,-0.014508,0.003241,28.496032,0.120353,7.227761,7.020255
9.266667,3.570683,-0.120184,-0.011717,0.740856,-0.004858,0.012207,-0.014573,0.003250,28.554428,0.121221,7.243108,7.034106
9.300000,3.595406,-0.120631,-0.011309,0.742720,-0.004910,0.012297,-0.014636,0.003258,28.612182,0.122095,7.258300,7.047791
9.333333,3.620191,-0.121071,-0.010897,0.744568,-0.004962,0.012387,-0.014698,0.003267,28.669294,0.122975,7.273336,7.061311
9.366667,3.645037,-0.121503,-0.010483,0.746399,-0.005015,0.012479,-0.014760,0.003276,28.725761,0.123861,7.288217,7.074664
9.400000,3.669944,-0.121927,-0.010065,0.748214,-0.005068,0.012570,-0.014820,0.003284,28.781582,0.124753,7.302941,7.087849
9.433333,3.694912,-0.122343,-0.009645,0.750013,-0.005121,0.012663,-0.014880,0.003292,28.836754,0.125652,7.317509,7.100868
9.466667,3.719940,-0.122750,-0.009221,0.751795,-0.005174,0.012756,-0.014939,0.003301,28.891277,0.126557,7.331920,7.113718
9.500000,3.745026,-0.123150,-0.008795,0.753561,-0.005228,0.012849,-0.014997,0.003309,28.945148,0.127469,7.346174,7.126400
9.533333,3.770172,-0.123541,-0.008365,0.755310,-0.005282,0.012943,-0.015053,0.003317,28.998367,0.128387,7.360270,7.138913
9.566667,3.795375,-0.123923,-0.007932,0.757042,-0.005337,0.013038,-0.015109,0.003325,29.050931,0.129312,7.374208,7.151257
9.600000,3.820637,-0.124297,-0.007495,0.758758,-0.005392,0.013134,-0.015164,0.003333,29.102839,0.130243,7.387989,7.163431
9.633333,3.845955,-0.124662,-0.007056,0.760457,-0.005447,0.013230,-0.015219,0.003340,29.154091,0.131182,7.401610,7.175435
9.666667,3.871330,-0.125018,-0.006613,0.762139,-0.005502,0.013326,-0.015272,0.003348,29.204683,0.132127,7.415073,7.187269
9.700000,3.896760,-0.125364,-0.006168,0.763804,-0.005558,0.013424,-0.015324,0.003356,29.254616,0.133079,7.428377,7.198931
9.733333,3.922247,-0.125702,-0.005719,0.765452,-0.005614,0.013522,-0.015376,0.003363,29.303887,0.134038,7.441521,7.210422
9.766667,3.947787,-0.126030,-0.005266,0.767083,-0.005671,0.013620,-0.015426,0.003370,29.352496,0.135004,7.454506,7.221742
9.800000,3.973383,-0.126349,-0.004811,0.768697,-0.005728,0.013719,-0.015476,0.003378,29.400442,0.135977,7.467332,7.232889
9.833333,3.999031,-0.126659,-0.004352,0.770294,-0.005785,0.013819,-0.015524,0.003385,29.447722,0.136957,7.479997,7.243864
9.866667,4.024733,-0.126958,-0.003889,0.771874,-0.005843,0.013920,-0.015572,0.003392,29.494336,0.137944,7.492502,7.254667
9.900000,4.050487,-0.127248,-0.003424,0.773436,-0.005901,0.014021,-0.015619,0.003399,29.540283,0.138939,7.504846,7.265296
9.933333,4.076294,-0.127528,-0.002955,0.774981,-0.005959,0.014123,-0.015665,0.003405,29.585562,0.139941,7.517030,7.275752
9.966667,4.102151,-0.127798,-0.002482,0.776509,-0.006018,0.014226,-0.015710,0.003412,29.630172,0.140951,7.529052,7.286034
10.000000,4.128060,-0.128058,-0.002006,0.778020,-0.006077,0.014329,-0.015754,0.003419,29.674111,0.141968,7.540914,7.296142
10.033333,4.154018,-0.128307,-0.001527,0.779513,-0.006136,0.014433,-0.015797,0.003425,29.717379,0.142993,7.552614,7.306075
10.066667,4.180026,-0.128546,-0.001044,0.780988,-0.006196,0.014538,-0.015839,0.003432,29.759975,0.144025,7.564154,7.315834
10.100000,4.206083,-0.128775,-0.000558,0.782447,-0.006256,0.014644,-0.015881,0.003438,29.801898,0.145066,7.575531,7.325418
10.133333,4.232189,-0.128992,-0.000068,0.783887,-0.006317,0.014750,-0.015921,0.003444,29.843148,0.146114,7.586747,7.334827
10.166667,4.258342,-0.129199,0.000426,0.785310,-0.006378,0.014857,-0.015961,0.003450,29.883722,0.147170,7.597801,7.344060
10.200000,4.284543,-0.129395,0.000923,0.786716,-0.006439,0.014965,-0.015999,0.003456,29.923622,0.148234,7.608693,7.353118
10.233333,4.310790,-0.129580,0.001423,0.788103,-0.006500,0.015074,-0.016037,0.003462,29.962845,0.149306,7.619423,7.362000
10.266667,4.337083,-0.129754,0.001928,0.789473,-0.006563,0.015183,-0.016074,0.003468,30.001392,0.150386,7.629991,7.370705
10.300000,4.363422,-0.129916,0.002436,0.790826,-0.006625,0.015293,-0.016110,0.003474,30.039261,0.151474,7.640397,7.379234
10.333333,4.389806,-0.130067,0.002947,0.792160,-0.006688,0.015404,-0.016145,0.003480,30.076453,0.152571,7.650640,7.387586
10.366667,4.416234,-0.130206,0.003463,0.793477,-0.006751,0.015516,-0.016179,0.003485,30.112966,0.153676,7.660721,7.395762
10.400000,4.442705,-0.130334,0.003982,0.794776,-0.006814,0.015628,-0.016212,0.003491,30.148800,0.154790,7.670639,7.403760
10.433333,4.469220,-0.130450,0.004504,0.796057,-0.006878,0.015741,-0.016244,0.003496,30.183954,0.155912,7.680395,7.411582
10.466667,4.495777,-0.130553,0.005031,0.797320,-0.006943,0.015856,-0.016275,0.003501,30.218429,0.157043,7.689989,7.419226
10.500000,4.522376,-0.130645,0.005562,0.798565,-0.007007,0.015971,-0.016306,0.003506,30.252223,0.158182,7.699420,7.426692
10.533333,4.549016,-0.130724,0.006096,0.799792,-0.007072,0.016086,-0.016335,0.003511,30.285337,0.159330,7.708688,7.433981
10.566667,4.575697,-0.130791,0.006634,0.801002,-0.007138,0.016203,-0.016364,0.003516,30.317770,0.160488,7.717794,7.441091
10.600000,4.602418,-0.130846,0.007176,0.802193,-0.007204,0.016321,-0.016391,0.003521,30.349522,0.161654,7.726737,7.448024
10.633333,4.629179,-0.130888,0.007722,0.803366,-0.007270,0.016439,-0.016418,0.003526,30.380592,0.162829,7.735518,7.454779
10.666667,4.655978,-0.130917,0.008272,0.804521,-0.007337,0.016558,-0.016444,0.003530,30.410981,0.164013,7.744136,7.461355
10.700000,4.682816,-0.130933,0.008826,0.805658,-0.007404,0.016678,-0.016469,0.003535,30.440688,0.165206,7.752591,7.467753
10.733333,4.709691,-0.130936,0.009384,0.806777,-0.007471,0.016799,-0.016493,0.003539,30.469714,0.166409,7.760885,7.473972
10.766667,4.736603,-0.130927,0.009946,0.807878,-0.007539,0.016921,-0.016516,0.003544,30.498057,0.167621,7.769015,7.480013
10.800000,4.763551,-0.130903,0.010512,0.808960,-0.007608,0.017044,-0.016538,0.003548,30.525719,0.168843,7.776984,7.485875
10.833333,4.790536,-0.130867,0.011082,0.810025,-0.007676,0.017168,-0.016559,0.003552,30.552698,0.170074,7.784790,7.491559
10.866667,4.817555,-0.130817,0.011656,0.811071,-0.007746,0.017293,-0.016579,0.003556,30.578996,0.171315,7.792434,7.497064
10.900000,4.844609,-0.130753,0.012235,0.812099,-0.007815,0.017418,-0.016599,0.003560,30.604612,0.172566,7.799916,7.502390
10.933333,4.871697,-0.130675,0.012818,0.813108,-0.007885,0.017545,-0.016617,0.003564,30.629546,0.173826,7.807236,7.507537
10.966667,4.898818,-0.130584,0.013405,0.814100,-0.007955,0.017672,-0.016635,0.003568,30.653799,0.175096,7.814395,7.512505
11.000000,4.925972,-0.130478,0.013996,0.815073,-0.008026,0.017801,-0.016652,0.003571,30.677371,0.176377,7.821391,7.517294
11.033333,4.953159,-0.130358,0.014591,0.816028,-0.008098,0.017930,-0.016667,0.003575,30.700261,0.177667,7.828226,7.521904
11.066667,4.980376,-0.130224,0.015191,0.816965,-0.008169,0.018061,-0.016682,0.003578,30.722472,0.178967,7.834900,7.526336
11.100000,5.007625,-0.130075,0.015795,0.817883,-0.008241,0.018192,-0.016696,0.003581,30.744001,0.180278,7.841413,7.530588
11.133333,5.034903,-0.129912,0.016404,0.818783,-0.008314,0.018324,-0.016709,0.003585,30.764851,0.181599,7.847764,7.534661
11.166667,5.062212,-0.129734,0.017017,0.819665,-0.008387,0.018458,-0.016721,0.003588,30.785021,0.182931,7.853955,7.538556
11.200000,5.089549,-0.129541,0.017634,0.820528,-0.008460,0.018592,-0.016732,0.003591,30.804513,0.184273,7.859984,7.542272
11.233333,5.116915,-0.129333,0.018256,0.821373,-0.008534,0.018728,-0.016742,0.003594,30.823325,0.185626,7.865854,7.545809
11.266667,5.144308,-0.129110,0.018883,0.822200,-0.008608,0.018864,-0.016752,0.003597,30.841460,0.186990,7.871563,7.549167
11.300000,5.171729,-0.128872,0.019514,0.823008,-0.008683,0.019002,-0.016760,0.003599,30.858917,0.188364,7.877112,7.552346
11.333333,5.199176,-0.128618,0.020150,0.823798,-0.008758,0.019141,-0.016768,0.003602,30.875698,0.189750,7.882502,7.555347
11.366667,5.226649,-0.128349,0.020790,0.824570,-0.008834,0.019280,-0.016774,0.003604,30.891802,0.191146,7.887731,7.558170
11.400000,5.254148,-0.128064,0.021435,0.825323,-0.008910,0.019421,-0.016780,0.003607,30.907231,0.192553,7.892802,7.560814
11.433333,5.281671,-0.127764,0.022085,0.826058,-0.008986,0.019563,-0.016785,0.003609,30.921985,0.193972,7.897714,7.563279
11.466667,5.309218,-0.127447,0.022739,0.826775,-0.009063,0.019706,-0.016789,0.003611,30.936066,0.195402,7.902466,7.565566
11.500000,5.336788,-0.127115,0.023399,0.827473,-0.009141,0.019850,-0.016791,0.003613,30.949473,0.196843,7.907061,7.567676
11.533333,5.364382,-0.126766,0.024063,0.828153,-0.009219,0.019995,-0.016793,0.003615,30.962208,0.198296,7.911497,7.569607
11.566667,5.391997,-0.126400,0.024732,0.828815,-0.009297,0.020141,-0.016795,0.003617,30.974272,0.199761,7.915776,7.571360
11.600000,5.419634,-0.126019,0.025405,0.829458,-0.009376,0.020289,-0.016795,0.003619,30.985666,0.201237,7.919897,7.572936
11.633333,5.447292,-0.125621,0.026084,0.830083,-0.009455,0.020437,-0.016794,0.003621,30.996390,0.202725,7.923861,7.574335
11.666667,5.474971,-0.125206,0.026768,0.830690,-0.009535,0.020587,-0.016792,0.003623,31.006446,0.204225,7.927668,7.575556
11.700000,5.502669,-0.124774,0.027457,0.831278,-0.009615,0.020738,-0.016790,0.003624,31.015835,0.205737,7.931318,7.576599
11.733333,5.530386,-0.124325,0.028150,0.831848,-0.009695,0.020890,-0.016786,0.003625,31.024558,0.207261,7.934813,7.577466
11.766667,5.558121,-0.123859,0.028849,0.832400,-0.009776,0.021044,-0.016782,0.003627,31.032616,0.208797,7.938151,7.578156
11.800000,5.585874,-0.123376,0.029553,0.832933,-0.009858,0.021198,-0.016777,0.003628,31.040010,0.210346,7.941335,7.578670
11.833333,5.613645,-0.122875,0.030263,0.833449,-0.009940,0.021354,-0.016770,0.003629,31.046742,0.211907,7.944363,7.579007
11.866667,5.641432,-0.122357,0.030977,0.833946,-0.010023,0.021511,-0.016763,0.003630,31.052812,0.213480,7.947238,7.579169
11.900000,5.669235,-0.121821,0.031697,0.834424,-0.010106,0.021669,-0.016755,0.003631,31.058223,0.215066,7.949957,7.579154
11.933333,5.697054,-0.121267,0.032422,0.834885,-0.010189,0.021828,-0.016746,0.003632,31.062975,0.216665,7.952524,7.578964
11.966667,5.724887,-0.120695,0.033152,0.835327,-0.010273,0.021989,-0.016736,0.003633,31.067070,0.218276,7.954937,7.578598
12.000000,5.752734,-0.120106,0.033887,0.835751,-0.010357,0.022151,-0.016726,0.003633,31.070510,0.219901,7.957197,7.578058
12.033333,5.780595,-0.119498,0.034629,0.836157,-0.010442,0.022314,-0.016714,0.003634,31.073295,0.221538,7.959305,7.577343
12.066667,5.808468,-0.118871,0.035375,0.836545,-0.010528,0.022479,-0.016701,0.003634,31.075428,0.223189,7.961261,7.576453
12.100000,5.836354,-0.118227,0.036127,0.836915,-0.010614,0.022644,-0.016688,0.003634,31.076910,0.224852,7.963066,7.575389
12.133333,5.864252,-0.117563,0.036885,0.837266,-0.010700,0.022812,-0.016673,0.003635,31.077743,0.226529,7.964720,7.574152
12.166667,5.892160,-0.116881,0.037648,0.837600,-0.010787,0.022980,-0.016658,0.003635,31.077927,0.228220,7.966223,7.572741
12.200000,5.920079,-0.116180,0.038417,0.837915,-0.010874,0.023150,-0.016642,0.003635,31.077466,0.229924,7.967577,7.571156
12.233333,5.948007,-0.115460,0.039191,0.838213,-0.010962,0.023321,-0.016624,0.003635,31.076361,0.231642,7.968781,7.569399
12.266667,5.975945,-0.114721,0.039971,0.838492,-0.011050,0.023493,-0.016606,0.003635,31.074613,0.233373,7.969837,7.567470
12.300000,6.003892,-0.113962,0.040757,0.838754,-0.011139,0.023667,-0.016587,0.003634,31.072224,0.235118,7.970744,7.565368
