t,x,y,psi,u,v,r,tau_u,tau_r,T1,T2,jerk_x,jerk_y
89.566666667,31.447158128,7.562548405,-2.178723584,0.434337129,0.032529696,-0.114349263,9.822773369,-0.517495514,3.916203004,5.906570365,-0.001656603,-0.002259767
89.600000000,31.439752549,7.550056181,-2.182527392,0.434574654,0.032507651,-0.114114242,9.837302539,-0.514907116,3.928445277,5.908857262,-0.001645813,-0.002274439
89.633333333,31.432294285,7.537586015,-2.186323148,0.434822005,0.032484374,-0.113872691,9.852099070,-0.512294369,3.940868056,5.911231014,-0.001634871,-0.002288945
89.666666667,31.424783274,7.525137822,-2.190110637,0.435079183,0.032459867,-0.113624670,9.867162300,-0.509657989,3.953469634,5.913692667,-0.001623775,-0.002303287
89.700000000,31.417219456,7.512711517,-2.193889645,0.435346185,0.032434134,-0.113370242,9.882491549,-0.506998691,3.966248291,5.916243258,-0.001612525,-0.002317464
89.733333333,31.409602772,7.500307015,-2.197659961,0.435623007,0.032407180,-0.113109472,9.898086118,-0.504317195,3.979202298,5.918883820,-0.001601121,-0.002331476
89.766666667,31.401933162,7.487924230,-2.201421375,0.435909645,0.032379008,-0.112842424,9.913945293,-0.501614220,3.992329916,5.921615377,-0.001589564,-0.002345323
89.800000000,31.394210566,7.475563075,-2.205173681,0.436206092,0.032349624,-0.112569168,9.930068342,-0.498890483,4.005629396,5.924438947,-0.001577854,-0.002359004
89.833333333,31.386434927,7.463223463,-2.208916673,0.436512342,0.032319031,-0.112289771,9.946454516,-0.496146705,4.019098979,5.927355537,-0.001565989,-0.002372521
89.866666667,31.378606186,7.450905307,-2.212650150,0.436828387,0.032287235,-0.112004305,9.963103050,-0.493383603,4.032736904,5.930366146,-0.001553971,-0.002385874
89.900000000,31.370724285,7.438608517,-2.216373911,0.437154217,0.032254242,-0.111712841,9.980013163,-0.490601894,4.046541400,5.933471763,-0.001541800,-0.002399061
89.933333333,31.362789167,7.426333006,-2.220087759,0.437489823,0.032220056,-0.111415453,9.997184057,-0.487802295,4.060510692,5.936673364,-0.001529475,-0.002412083
89.966666667,31.354800774,7.414078685,-2.223791500,0.437835192,0.032184684,-0.111112216,10.014614918,-0.484985518,4.074643001,5.939971916,-0.001516996,-0.002424940
90.000000000,31.346759052,7.401845464,-2.227484940,0.438190312,0.032148131,-0.110803206,10.032304917,-0.482152275,4.088936545,5.943368372,-0.001504364,-0.002437632
90.033333333,31.338663943,7.389633252,-2.231167890,0.438555169,0.032110404,-0.110488501,10.050253211,-0.479303275,4.103389539,5.946863673,-0.001491578,-0.002450160
90.066666667,31.330515392,7.377441960,-2.234840163,0.438929750,0.032071509,-0.110168179,10.068458941,-0.476439222,4.118000196,5.950458744,-0.001478639,-0.002462522
90.100000000,31.322313344,7.365271497,-2.238501574,0.439314037,0.032031452,-0.109842319,10.086921231,-0.473560820,4.132766731,5.954154500,-0.001465546,-0.002474720
90.133333333,31.314057745,7.353121770,-2.242151940,0.439708014,0.031990241,-0.109511003,10.105639194,-0.470668765,4.147687356,5.957951838,-0.001452299,-0.002486752
90.166666667,31.305748540,7.340992688,-2.245791084,0.440111663,0.031947883,-0.109174313,10.124611926,-0.467763752,4.162760286,5.961851640,-0.001438899,-0.002498620
90.200000000,31.297385676,7.328884160,-2.249418829,0.440524965,0.031904384,-0.108832332,10.143838510,-0.464846469,4.177983737,5.965854773,-0.001425345,-0.002510322
90.233333333,31.288969101,7.316796091,-2.253035000,0.440947900,0.031859753,-0.108485143,10.163318015,-0.461917601,4.193355928,5.969962087,-0.001411638,-0.002521860
90.266666667,31.280498761,7.304728389,-2.256639428,0.441380447,0.031813996,-0.108132832,10.183049495,-0.458977827,4.208875081,5.974174415,-0.001397777,-0.002533233
90.300000000,31.271974604,7.292680960,-2.260231944,0.441822584,0.031767122,-0.107775484,10.203031994,-0.456027819,4.224539422,5.978492572,-0.001383762,-0.002544440
90.333333333,31.263396579,7.280653711,-2.263812383,0.442274287,0.031719139,-0.107413185,10.223264538,-0.453068245,4.240347182,5.982917356,-0.001369594,-0.002555483
90.366666667,31.254764635,7.268646546,-2.267380584,0.442735532,0.031670054,-0.107046023,10.243746143,-0.450099766,4.256296598,5.987449545,-0.001355272,-0.002566361
90.400000000,31.246078722,7.256659371,-2.270936387,0.443206294,0.031619876,-0.106674085,10.264475813,-0.447123037,4.272385912,5.992089900,-0.001340797,-0.002577074
90.433333333,31.237338789,7.244692091,-2.274479636,0.443686547,0.031568614,-0.106297461,10.285452536,-0.444138705,4.288613374,5.996839162,-0.001326168,-0.002587622
90.466666667,31.228544787,7.232744610,-2.278010177,0.444176263,0.031516277,-0.105916238,10.306675291,-0.441147411,4.304977239,6.001698052,-0.001311385,-0.002598005
90.500000000,31.219696668,7.220816832,-2.281527860,0.444675415,0.031462872,-0.105530508,10.328143042,-0.438149789,4.321475773,6.006667269,-0.001296449,-0.002608223
90.533333333,31.210794382,7.208908660,-2.285032539,0.445183973,0.031408409,-0.105140359,10.349854744,-0.435146464,4.338107248,6.011747495,-0.001281359,-0.002618276
90.566666667,31.201837883,7.197019998,-2.288524069,0.445701907,0.031352898,-0.104745882,10.371809337,-0.432138055,4.354869947,6.016939390,-0.001266116,-0.002628165
90.600000000,31.192827123,7.185150749,-2.292002308,0.446229186,0.031296347,-0.104347169,10.394005751,-0.429125172,4.371762160,6.022243592,-0.001250719,-0.002637888
90.633333333,31.183762056,7.173300815,-2.295467118,0.446765778,0.031238765,-0.103944311,10.416442906,-0.426108417,4.388782189,6.027660717,-0.001235168,-0.002647446
90.666666667,31.174642634,7.161470098,-2.298918364,0.447311650,0.031180163,-0.103537398,10.439119708,-0.423088384,4.405928346,6.033191362,-0.001219464,-0.002656840
90.700000000,31.165468814,7.149658500,-2.302355915,0.447866768,0.031120550,-0.103126524,10.462035054,-0.420065658,4.423198953,6.038836100,-0.001203606,-0.002666068
90.733333333,31.156240550,7.137865922,-2.305779641,0.448431098,0.031059936,-0.102711779,10.485187828,-0.417040816,4.440592345,6.044595483,-0.001187595,-0.002675131
90.766666667,31.146957798,7.126092266,-2.309189416,0.449004604,0.030998330,-0.102293256,10.508576906,-0.414014424,4.458106868,6.050470038,-0.001171430,-0.002684030
90.800000000,31.137620514,7.114337433,-2.312585118,0.449587249,0.030935743,-0.101871047,10.532201152,-0.410987043,4.475740879,6.056460274,-0.001155111,-0.002692764
90.833333333,31.128228655,7.102601322,-2.315966626,0.450178996,0.030872184,-0.101445245,10.556059420,-0.407959220,4.493492748,6.062566672,-0.001138639,-0.002701332
90.866666667,31.118782179,7.090883834,-2.319333824,0.450779807,0.030807665,-0.101015941,10.580150553,-0.404931498,4.511360858,6.068789695,-0.001122013,-0.002709736
90.900000000,31.109281044,7.079184868,-2.322686599,0.451389643,0.030742194,-0.100583229,10.604473385,-0.401904405,4.529343605,6.075129780,-0.001105234,-0.002717975
90.933333333,31.099725208,7.067504325,-2.326024838,0.452008463,0.030675783,-0.100147199,10.629026740,-0.398878465,4.547439398,6.081587342,-0.001088301,-0.002726048
90.966666667,31.090114631,7.055842102,-2.329348437,0.452636227,0.030608443,-0.099707944,10.653809432,-0.395854189,4.565646660,6.088162772,-0.001071214,-0.002733957
91.000000000,31.080449272,7.044198100,-2.332657288,0.453272894,0.030540183,-0.099265556,10.678820265,-0.392832079,4.583963827,6.094856438,-0.001053974,-0.002741701
91.033333333,31.070729093,7.032572217,-2.335951293,0.453918420,0.030471014,-0.098820126,10.704058035,-0.389812628,4.602389349,6.101668686,-0.001036580,-0.002749280
91.066666667,31.060954056,7.020964351,-2.339230351,0.454572764,0.030400948,-0.098371747,10.729521527,-0.386796318,4.620921690,6.108599837,-0.001019033,-0.002756694
91.100000000,31.051124120,7.009374400,-2.342494368,0.455235881,0.030329994,-0.097920508,10.755209518,-0.383783623,4.639559330,6.115650188,-0.001001332,-0.002763943
91.133333333,31.041239250,6.997802262,-2.345743251,0.455907727,0.030258164,-0.097466501,10.781120776,-0.380775006,4.658300761,6.122820015,-0.000983477,-0.002771027
91.166666667,31.031299409,6.986247834,-2.348976912,0.456588255,0.030185468,-0.097009816,10.807254059,-0.377770920,4.677144491,6.130109568,-0.000965469,-0.002777947
91.200000000,31.021304560,6.974711014,-2.352195263,0.457277421,0.030111918,-0.096550543,10.833608118,-0.374771808,4.696089043,6.137519075,-0.000947307,-0.002784701
91.233333333,31.011254669,6.963191698,-2.355398222,0.457975176,0.030037525,-0.096088772,10.860181694,-0.371778105,4.715132953,6.145048742,-0.000928992,-0.002791290
91.266666667,31.001149699,6.951689784,-2.358585709,0.458681474,0.029962299,-0.095624592,10.886973521,-0.368790233,4.734274773,6.152698748,-0.000910523,-0.002797714
91.300000000,30.990989618,6.940205168,-2.361757645,0.459396267,0.029886252,-0.095158092,10.913982322,-0.365808607,4.753513070,6.160469252,-0.000891900,-0.002803974
91.333333333,30.980774392,6.928737745,-2.364913957,0.460119505,0.029809395,-0.094689359,10.941206813,-0.362833630,4.772846426,6.168360388,-0.000873124,-0.002810068
91.366666667,30.970503988,6.917287413,-2.368054573,0.460851139,0.029731739,-0.094218482,10.968645704,-0.359865696,4.792273436,6.176372268,-0.000854194,-0.002815998
91.400000000,30.960178374,6.905854067,-2.371179425,0.461591118,0.029653295,-0.093745547,10.996297694,-0.356905190,4.811792713,6.184504981,-0.000835111,-0.002821762
91.433333333,30.949797519,6.894437603,-2.374288446,0.462339393,0.029574075,-0.093270640,11.024161476,-0.353952485,4.831402883,6.192758593,-0.000815874,-0.002827362
91.466666667,30.939361392,6.883037915,-2.377381574,0.463095910,0.029494089,-0.092793848,11.052235732,-0.351007946,4.851102586,6.201133146,-0.000796484,-0.002832797
91.500000000,30.928869964,6.871654900,-2.380458749,0.463860619,0.029413349,-0.092315255,11.080519140,-0.348071927,4.870890479,6.209628661,-0.000776939,-0.002838066
91.533333333,30.918323205,6.860288451,-2.383519914,0.464633466,0.029331867,-0.091834946,11.109010369,-0.345144775,4.890765232,6.218245137,-0.000757242,-0.002843171
91.566666667,30.907721087,6.848938465,-2.386565014,0.465414398,0.029249653,-0.091353004,11.137708079,-0.342226824,4.910725531,6.226982548,-0.000737390,-0.002848111
91.600000000,30.897063583,6.837604835,-2.389593998,0.466203361,0.029166720,-0.090869512,11.166610924,-0.339318401,4.930770075,6.235840849,-0.000717385,-0.002852886
91.633333333,30.886350664,6.826287456,-2.392606817,0.467000301,0.029083077,-0.090384552,11.195717550,-0.336419822,4.950897579,6.244819971,-0.000697227,-0.002857496
91.666666667,30.875582306,6.814986222,-2.395603423,0.467805162,0.028998737,-0.089898206,11.225026595,-0.333531394,4.971106771,6.253919824,-0.000676915,-0.002861941
91.700000000,30.864758483,6.803701028,-2.398583775,0.468617890,0.028913711,-0.089410554,11.254536691,-0.330653415,4.991396394,6.263140297,-0.000656449,-0.002866221
91.733333333,30.853879169,6.792431766,-2.401547831,0.469438427,0.028828010,-0.088921675,11.284246463,-0.327786173,5.011765206,6.272481257,-0.000635830,-0.002870336
91.766666667,30.842944341,6.781178332,-2.404495553,0.470266718,0.028741645,-0.088431649,11.314154526,-0.324929949,5.032211977,6.281942549,-0.000615057,-0.002874286
91.800000000,30.831953977,6.769940618,-2.407426904,0.471102705,0.028654628,-0.087940554,11.344259490,-0.322085012,5.052735492,6.291523999,-0.000594130,-0.002878071
91.833333333,30.820908053,6.758718519,-2.410341853,0.471946331,0.028566969,-0.087448466,11.374559959,-0.319251624,5.073334548,6.301225411,-0.000573050,-0.002881692
91.866666667,30.809806548,6.747511926,-2.413240369,0.472797537,0.028478681,-0.086955462,11.405054527,-0.316430038,5.094007959,6.311046568,-0.000551816,-0.002885147
91.900000000,30.798649440,6.736320735,-2.416122423,0.473656266,0.028389775,-0.086461617,11.435741784,-0.313620498,5.114754549,6.320987235,-0.000530429,-0.002888437
91.933333333,30.787436711,6.725144837,-2.418987990,0.474522457,0.028300260,-0.085967006,11.466620310,-0.310823239,5.135573157,6.331047154,-0.000508888,-0.002891563
91.966666667,30.776168341,6.713984126,-2.421837046,0.475396052,0.028210150,-0.085471701,11.497688681,-0.308038488,5.156462632,6.341226049,-0.000487193,-0.002894523
92.000000000,30.764844311,6.702838494,-2.424669572,0.476276990,0.028119454,-0.084975776,11.528945465,-0.305266464,5.177421840,6.351523625,-0.000465345,-0.002897319
92.033333333,30.753464603,6.691707834,-2.427485549,0.477165212,0.028028184,-0.084479301,11.560389221,-0.302507377,5.198449656,6.361939566,-0.000443344,-0.002899949
92.066666667,30.742029202,6.680592040,-2.430284960,0.478060656,0.027936351,-0.083982347,11.592018506,-0.299761428,5.219544968,6.372473538,-0.000421188,-0.002902415
92.100000000,30.730538090,6.669491002,-2.433067793,0.478963262,0.027843965,-0.083484984,11.623831865,-0.297028813,5.240706677,6.383125188,-0.000398879,-0.002904716
92.133333333,30.718991253,6.658404615,-2.435834036,0.479872967,0.027751039,-0.082987280,11.655827840,-0.294309717,5.261933695,6.393894144,-0.000376417,-0.002906851
92.166666667,30.707388676,6.647332770,-2.438583679,0.480789710,0.027657583,-0.082489303,11.688004964,-0.291604319,5.283224947,6.404780018,-0.000353801,-0.002908822
92.200000000,30.695730346,6.636275359,-2.441316717,0.481713429,0.027563607,-0.081991120,11.720361766,-0.288912789,5.304579366,6.415782400,-0.000331031,-0.002910628
92.233333333,30.684016250,6.625232276,-2.444033143,0.482644061,0.027469122,-0.081492795,11.752896765,-0.286235291,5.325995899,6.426900865,-0.000308108,-0.002912269
92.266666667,30.672246376,6.614203411,-2.446732956,0.483581543,0.027374140,-0.080994393,11.785608475,-0.283571981,5.347473504,6.438134971,-0.000285031,-0.002913745
92.300000000,30.660420714,6.603188658,-2.449416155,0.484525812,0.027278671,-0.080495979,11.818495404,-0.280923008,5.369011148,6.449484256,-0.000261800,-0.002915056
92.333333333,30.648539253,6.592187907,-2.452082743,0.485476804,0.027182725,-0.079997613,11.851556052,-0.278288513,5.390607808,6.460948243,-0.000238416,-0.002916202
92.366666667,30.636601983,6.581201052,-2.454732721,0.486434455,0.027086314,-0.079499359,11.884788912,-0.275668631,5.412262473,6.472526439,-0.000214878,-0.002917183
92.400000000,30.624608897,6.570227984,-2.457366097,0.487398701,0.026989447,-0.079001275,11.918192474,-0.273063490,5.433974141,6.484218333,-0.000191187,-0.002917999
92.433333333,30.612559987,6.559268595,-2.459982878,0.488369477,0.026892136,-0.078503421,11.951765216,-0.270473210,5.455741819,6.496023397,-0.000167342,-0.002918651
92.466666667,30.600455247,6.548322777,-2.462583073,0.489346718,0.026794390,-0.078005857,11.985505613,-0.267897907,5.477564523,6.507941089,-0.000143344,-0.002919137
92.500000000,30.588294670,6.537390421,-2.465166694,0.490330360,0.026696220,-0.077508638,12.019412132,-0.265337689,5.499441280,6.519970852,-0.000119192,-0.002919458
92.533333333,30.576078251,6.526471421,-2.467733755,0.491320336,0.026597637,-0.077011822,12.053483234,-0.262792656,5.521371124,6.532112110,-0.000094886,-0.002919615
92.566666667,30.563805988,6.515565667,-2.470284270,0.492316581,0.026498650,-0.076515463,12.087717374,-0.260262906,5.543353099,6.544364275,-0.000070427,-0.002919606
92.600000000,30.551477876,6.504673052,-2.472818258,0.493319030,0.026399270,-0.076019616,12.122112997,-0.257748527,5.565386254,6.556726743,-0.000045814,-0.002919433
92.633333333,30.539093913,6.493793467,-2.475335735,0.494327616,0.026299507,-0.075524333,12.156668546,-0.255249604,5.587469651,6.569198895,-0.000021047,-0.002919094
92.666666667,30.526654099,6.482926804,-2.477836724,0.495342272,0.026199371,-0.075029667,12.191382455,-0.252766213,5.609602355,6.581780099,0.000003873,-0.002918591
92.700000000,30.514158433,6.472072956,-2.480321247,0.496362932,0.026098871,-0.074535670,12.226253149,-0.250298429,5.631783442,6.594469707,0.000028946,-0.002917923
92.733333333,30.501606916,6.461231813,-2.482789326,0.497389530,0.025998018,-0.074042390,12.261279051,-0.247846317,5.654011994,6.607267057,0.000054174,-0.002917089
92.766666667,30.488999548,6.450403269,-2.485240989,0.498421997,0.025896821,-0.073549877,12.296458574,-0.245409938,5.676287098,6.620171476,0.000079555,-0.002916091
92.800000000,30.476336333,6.439587215,-2.487676261,0.499460268,0.025795290,-0.073058180,12.331790125,-0.242989350,5.698607850,6.633182274,0.000105089,-0.002914928
92.833333333,30.463617275,6.428783542,-2.490095173,0.500504273,0.025693435,-0.072567344,12.367272104,-0.240584604,5.720973353,6.646298751,0.000130777,-0.002913600
92.866666667,30.450842376,6.417992144,-2.492497754,0.501553947,0.025591266,-0.072077417,12.402902905,-0.238195744,5.743382714,6.659520192,0.000156619,-0.002912107
92.900000000,30.438011643,6.407212911,-2.494884035,0.502609220,0.025488791,-0.071588442,12.438680915,-0.235822814,5.765835047,6.672845868,0.000182614,-0.002910449
92.933333333,30.425125083,6.396445738,-2.497254050,0.503670025,0.025386020,-0.071100465,12.474604514,-0.233465848,5.788329472,6.686275042,0.000208763,-0.002908626
92.966666667,30.412182701,6.385690514,-2.499607835,0.504736294,0.025282963,-0.070613528,12.510672073,-0.231124880,5.810865113,6.699806960,0.000235065,-0.002906638
93.000000000,30.399184507,6.374947134,-2.501945424,0.505807959,0.025179628,-0.070127674,12.546881960,-0.228799937,5.833441102,6.713440859,0.000261521,-0.002904485
93.033333333,30.386130510,6.364215489,-2.504266855,0.506884950,0.025076026,-0.069642942,12.583232534,-0.226491041,5.856056572,6.727175962,0.000288131,-0.002902167
93.066666667,30.373020719,6.353495472,-2.506572168,0.507967199,0.024972164,-0.069159374,12.619722146,-0.224198213,5.878710664,6.741011482,0.000314894,-0.002899685
93.100000000,30.359855147,6.342786975,-2.508861401,0.509054639,0.024868052,-0.068677009,12.656349141,-0.221921465,5.901402522,6.754946619,0.000341811,-0.002897037
93.133333333,30.346633805,6.332089891,-2.511134597,0.510147199,0.024763700,-0.068195884,12.693111858,-0.219660810,5.924131295,6.768980564,0.000368882,-0.002894224
93.166666667,30.333356705,6.321404112,-2.513391799,0.511244810,0.024659114,-0.067716037,12.730008628,-0.217416254,5.946896134,6.783112495,0.000396106,-0.002891247
93.200000000,30.320023864,6.310729533,-2.515633049,0.512347404,0.024554306,-0.067237505,12.767037774,-0.215187800,5.969696195,6.797341579,0.000423483,-0.002888104
93.233333333,30.306635295,6.300066044,-2.517858393,0.513454912,0.024449282,-0.066760322,12.804197613,-0.212975447,5.992530639,6.811666974,0.000451015,-0.002884797
93.266666667,30.293191015,6.289413541,-2.520067877,0.514567263,0.024344052,-0.066284524,12.841486454,-0.210779192,6.015398627,6.826087827,0.000478700,-0.002881324
93.300000000,30.279691041,6.278771915,-2.522261548,0.515684389,0.024238624,-0.065810143,12.878902599,-0.208599026,6.038299326,6.840603273,0.000506538,-0.002877687
93.333333333,30.266135391,6.268141061,-2.524439456,0.516806220,0.024133007,-0.065337213,12.916444343,-0.206434940,6.061231903,6.855212440,0.000534530,-0.002873885
93.366666667,30.252524085,6.257520871,-2.526601648,0.517932686,0.024027208,-0.064865765,12.954109974,-0.204286917,6.084195531,6.869914444,0.000562676,-0.002869918
93.400000000,30.238857143,6.246911240,-2.528748175,0.519063717,0.023921237,-0.064395831,12.991897772,-0.202154942,6.107189382,6.884708391,0.000590975,-0.002865785
93.433333333,30.225134586,6.236312061,-2.530879090,0.520199245,0.023815101,-0.063927439,13.029806010,-0.200038994,6.130212632,6.899593378,0.000619428,-0.002861488
93.466666667,30.211356437,6.225723228,-2.532994444,0.521339198,0.023708808,-0.063460621,13.067832952,-0.197939049,6.153264459,6.914568494,0.000648034,-0.002857026
93.500000000,30.197522719,6.215144635,-2.535094291,0.522483508,0.023602366,-0.062995403,13.105976857,-0.195855082,6.176344041,6.929632816,0.000676794,-0.002852399
93.533333333,30.183633457,6.204576177,-2.537178685,0.523632103,0.023495783,-0.062531813,13.144235974,-0.193787063,6.199450559,6.944785415,0.000705708,-0.002847607
93.566666667,30.169688676,6.194017747,-2.539247681,0.524784914,0.023389067,-0.062069879,13.182608546,-0.191734960,6.222583195,6.960025350,0.000734775,-0.002842650
93.600000000,30.155688403,6.183469241,-2.541301335,0.525941870,0.023282226,-0.061609626,13.221092808,-0.189698741,6.245741133,6.975351674,0.000763996,-0.002837528
93.633333333,30.141632666,6.172930553,-2.543339704,0.527102902,0.023175267,-0.061151078,13.259686986,-0.187678367,6.268923556,6.990763430,0.000793370,-0.002832242
93.666666667,30.127521493,6.162401579,-2.545362846,0.528267940,0.023068198,-0.060694261,13.298389301,-0.185673801,6.292129649,7.006259653,0.000822898,-0.002826790
93.700000000,30.113354915,6.151882213,-2.547370819,0.529436912,0.022961026,-0.060239198,13.337197964,-0.183685001,6.315358596,7.021839368,0.000852580,-0.002821173
93.733333333,30.099132962,6.141372351,-2.549363683,0.530609749,0.022853759,-0.059785911,13.376111178,-0.181711923,6.338609584,7.037501594,0.000882415,-0.002815392
93.766666667,30.084855667,6.130871889,-2.551341497,0.531786380,0.022746403,-0.059334423,13.415127139,-0.179754521,6.361881798,7.053245341,0.000912404,-0.002809445
93.800000000,30.070523063,6.120380722,-2.553304322,0.532966734,0.022638967,-0.058884755,13.454244035,-0.177812749,6.385174424,7.069069611,0.000942547,-0.002803333
93.833333333,30.056135185,6.109898746,-2.555252220,0.534150742,0.022531457,-0.058436927,13.493460046,-0.175886556,6.408486647,7.084973399,0.000972843,-0.002797057
93.866666667,30.041692067,6.099425858,-2.557185252,0.535338333,0.022423880,-0.057990959,13.532773342,-0.173975890,6.431817651,7.100955691,0.001003292,-0.002790615
93.900000000,30.027193746,6.088961955,-2.559103481,0.536529436,0.022316243,-0.057546871,13.572182089,-0.172080699,6.455166622,7.117015466,0.001033895,-0.002784009
93.933333333,30.012640260,6.078506933,-2.561006970,0.537723981,0.022208553,-0.057104679,13.611684440,-0.170200928,6.478532743,7.133151697,0.001064652,-0.002777238
93.966666667,29.998031648,6.068060688,-2.562895784,0.538921897,0.022100817,-0.056664403,13.651278543,-0.168336519,6.501915197,7.149363346,0.001095563,-0.002770302
94.000000000,29.983367950,6.057623119,-2.564769986,0.540123114,0.021993041,-0.056226059,13.690962537,-0.166487414,6.525313165,7.165649372,0.001126627,-0.002763200
94.033333333,29.968649207,6.047194123,-2.566629641,0.541327561,0.021885232,-0.055789664,13.730734552,-0.164653553,6.548725828,7.182008723,0.001157844,-0.002755934
94.066666667,29.953875462,6.036773597,-2.568474816,0.542535167,0.021777397,-0.055355232,13.770592709,-0.162834874,6.572152366,7.198440344,0.001189215,-0.002748503
94.100000000,29.939046757,6.026361440,-2.570305575,0.543745862,0.021669542,-0.054922780,13.810535124,-0.161031316,6.595591955,7.214943169,0.001220740,-0.002740907
94.133333333,29.924163138,6.015957551,-2.572121986,0.544959576,0.021561674,-0.054492322,13.850559900,-0.159242813,6.619043771,7.231516128,0.001252419,-0.002733146
94.166666667,29.909224650,6.005561826,-2.573924115,0.546176237,0.021453798,-0.054063870,13.890665134,-0.157469300,6.642506990,7.248158144,0.001284251,-0.002725220
94.200000000,29.894231341,5.995174167,-2.575712029,0.547395775,0.021345921,-0.053637439,13.930848913,-0.155710711,6.665980782,7.264868131,0.001316236,-0.002717129
94.233333333,29.879183257,5.984794471,-2.577485797,0.548618119,0.021238049,-0.053213041,13.971109318,-0.153966977,6.689464318,7.281644999,0.001348375,-0.002708873
94.266666667,29.864080450,5.974422639,-2.579245487,0.549843199,0.021130189,-0.052790688,14.011444417,-0.152238030,6.712956766,7.298487651,0.001380668,-0.002700453
94.300000000,29.848922968,5.964058570,-2.580991167,0.551070944,0.021022345,-0.052370391,14.051852273,-0.150523800,6.736457291,7.315394982,0.001413115,-0.002691867
94.333333333,29.833710865,5.953702164,-2.582722905,0.552301284,0.020914524,-0.051952161,14.092330939,-0.148824215,6.759965057,7.332365882,0.001445715,-0.002683116
94.366666667,29.818444193,5.943353321,-2.584440772,0.553534147,0.020806732,-0.051536009,14.132878457,-0.147139203,6.783479222,7.349399235,0.001478468,-0.002674201
94.400000000,29.803123005,5.933011944,-2.586144837,0.554769464,0.020698975,-0.051121943,14.173492864,-0.145468693,6.806998945,7.366493918,0.001511375,-0.002665120
94.433333333,29.787747359,5.922677932,-2.587835169,0.556007163,0.020591257,-0.050709974,14.214172184,-0.143812610,6.830523381,7.383648802,0.001544436,-0.002655875
94.466666667,29.772317309,5.912351187,-2.589511840,0.557247174,0.020483586,-0.050300109,14.254914434,-0.142170879,6.854051681,7.400862753,0.001577651,-0.002646464
94.500000000,29.756832914,5.902031611,-2.591174918,0.558489427,0.020375965,-0.049892358,14.295717622,-0.140543425,6.877582994,7.418134628,0.001611019,-0.002636889
94.533333333,29.741294233,5.891719107,-2.592824476,0.559733850,0.020268402,-0.049486727,14.336579746,-0.138930173,6.901116465,7.435463282,0.001644540,-0.002627148
94.566666667,29.725701327,5.881413576,-2.594460583,0.560980374,0.020160900,-0.049083223,14.377498796,-0.137331045,6.924651235,7.452847561,0.001678215,-0.002617243
94.600000000,29.710054256,5.871114921,-2.596083312,0.562228928,0.020053466,-0.048681854,14.418472751,-0.135745964,6.948186444,7.470286307,0.001712044,-0.002607173
94.633333333,29.694353083,5.860823046,-2.597692733,0.563479441,0.019946104,-0.048282625,14.459499582,-0.134174854,6.971721226,7.487778356,0.001746026,-0.002596938
94.666666667,29.678597873,5.850537855,-2.599288917,0.564731842,0.019838820,-0.047885543,14.500577249,-0.132617634,6.995254713,7.505322536,0.001780162,-0.002586538
94.700000000,29.662788691,5.840259251,-2.600871938,0.565986062,0.019731618,-0.047490612,14.541703705,-0.131074227,7.018786032,7.522917673,0.001814452,-0.002575972
94.733333333,29.646925604,5.829987139,-2.602441866,0.567242029,0.019624505,-0.047097837,14.582876890,-0.129544552,7.042314306,7.540562584,0.001848895,-0.002565242
94.766666667,29.631008679,5.819721423,-2.603998773,0.568499674,0.019517484,-0.046707222,14.624094739,-0.128028531,7.065838656,7.558256083,0.001883492,-0.002554347
94.800000000,29.615037985,5.809462009,-2.605542732,0.569758925,0.019410560,-0.046318772,14.665355173,-0.126526083,7.089358196,7.575996977,0.001918242,-0.002543288
94.833333333,29.599013593,5.799208803,-2.607073815,0.571019713,0.019303739,-0.045932490,14.706656107,-0.125037127,7.112872039,7.593784068,0.001953146,-0.002532063
94.866666667,29.582935574,5.788961710,-2.608592094,0.572281967,0.019197025,-0.045548380,14.747995442,-0.123561583,7.136379291,7.611616151,0.001988204,-0.002520673
94.900000000,29.566804002,5.778720636,-2.610097643,0.573545616,0.019090423,-0.045166443,14.789371074,-0.122099370,7.159879056,7.629492018,0.002023415,-0.002509118
94.933333333,29.550618950,5.768485490,-2.611590532,0.574810590,0.018983937,-0.044786682,14.830780886,-0.120650406,7.183370432,7.647410454,0.002058780,-0.002497398
94.966666667,29.534380495,5.758256177,-2.613070835,0.576076819,0.018877571,-0.044409099,14.872222751,-0.119214609,7.206852512,7.665370240,0.002094298,-0.002485514
95.000000000,29.518088714,5.748032606,-2.614538625,0.577344232,0.018771332,-0.044033696,14.913694535,-0.117791898,7.230324386,7.683370149,0.002129970,-0.002473464
95.033333333,29.501743683,5.737814685,-2.615993974,0.578612760,0.018665221,-0.043660474,14.955194090,-0.116382191,7.253785139,7.701408951,0.002165796,-0.002461250
95.066666667,29.485345484,5.727602323,-2.617436955,0.579882331,0.018559245,-0.043289434,14.996719261,-0.114985406,7.277233851,7.719485411,0.002201775,-0.002448870
95.100000000,29.468894197,5.717395428,-2.618867641,0.581152876,0.018453407,-0.042920576,15.038267883,-0.113601460,7.300669596,7.737598287,0.002237907,-0.002436326
95.133333333,29.452389904,5.707193910,-2.620286105,0.582424324,0.018347712,-0.042553900,15.079837778,-0.112230270,7.324091446,7.755746332,0.002274194,-0.002423616
95.166666667,29.435832688,5.696997679,-2.621692418,0.583696605,0.018242163,-0.042189407,15.121426760,-0.110871756,7.347498465,7.773928295,0.002310634,-0.002410742
