t,x,y,psi,u,v,r,jerk_x,jerk_y,tau_u,tau_r,tau_v,T1,T2
33.866667,13.891101,7.909862,1.675886,0.692240,-0.005816,-0.003541,0.010330,-0.008147,25.578591,-0.139108,-0.100012,12.521780,13.056811
33.900000,13.888871,7.932833,1.675759,0.692435,-0.005608,-0.004056,0.010328,-0.008153,25.579291,-0.143431,-0.099765,12.513816,13.065475
33.933333,13.886637,7.955810,1.675615,0.692621,-0.005398,-0.004572,0.010326,-0.008159,25.579614,-0.147749,-0.099468,12.505675,13.073939
33.966667,13.884398,7.978792,1.675454,0.692796,-0.005186,-0.005087,0.010325,-0.008165,25.579561,-0.152061,-0.099120,12.497356,13.082204
34.000000,13.882156,8.001779,1.675276,0.692961,-0.004973,-0.005602,0.010323,-0.008172,25.579130,-0.156367,-0.098722,12.488860,13.090270
34.033333,13.879910,8.024772,1.675081,0.693115,-0.004759,-0.006116,0.010321,-0.008178,25.578322,-0.160667,-0.098275,12.480186,13.098136
34.066667,13.877662,8.047769,1.674868,0.693260,-0.004543,-0.006631,0.010319,-0.008184,25.577137,-0.164962,-0.097779,12.471334,13.105802
34.100000,13.875410,8.070770,1.674639,0.693394,-0.004325,-0.007145,0.010317,-0.008190,25.575574,-0.169250,-0.097235,12.462305,13.113269
34.133333,13.873157,8.093776,1.674392,0.693518,-0.004106,-0.007658,0.010315,-0.008196,25.573634,-0.173533,-0.096642,12.453099,13.120535
34.166667,13.870902,8.116785,1.674128,0.693632,-0.003886,-0.008171,0.010313,-0.008203,25.571316,-0.177810,-0.096002,12.443716,13.127601
34.200000,13.868645,8.139798,1.673847,0.693735,-0.003664,-0.008684,0.010311,-0.008209,25.568622,-0.182081,-0.095315,12.434155,13.134467
34.233333,13.866387,8.162814,1.673549,0.693829,-0.003441,-0.009197,0.010309,-0.008215,25.565549,-0.186346,-0.094582,12.424417,13.141132
34.266667,13.864129,8.185833,1.673234,0.693912,-0.003216,-0.009709,0.010307,-0.008221,25.562099,-0.190605,-0.093803,12.414502,13.147598
34.300000,13.861870,8.208854,1.672902,0.693984,-0.002990,-0.010221,0.010306,-0.008228,25.558272,-0.194858,-0.092980,12.404410,13.153862
34.333333,13.859611,8.231878,1.672553,0.694047,-0.002762,-0.010733,0.010304,-0.008234,25.554067,-0.199104,-0.092113,12.394141,13.159927
34.366667,13.857353,8.254903,1.672186,0.694099,-0.002533,-0.011244,0.010302,-0.008240,25.549486,-0.203345,-0.091203,12.383695,13.165791
34.400000,13.855096,8.277930,1.671803,0.694141,-0.002302,-0.011755,0.010300,-0.008246,25.544526,-0.207579,-0.090251,12.373073,13.171454
34.433333,13.852840,8.300959,1.671403,0.694172,-0.002071,-0.012265,0.010298,-0.008252,25.539190,-0.211807,-0.089257,12.362274,13.176917
34.466667,13.850585,8.323988,1.670985,0.694193,-0.001837,-0.012776,0.010296,-0.008259,25.533477,-0.216029,-0.088223,12.351298,13.182179
34.500000,13.848333,8.347018,1.670551,0.694204,-0.001603,-0.013285,0.010294,-0.008265,25.527387,-0.220245,-0.087149,12.340146,13.187241
34.533333,13.846083,8.370049,1.670100,0.694205,-0.001367,-0.013794,0.010292,-0.008271,25.520921,-0.224454,-0.086038,12.328819,13.192102
34.566667,13.843835,8.393080,1.669631,0.694195,-0.001130,-0.014303,0.010290,-0.008277,25.514077,-0.228657,-0.084888,12.317315,13.196763
34.600000,13.841591,8.416110,1.669146,0.694175,-0.000891,-0.014812,0.010289,-0.008283,25.506858,-0.232853,-0.083703,12.305635,13.201223
34.633333,13.839351,8.439140,1.668644,0.694145,-0.000651,-0.015320,0.010287,-0.008290,25.499263,-0.237043,-0.082482,12.293779,13.205483
34.666667,13.837114,8.462169,1.668125,0.694104,-0.000410,-0.015827,0.010285,-0.008296,25.491291,-0.241227,-0.081228,12.281748,13.209543
34.700000,13.834881,8.485197,1.667589,0.694053,-0.000168,-0.016335,0.010283,-0.008302,25.482944,-0.245404,-0.079940,12.269542,13.213403
34.733333,13.832653,8.508224,1.667036,0.693992,0.000075,-0.016841,0.010281,-0.008308,25.474222,-0.249575,-0.078622,12.257160,13.217062
34.766667,13.830431,8.531249,1.666466,0.693920,0.000320,-0.017348,0.010279,-0.008315,25.465124,-0.253739,-0.077273,12.244603,13.220522
34.800000,13.828213,8.554271,1.665879,0.693838,0.000565,-0.017854,0.010277,-0.008321,25.455652,-0.257897,-0.075895,12.231871,13.223781
34.833333,13.826002,8.577292,1.665276,0.693745,0.000812,-0.018359,0.010275,-0.008327,25.445805,-0.262048,-0.074489,12.218964,13.226841
34.866667,13.823796,8.600310,1.664655,0.693643,0.001060,-0.018864,0.010273,-0.008333,25.435585,-0.266193,-0.073058,12.205883,13.229701
34.900000,13.821598,8.623324,1.664018,0.693529,0.001309,-0.019368,0.010272,-0.008339,25.424990,-0.270331,-0.071601,12.192628,13.232362
34.933333,13.819406,8.646336,1.663364,0.693406,0.001559,-0.019872,0.010270,-0.008346,25.414022,-0.274462,-0.070122,12.179199,13.234824
34.966667,13.817221,8.669344,1.662693,0.693272,0.001810,-0.020376,0.010268,-0.008352,25.402681,-0.278588,-0.068621,12.165595,13.237086
35.000000,13.815044,8.692348,1.662006,0.693128,0.002061,-0.020879,0.010266,-0.008358,25.390968,-0.282706,-0.067099,12.151818,13.239150
35.033333,13.812876,8.715348,1.661301,0.692973,0.002314,-0.021381,0.010264,-0.008364,25.378883,-0.286818,-0.065559,12.137868,13.241014
35.066667,13.810715,8.738343,1.660580,0.692809,0.002568,-0.021883,0.010262,-0.008370,25.366425,-0.290923,-0.064003,12.123745,13.242681
35.100000,13.808564,8.761333,1.659843,0.692633,0.002822,-0.022385,0.010260,-0.008377,25.353597,-0.295022,-0.062430,12.109448,13.244149
35.133333,13.806422,8.784319,1.659088,0.692448,0.003077,-0.022886,0.010258,-0.008383,25.340398,-0.299114,-0.060845,12.094979,13.245419
35.166667,13.804289,8.807299,1.658317,0.692252,0.003333,-0.023386,0.010256,-0.008389,25.326829,-0.303200,-0.059247,12.080337,13.246491
35.200000,13.802167,8.830273,1.657529,0.692046,0.003590,-0.023886,0.010254,-0.008395,25.312890,-0.307279,-0.057639,12.065524,13.247366
35.233333,13.800054,8.853241,1.656724,0.691830,0.003847,-0.024385,0.010253,-0.008402,25.298582,-0.311351,-0.056023,12.050538,13.248044
35.266667,13.797953,8.876202,1.655903,0.691603,0.004105,-0.024884,0.010251,-0.008408,25.283905,-0.315417,-0.054401,12.035381,13.248524
35.300000,13.795863,8.899157,1.655066,0.691366,0.004363,-0.025382,0.010249,-0.008414,25.268861,-0.319476,-0.052773,12.020053,13.248808
35.333333,13.793784,8.922105,1.654211,0.691119,0.004622,-0.025880,0.010247,-0.008420,25.253449,-0.323529,-0.051144,12.004553,13.248896
35.366667,13.791717,8.945046,1.653340,0.690861,0.004881,-0.026377,0.010245,-0.008426,25.237671,-0.327575,-0.049513,11.988883,13.248788
35.400000,13.789662,8.967979,1.652453,0.690593,0.005141,-0.026874,0.010243,-0.008433,25.221527,-0.331615,-0.047884,11.973043,13.248484
35.433333,13.787620,8.990904,1.651549,0.690315,0.005401,-0.027370,0.010241,-0.008439,25.205017,-0.335648,-0.046258,11.957033,13.247985
35.466667,13.785591,9.013821,1.650628,0.690027,0.005661,-0.027865,0.010239,-0.008445,25.188143,-0.339674,-0.044637,11.940852,13.247291
35.500000,13.783576,9.036729,1.649691,0.689728,0.005922,-0.028360,0.010237,-0.008451,25.170905,-0.343694,-0.043024,11.924503,13.246402
35.533333,13.781574,9.059629,1.648737,0.689419,0.006183,-0.028854,0.010236,-0.008457,25.153304,-0.347707,-0.041420,11.907985,13.245319
35.566667,13.779586,9.082519,1.647767,0.689100,0.006444,-0.029347,0.010234,-0.008464,25.135340,-0.351714,-0.039828,11.891298,13.244043
35.600000,13.777613,9.105399,1.646781,0.688771,0.006705,-0.029840,0.010232,-0.008470,25.117015,-0.355714,-0.038249,11.874443,13.242573
35.633333,13.775655,9.128270,1.645778,0.688431,0.006966,-0.030333,0.010230,-0.008476,25.098330,-0.359708,-0.036687,11.857419,13.240910
35.666667,13.773712,9.151131,1.644759,0.688081,0.007227,-0.030824,0.010228,-0.008482,25.079284,-0.363695,-0.035143,11.840229,13.239055
35.700000,13.771785,9.173981,1.643723,0.687722,0.007488,-0.031316,0.010226,-0.008489,25.059880,-0.367676,-0.033620,11.822871,13.237008
35.733333,13.769874,9.196821,1.642671,0.687352,0.007749,-0.031806,0.010224,-0.008495,25.040117,-0.371650,-0.032120,11.805347,13.234770
35.766667,13.767979,9.219649,1.641603,0.686972,0.008010,-0.032296,0.010222,-0.008501,25.019997,-0.375618,-0.030645,11.787657,13.232340
35.800000,13.766101,9.242466,1.640518,0.686581,0.008270,-0.032785,0.010220,-0.008507,24.999521,-0.379579,-0.029197,11.769801,13.229721
35.833333,13.764240,9.265271,1.639417,0.686181,0.008530,-0.033273,0.010219,-0.008513,24.978690,-0.383534,-0.027780,11.751779,13.226911
35.866667,13.762397,9.288065,1.638300,0.685770,0.008790,-0.033761,0.010217,-0.008520,24.957504,-0.387483,-0.026396,11.733593,13.223911
35.900000,13.760572,9.310846,1.637166,0.685350,0.009049,-0.034248,0.010215,-0.008526,24.935966,-0.391425,-0.025046,11.715242,13.220723
35.933333,13.758765,9.333614,1.636017,0.684919,0.009308,-0.034735,0.010213,-0.008532,24.914074,-0.395361,-0.023734,11.696727,13.217347
35.966667,13.756977,9.356369,1.634851,0.684479,0.009566,-0.035221,0.010211,-0.008538,24.891832,-0.399291,-0.022462,11.678049,13.213783
36.000000,13.755208,9.379111,1.633669,0.684028,0.009823,-0.035706,0.010209,-0.008545,24.869240,-0.403214,-0.021233,11.659208,13.210031
36.033333,13.753458,9.401840,1.632470,0.683568,0.010080,-0.036190,0.010207,-0.008551,24.846298,-0.407131,-0.020048,11.640205,13.206094
36.066667,13.751729,9.424554,1.631256,0.683097,0.010335,-0.036674,0.010205,-0.008557,24.823009,-0.411042,-0.018912,11.621040,13.201970
36.100000,13.750019,9.447255,1.630025,0.682617,0.010590,-0.037157,0.010189,-0.008555,24.799374,-0.414946,-0.017826,11.601713,13.197661
36.133333,13.748330,9.469941,1.628779,0.682126,0.010844,-0.037639,0.010108,-0.008518,24.775417,-0.418844,-0.016753,11.582239,13.193178
36.166667,13.746662,9.492611,1.627516,0.681626,0.011097,-0.038120,0.010027,-0.008481,24.751150,-0.422734,-0.015676,11.562625,13.188525
36.200000,13.745015,9.515267,1.626238,0.681116,0.011350,-0.038601,0.009947,-0.008445,24.726578,-0.426617,-0.014593,11.542873,13.183706
36.233333,13.743391,9.537907,1.624943,0.680596,0.011601,-0.039081,0.009866,-0.008408,24.701704,-0.430491,-0.013505,11.522984,13.178720
36.266667,13.741788,9.560532,1.623632,0.680067,0.011851,-0.039560,0.009785,-0.008371,24.676530,-0.434358,-0.012412,11.502961,13.173569
36.300000,13.740207,9.583140,1.622305,0.679528,0.012100,-0.040039,0.009704,-0.008334,24.651059,-0.438217,-0.011314,11.482804,13.168255
36.333333,13.738650,9.605732,1.620963,0.678980,0.012349,-0.040516,0.009624,-0.008297,24.625294,-0.442068,-0.010210,11.462516,13.162778
36.366667,13.737115,9.628307,1.619604,0.678422,0.012597,-0.040993,0.009543,-0.008261,24.599239,-0.445911,-0.009101,11.442099,13.157140
36.400000,13.735605,9.650865,1.618230,0.677855,0.012843,-0.041469,0.009462,-0.008224,24.572896,-0.449745,-0.007986,11.421553,13.151343
36.433333,13.734118,9.673406,1.616840,0.677279,0.013089,-0.041944,0.009382,-0.008187,24.546268,-0.453571,-0.006865,11.400881,13.145387
36.466667,13.732655,9.695929,1.615434,0.676694,0.013334,-0.042419,0.009301,-0.008150,24.519359,-0.457389,-0.005740,11.380085,13.139274
36.500000,13.731217,9.718434,1.614012,0.676100,0.013578,-0.042892,0.009220,-0.008113,24.492171,-0.461198,-0.004608,11.359166,13.133005
36.533333,13.729803,9.740921,1.612574,0.675496,0.013822,-0.043365,0.009140,-0.008077,24.464707,-0.464998,-0.003472,11.338126,13.126581
36.566667,13.728415,9.763389,1.611121,0.674884,0.014064,-0.043836,0.009059,-0.008040,24.436971,-0.468790,-0.002330,11.316967,13.120004
36.600000,13.727053,9.785839,1.609652,0.674263,0.014305,-0.044307,0.008978,-0.008003,24.408965,-0.472572,-0.001183,11.295690,13.113275
36.633333,13.725716,9.808269,1.608167,0.673633,0.014546,-0.044777,0.008898,-0.007966,24.380692,-0.476346,-0.000030,11.274297,13.106396
36.666667,13.724406,9.830680,1.606667,0.672995,0.014786,-0.045246,0.008817,-0.007929,24.352156,-0.480110,0.001127,11.252790,13.099367
36.700000,13.723122,9.853071,1.605151,0.672348,0.015025,-0.045714,0.008736,-0.007893,24.323360,-0.483865,0.002290,11.231170,13.092190
36.733333,13.721865,9.875442,1.603619,0.671692,0.015263,-0.046181,0.008656,-0.007856,24.294306,-0.487611,0.003457,11.209440,13.084866
36.766667,13.720636,9.897793,1.602072,0.671028,0.015500,-0.046647,0.008575,-0.007819,24.264997,-0.491347,0.004629,11.187600,13.077397
36.800000,13.719434,9.920123,1.600509,0.670356,0.015736,-0.047112,0.008494,-0.007782,24.235438,-0.495074,0.005805,11.165653,13.069784
36.833333,13.718260,9.942432,1.598931,0.669675,0.015972,-0.047577,0.008413,-0.007745,24.205629,-0.498791,0.006986,11.143601,13.062028
36.866667,13.717114,9.964720,1.597338,0.668987,0.016206,-0.048040,0.008333,-0.007709,24.175576,-0.502498,0.008171,11.121445,13.054131
36.900000,13.715996,9.986987,1.595729,0.668290,0.016440,-0.048502,0.008252,-0.007672,24.145280,-0.506196,0.009359,11.099187,13.046093
36.933333,13.714907,10.009232,1.594104,0.667585,0.016673,-0.048963,0.008171,-0.007635,24.114745,-0.509883,0.010552,11.076828,13.037917
36.966667,13.713848,10.031455,1.592464,0.666872,0.016904,-0.049423,0.008091,-0.007598,24.083974,-0.513561,0.011748,11.054371,13.029603
37.000000,13.712817,10.053655,1.590809,0.666152,0.017135,-0.049882,0.008010,-0.007561,24.052970,-0.517228,0.012947,11.031816,13.021153
37.033333,13.711817,10.075833,1.589139,0.665424,0.017365,-0.050340,0.007929,-0.007525,24.021735,-0.520885,0.014149,11.009166,13.012569
37.066667,13.710846,10.097988,1.587453,0.664688,0.017594,-0.050797,0.007849,-0.007488,23.990274,-0.524531,0.015354,10.986423,13.003851
37.100000,13.709906,10.120120,1.585752,0.663944,0.017823,-0.051253,0.007768,-0.007451,23.958588,-0.528167,0.016562,10.963588,12.995000
37.133333,13.708996,10.142228,1.584036,0.663193,0.018050,-0.051708,0.007687,-0.007414,23.926682,-0.531793,0.017772,10.940663,12.986019
37.166667,13.708118,10.164313,1.582305,0.662434,0.018276,-0.052161,0.007607,-0.007377,23.894558,-0.535407,0.018984,10.917649,12.976908
37.200000,13.707270,10.186373,1.580559,0.661668,0.018502,-0.052614,0.007526,-0.007341,23.862218,-0.539011,0.020197,10.894549,12.967669
37.233333,13.706454,10.208410,1.578798,0.660895,0.018726,-0.053065,0.007445,-0.007304,23.829667,-0.542604,0.021413,10.871364,12.958303
37.266667,13.705669,10.230421,1.577021,0.660115,0.018949,-0.053515,0.007364,-0.007267,23.796907,-0.546186,0.022629,10.848096,12.948812
37.300000,13.704917,10.252408,1.575230,0.659327,0.019172,-0.053964,0.007284,-0.007230,23.763942,-0.549757,0.023846,10.824746,12.939196
37.333333,13.704196,10.274370,1.573424,0.658533,0.019393,-0.054412,0.007203,-0.007193,23.730774,-0.553317,0.025064,10.801316,12.929458
37.366667,13.703508,10.296307,1.571603,0.657731,0.019614,-0.054859,0.007122,-0.007157,23.697406,-0.556865,0.026282,10.777808,12.919598
37.400000,13.702853,10.318218,1.569767,0.656923,0.019833,-0.055304,0.007042,-0.007120,23.663841,-0.560402,0.027499,10.754223,12.909617
37.433333,13.702231,10.340103,1.567916,0.656108,0.020052,-0.055749,0.006961,-0.007083,23.630083,-0.563928,0.028717,10.730564,12.899518
37.466667,13.701643,10.361962,1.566050,0.655286,0.020269,-0.056192,0.006880,-0.007046,23.596134,-0.567442,0.029934,10.706832,12.889301
37.500000,13.701088,10.383795,1.564170,0.654458,0.020486,-0.056633,0.006800,-0.007009,23.561997,-0.570944,0.031150,10.683029,12.878968
37.533333,13.700566,10.405601,1.562274,0.653623,0.020701,-0.057074,0.006719,-0.006973,23.527676,-0.574435,0.032364,10.659156,12.868520
37.566667,13.700079,10.427380,1.560365,0.652782,0.020915,-0.057513,0.006638,-0.006936,23.493173,-0.577913,0.033577,10.635215,12.857958
37.600000,13.699626,10.449131,1.558440,0.651934,0.021128,-0.057951,0.006558,-0.006899,23.458492,-0.581380,0.034788,10.611208,12.847284
37.633333,13.699208,10.470856,1.556501,0.651080,0.021341,-0.058388,0.006477,-0.006862,23.423635,-0.584834,0.035997,10.587137,12.836498
37.666667,13.698824,10.492553,1.554548,0.650220,0.021552,-0.058823,0.006396,-0.006825,23.388605,-0.588276,0.037203,10.563002,12.825603
37.700000,13.698475,10.514221,1.552580,0.649354,0.021762,-0.059258,0.006316,-0.006789,23.353406,-0.591706,0.038406,10.538807,12.814599
37.733333,13.698162,10.535862,1.550597,0.648481,0.021970,-0.059690,0.006235,-0.006752,23.318041,-0.595124,0.039606,10.514552,12.803489
37.766667,13.697884,10.557474,1.548600,0.647603,0.022178,-0.060122,0.006154,-0.006715,23.282511,-0.598529,0.040802,10.490239,12.792272
37.800000,13.697642,10.579058,1.546589,0.646719,0.022385,-0.060552,0.006073,-0.006678,23.246821,-0.601921,0.041995,10.465871,12.780951
37.833333,13.697436,10.600612,1.544564,0.645829,0.022590,-0.060981,0.005993,-0.006641,23.210974,-0.605301,0.043183,10.441447,12.769526
37.866667,13.697266,10.622138,1.542524,0.644934,0.022794,-0.061408,0.005912,-0.006605,23.174971,-0.608667,0.044366,10.416972,12.758000
37.900000,13.697133,10.643633,1.540470,0.644033,0.022997,-0.061834,0.005831,-0.006568,23.138817,-0.612021,0.045545,10.392445,12.746372
37.933333,13.697036,10.665100,1.538401,0.643126,0.023199,-0.062259,0.005751,-0.006531,23.102514,-0.615362,0.046718,10.367868,12.734646
37.966667,13.696976,10.686536,1.536319,0.642214,0.023400,-0.062682,0.005670,-0.006494,23.066065,-0.618690,0.047886,10.343244,12.722821
38.000000,13.696953,10.707942,1.534223,0.641296,0.023599,-0.063103,0.005589,-0.006457,23.029473,-0.622004,0.049049,10.318574,12.710899
38.033333,13.696967,10.729318,1.532112,0.640374,0.023797,-0.063524,0.005509,-0.006420,22.992741,-0.625306,0.050205,10.293860,12.698881
38.066667,13.697018,10.750663,1.529988,0.639446,0.023994,-0.063943,0.005428,-0.006384,22.955872,-0.628593,0.051354,10.269103,12.686770
38.100000,13.697108,10.771977,1.527849,0.638513,0.024190,-0.064360,0.005347,-0.006347,22.918869,-0.631868,0.052497,10.244305,12.674565
38.133333,13.697235,10.793261,1.525697,0.637575,0.024384,-0.064776,0.005267,-0.006310,22.881735,-0.635128,0.053633,10.219467,12.662268
38.166667,13.697400,10.814512,1.523531,0.636632,0.024577,-0.065190,0.005186,-0.006273,22.844472,-0.638375,0.054761,10.194592,12.649880
38.200000,13.697604,10.835733,1.521351,0.635684,0.024769,-0.065603,0.005105,-0.006236,22.807083,-0.641608,0.055882,10.169680,12.637403
38.233333,13.697846,10.856921,1.519158,0.634731,0.024959,-0.066015,0.005025,-0.006200,22.769572,-0.644827,0.056995,10.144734,12.624838
38.266667,13.698126,10.878077,1.516950,0.633774,0.025149,-0.066424,0.004944,-0.006163,22.731941,-0.648032,0.058100,10.119755,12.612186
38.300000,13.698445,10.899202,1.514729,0.632812,0.025336,-0.066833,0.004863,-0.006126,22.694193,-0.651223,0.059197,10.094745,12.599448
38.333333,13.698804,10.920293,1.512495,0.631846,0.025523,-0.067240,0.004782,-0.006089,22.656330,-0.654399,0.060285,10.069705,12.586626
38.366667,13.699201,10.941352,1.510247,0.630875,0.025708,-0.067645,0.004702,-0.006052,22.618357,-0.657562,0.061363,10.044637,12.573720
38.400000,13.699638,10.962378,1.507985,0.629899,0.025892,-0.068048,0.004621,-0.006016,22.580275,-0.660709,0.062433,10.019542,12.560732
38.433333,13.700115,10.983371,1.505710,0.628920,0.026074,-0.068450,0.004540,-0.005979,22.542087,-0.663843,0.063494,9.994423,12.547664
38.466667,13.700631,11.004330,1.503422,0.627936,0.026255,-0.068851,0.004460,-0.005942,22.503796,-0.666961,0.064544,9.969281,12.534515
38.500000,13.701187,11.025256,1.501120,0.626948,0.026434,-0.069250,0.004379,-0.005905,22.465405,-0.670065,0.065585,9.944117,12.521289
38.533333,13.701783,11.046148,1.498805,0.625956,0.026613,-0.069647,0.004298,-0.005868,22.426917,-0.673153,0.066616,9.918933,12.507984
38.566667,13.702419,11.067006,1.496477,0.624960,0.026789,-0.070043,0.004218,-0.005832,22.388334,-0.676227,0.067636,9.893730,12.494604
38.600000,13.703095,11.087830,1.494136,0.623961,0.026964,-0.070436,0.004137,-0.005795,22.349659,-0.679286,0.068647,9.868511,12.481148
38.633333,13.703812,11.108619,1.491781,0.622957,0.027138,-0.070829,0.004056,-0.005758,22.310895,-0.682329,0.069646,9.843276,12.467619
