t,x_plan,y_plan,psi_plan,u_plan,v_plan,r_plan,x_real,y_real,psi_real,u_real,v_real,r_real,tau_u_plan,tau_r_plan,tau_u_applied,tau_r_applied,T1_plan,T2_plan,T1_applied,T2_applied
50.266667,16.520378,15.866344,0.438010,0.500333,0.018958,-0.062271,-0.513196,11.679354,1.172217,0.699179,0.065092,-0.134157,18.835788,-0.475496,18.835788,-0.475496,8.503479,10.332310,8.503479,10.332310
50.300000,16.535232,15.873978,0.435939,0.500986,0.018882,-0.061940,-0.506093,11.701669,1.167754,0.699870,0.064923,-0.133634,18.861634,-0.472629,18.861634,-0.472629,8.521915,10.339718,8.521915,10.339718
50.333333,16.550122,15.881588,0.433880,0.501643,0.018805,-0.061609,-0.498877,11.723971,1.163308,0.700565,0.064753,-0.133110,18.887579,-0.469768,18.887579,-0.469768,8.540389,10.347189,8.540389,10.347189
50.366667,16.565049,15.889175,0.431832,0.502302,0.018729,-0.061279,-0.491548,11.746260,1.158880,0.701263,0.064582,-0.132585,18.913622,-0.466915,18.913622,-0.466915,8.558898,10.354723,8.558898,10.354723
50.400000,16.580012,15.896738,0.429795,0.502965,0.018651,-0.060949,-0.484105,11.768536,1.154469,0.701964,0.064411,-0.132061,18.939762,-0.464068,18.939762,-0.464068,8.577443,10.362320,8.577443,10.362320
50.433333,16.595012,15.904277,0.427769,0.503631,0.018574,-0.060619,-0.476550,11.790797,1.150076,0.702669,0.064240,-0.131536,18.965999,-0.461229,18.965999,-0.461229,8.596020,10.369979,8.596020,10.369979
50.466667,16.610049,15.911793,0.425754,0.504301,0.018496,-0.060290,-0.468882,11.813044,1.145700,0.703376,0.064068,-0.131011,18.992331,-0.458398,18.992331,-0.458398,8.614631,10.377700,8.614631,10.377700
50.500000,16.625122,15.919285,0.423750,0.504973,0.018417,-0.059960,-0.461102,11.835277,1.141342,0.704087,0.063896,-0.130486,19.018757,-0.455574,19.018757,-0.455574,8.633274,10.385483,8.633274,10.385483
50.533333,16.640231,15.926755,0.421756,0.505648,0.018339,-0.059632,-0.453211,11.857495,1.137001,0.704801,0.063724,-0.129960,19.045275,-0.452759,19.045275,-0.452759,8.651947,10.393328,8.651947,10.393328
50.566667,16.655377,15.934200,0.419774,0.506327,0.018260,-0.059303,-0.445208,11.879697,1.132678,0.705518,0.063551,-0.129435,19.071879,-0.449951,19.071879,-0.449951,8.670649,10.401230,8.670649,10.401230
50.600000,16.670560,15.941623,0.417803,0.507008,0.018180,-0.058975,-0.437094,11.901884,1.128373,0.706238,0.063378,-0.128909,19.098563,-0.447150,19.098563,-0.447150,8.689377,10.409185,8.689377,10.409185
50.633333,16.685779,15.949023,0.415842,0.507692,0.018100,-0.058648,-0.428869,11.924056,1.124084,0.706961,0.063204,-0.128383,19.125324,-0.444356,19.125324,-0.444356,8.708130,10.417193,8.708130,10.417193
50.666667,16.701034,15.956400,0.413893,0.508379,0.018020,-0.058321,-0.420533,11.946211,1.119814,0.707687,0.063030,-0.127857,19.152161,-0.441570,19.152161,-0.441570,8.726907,10.425253,8.726907,10.425253
50.700000,16.716326,15.963753,0.411954,0.509069,0.017939,-0.057994,-0.412088,11.968349,1.115561,0.708415,0.062856,-0.127332,19.179072,-0.438791,19.179072,-0.438791,8.745707,10.433365,8.745707,10.433365
50.733333,16.731654,15.971084,0.410027,0.509762,0.017858,-0.057668,-0.403532,11.990471,1.111325,0.709147,0.062681,-0.126806,19.206055,-0.436020,19.206055,-0.436020,8.764528,10.441527,8.764528,10.441527
50.766667,16.747018,15.978393,0.408110,0.510458,0.017777,-0.057342,-0.394867,12.012576,1.107107,0.709881,0.062506,-0.126280,19.233109,-0.433256,19.233109,-0.433256,8.783369,10.449739,8.783369,10.449739
50.800000,16.762419,15.985678,0.406204,0.511156,0.017695,-0.057017,-0.386093,12.034663,1.102906,0.710618,0.062330,-0.125754,19.260231,-0.430501,19.260231,-0.430501,8.802230,10.458001,8.802230,10.458001
50.833333,16.777856,15.992941,0.404309,0.511857,0.017613,-0.056692,-0.377210,12.056733,1.098723,0.711357,0.062154,-0.125228,19.287420,-0.427753,19.287420,-0.427753,8.821108,10.466312,8.821108,10.466312
50.866667,16.793330,16.000181,0.402424,0.512560,0.017531,-0.056368,-0.368218,12.078784,1.094558,0.712099,0.061978,-0.124703,19.314674,-0.425013,19.314674,-0.425013,8.840004,10.474671,8.840004,10.474671
50.900000,16.808839,16.007399,0.400551,0.513266,0.017449,-0.056044,-0.359118,12.100818,1.090410,0.712843,0.061801,-0.124177,19.341992,-0.422282,19.341992,-0.422282,8.858915,10.483077,8.858915,10.483077
50.933333,16.824385,16.014595,0.398688,0.513975,0.017366,-0.055721,-0.349911,12.122832,1.086280,0.713590,0.061624,-0.123652,19.369371,-0.419559,19.369371,-0.419559,8.877841,10.491531,8.877841,10.491531
50.966667,16.839967,16.021768,0.396836,0.514685,0.017283,-0.055399,-0.340595,12.144828,1.082167,0.714339,0.061447,-0.123127,19.396810,-0.416845,19.396810,-0.416845,8.896780,10.500030,8.896780,10.500030
51.000000,16.855586,16.028919,0.394995,0.515399,0.017200,-0.055077,-0.331173,12.166805,1.078071,0.715091,0.061270,-0.122602,19.424308,-0.414140,19.424308,-0.414140,8.915732,10.508576,8.915732,10.508576
51.033333,16.871240,16.036048,0.393164,0.516114,0.017117,-0.054755,-0.321644,12.188762,1.073993,0.715845,0.061092,-0.122077,19.451861,-0.411443,19.451861,-0.411443,8.934694,10.517167,8.934694,10.517167
51.066667,16.886931,16.043156,0.391345,0.516832,0.017033,-0.054435,-0.312008,12.210700,1.069933,0.716601,0.060913,-0.121552,19.479469,-0.408755,19.479469,-0.408755,8.953667,10.525802,8.953667,10.525802
51.100000,16.902658,16.050241,0.389535,0.517553,0.016949,-0.054114,-0.302266,12.232618,1.065890,0.717359,0.060735,-0.121028,19.507129,-0.406076,19.507129,-0.406076,8.972649,10.534480,8.972649,10.534480
51.133333,16.918421,16.057304,0.387737,0.518275,0.016865,-0.053795,-0.292418,12.254515,1.061864,0.718119,0.060556,-0.120504,19.534841,-0.403407,19.534841,-0.403407,8.991638,10.543202,8.991638,10.543202
51.166667,16.934219,16.064345,0.385949,0.518999,0.016781,-0.053476,-0.282464,12.276392,1.057856,0.718882,0.060376,-0.119980,19.562601,-0.400747,19.562601,-0.400747,9.010634,10.551967,9.010634,10.551967
51.200000,16.950054,16.071365,0.384172,0.519726,0.016697,-0.053158,-0.272406,12.298248,1.053866,0.719646,0.060197,-0.119457,19.590409,-0.398096,19.590409,-0.398096,9.029636,10.560774,9.029636,10.560774
51.233333,16.965925,16.078363,0.382405,0.520455,0.016612,-0.052841,-0.262243,12.320083,1.049893,0.720412,0.060017,-0.118934,19.618263,-0.395455,19.618263,-0.395455,9.048641,10.569622,9.048641,10.569622
51.266667,16.981832,16.085340,0.380649,0.521185,0.016527,-0.052524,-0.251975,12.341897,1.045937,0.721180,0.059837,-0.118411,19.646161,-0.392824,19.646161,-0.392824,9.067650,10.578510,9.067650,10.578510
51.300000,16.997775,16.092295,0.378904,0.521918,0.016443,-0.052208,-0.241603,12.363689,1.041999,0.721950,0.059656,-0.117889,19.674100,-0.390202,19.674100,-0.390202,9.086661,10.587439,9.086661,10.587439
51.333333,17.013753,16.099229,0.377169,0.522653,0.016358,-0.051893,-0.231127,12.385460,1.038078,0.722722,0.059476,-0.117367,19.702080,-0.387591,19.702080,-0.387591,9.105673,10.596408,9.105673,10.596408
51.366667,17.029767,16.106141,0.375444,0.523389,0.016273,-0.051579,-0.220548,12.407208,1.034174,0.723495,0.059294,-0.116846,19.730099,-0.384990,19.730099,-0.384990,9.124684,10.605415,9.124684,10.605415
51.400000,17.045817,16.113033,0.373730,0.524127,0.016188,-0.051265,-0.209866,12.428934,1.030288,0.724270,0.059113,-0.116325,19.758155,-0.382399,19.758155,-0.382399,9.143695,10.614460,9.143695,10.614460
51.433333,17.061903,16.119903,0.372026,0.524867,0.016102,-0.050952,-0.199082,12.450638,1.026419,0.725047,0.058931,-0.115804,19.786246,-0.379819,19.786246,-0.379819,9.162702,10.623543,9.162702,10.623543
51.466667,17.078025,16.126752,0.370333,0.525609,0.016017,-0.050640,-0.188194,12.472318,1.022568,0.725825,0.058750,-0.115284,19.814370,-0.377249,19.814370,-0.377249,9.181706,10.632663,9.181706,10.632663
51.500000,17.094182,16.133581,0.368650,0.526352,0.015932,-0.050329,-0.177205,12.493976,1.018734,0.726605,0.058567,-0.114765,19.842526,-0.374690,19.842526,-0.374690,9.200706,10.641820,9.200706,10.641820
51.533333,17.110374,16.140388,0.366978,0.527097,0.015847,-0.050019,-0.166115,12.515610,1.014917,0.727386,0.058385,-0.114246,19.870711,-0.372141,19.870711,-0.372141,9.219699,10.651012,9.219699,10.651012
51.566667,17.126603,16.147175,0.365316,0.527843,0.015761,-0.049709,-0.154923,12.537221,1.011117,0.728169,0.058202,-0.113728,19.898925,-0.369604,19.898925,-0.369604,9.238686,10.660240,9.238686,10.660240
51.600000,17.142866,16.153941,0.363664,0.528591,0.015676,-0.049400,-0.143630,12.558808,1.007335,0.728953,0.058019,-0.113211,19.927166,-0.367078,19.927166,-0.367078,9.257664,10.669502,9.257664,10.669502
51.633333,17.159166,16.160686,0.362022,0.529341,0.015591,-0.049093,-0.132236,12.580372,1.003570,0.729738,0.057836,-0.112694,19.955431,-0.364563,19.955431,-0.364563,9.276633,10.678798,9.276633,10.678798
51.666667,17.175500,16.167411,0.360391,0.530092,0.015505,-0.048786,-0.120743,12.601911,0.999822,0.730524,0.057653,-0.112178,19.983719,-0.362059,19.983719,-0.362059,9.295591,10.688127,9.295591,10.688127
51.700000,17.191870,16.174116,0.358770,0.530844,0.015420,-0.048480,-0.109149,12.623425,0.996092,0.731312,0.057469,-0.111662,20.012028,-0.359567,20.012028,-0.359567,9.314539,10.697490,9.314539,10.697490
51.733333,17.208276,16.180800,0.357159,0.531598,0.015334,-0.048175,-0.097457,12.644915,0.992378,0.732101,0.057285,-0.111147,20.040357,-0.357087,20.040357,-0.357087,9.333473,10.706884,9.333473,10.706884
51.766667,17.224716,16.187464,0.355558,0.532352,0.015249,-0.047871,-0.085665,12.666381,0.988682,0.732890,0.057101,-0.110633,20.068704,-0.354618,20.068704,-0.354618,9.352394,10.716310,9.352394,10.716310
51.800000,17.241192,16.194107,0.353968,0.533108,0.015164,-0.047568,-0.073774,12.687821,0.985003,0.733681,0.056917,-0.110120,20.097067,-0.352161,20.097067,-0.352161,9.371300,10.725767,9.371300,10.725767
51.833333,17.257703,16.200731,0.352387,0.533866,0.015079,-0.047266,-0.061785,12.709236,0.981341,0.734473,0.056732,-0.109607,20.125444,-0.349717,20.125444,-0.349717,9.390190,10.735254,9.390190,10.735254
51.866667,17.274249,16.207335,0.350817,0.534624,0.014994,-0.046965,-0.049698,12.730625,0.977696,0.735265,0.056547,-0.109096,20.153834,-0.347284,20.153834,-0.347284,9.409062,10.744771,9.409062,10.744771
51.900000,17.290830,16.213919,0.349256,0.535384,0.014909,-0.046665,-0.037513,12.751989,0.974068,0.736059,0.056362,-0.108585,20.182235,-0.344864,20.182235,-0.344864,9.427917,10.754317,9.427917,10.754317
51.933333,17.307446,16.220483,0.347706,0.536144,0.014824,-0.046366,-0.025231,12.773327,0.970457,0.736853,0.056177,-0.108075,20.210645,-0.342456,20.210645,-0.342456,9.446753,10.763892,9.446753,10.763892
51.966667,17.324098,16.227027,0.346165,0.536905,0.014739,-0.046068,-0.012852,12.794639,0.966863,0.737648,0.055992,-0.107566,20.239062,-0.340061,20.239062,-0.340061,9.465568,10.773495,9.465568,10.773495
52.000000,17.340783,16.233551,0.344634,0.537668,0.014654,-0.045771,-0.000377,12.815924,0.963286,0.738444,0.055806,-0.107057,20.267486,-0.337679,20.267486,-0.337679,9.484361,10.783125,9.484361,10.783125
52.033333,17.357504,16.240057,0.343114,0.538431,0.014570,-0.045475,0.012194,12.837183,0.959726,0.739240,0.055621,-0.106550,20.295914,-0.335309,20.295914,-0.335309,9.503132,10.792782,9.503132,10.792782
52.066667,17.374260,16.246542,0.341603,0.539195,0.014486,-0.045181,0.024862,12.858416,0.956182,0.740037,0.055435,-0.106044,20.324344,-0.332952,20.324344,-0.332952,9.521879,10.802465,9.521879,10.802465
52.100000,17.391050,16.253008,0.340102,0.539960,0.014401,-0.044887,0.037624,12.879622,0.952656,0.740834,0.055249,-0.105539,20.352775,-0.330609,20.352775,-0.330609,9.540602,10.812174,9.540602,10.812174
52.133333,17.407875,16.259455,0.338610,0.540726,0.014318,-0.044595,0.050482,12.900800,0.949147,0.741632,0.055063,-0.105034,20.381205,-0.328278,20.381205,-0.328278,9.559298,10.821907,9.559298,10.821907
52.166667,17.424734,16.265883,0.337129,0.541492,0.014234,-0.044303,0.063434,12.921952,0.945654,0.742430,0.054876,-0.104531,20.409633,-0.325961,20.409633,-0.325961,9.577968,10.831665,9.577968,10.831665
52.200000,17.441628,16.272292,0.335657,0.542259,0.014150,-0.044013,0.076480,12.943076,0.942178,0.743229,0.054690,-0.104029,20.438056,-0.323658,20.438056,-0.323658,9.596609,10.841447,9.596609,10.841447
52.233333,17.458557,16.278682,0.334194,0.543027,0.014067,-0.043724,0.089621,12.964173,0.938719,0.744028,0.054503,-0.103528,20.466474,-0.321368,20.466474,-0.321368,9.615222,10.851252,9.615222,10.851252
52.266667,17.475520,16.285052,0.332742,0.543795,0.013984,-0.043436,0.102855,12.985242,0.935276,0.744827,0.054316,-0.103028,20.494884,-0.319092,20.494884,-0.319092,9.633804,10.861080,9.633804,10.861080
52.300000,17.492517,16.291404,0.331299,0.544564,0.013901,-0.043150,0.116182,13.006283,0.931850,0.745627,0.054129,-0.102529,20.523285,-0.316830,20.523285,-0.316830,9.652355,10.870930,9.652355,10.870930
52.333333,17.509548,16.297737,0.329865,0.545333,0.013818,-0.042865,0.129602,13.027296,0.928441,0.746427,0.053942,-0.102031,20.551674,-0.314581,20.551674,-0.314581,9.670873,10.880801,9.670873,10.880801
52.366667,17.526614,16.304052,0.328441,0.546103,0.013736,-0.042581,0.143114,13.048281,0.925048,0.747226,0.053755,-0.101534,20.580052,-0.312347,20.580052,-0.312347,9.689358,10.890694,9.689358,10.890694
52.400000,17.543714,16.310348,0.327026,0.546873,0.013654,-0.042298,0.156718,13.069238,0.921672,0.748026,0.053568,-0.101039,20.608415,-0.310128,20.608415,-0.310128,9.707808,10.900606,9.707808,10.900606
52.433333,17.560848,16.316625,0.325621,0.547643,0.013573,-0.042016,0.170414,13.090166,0.918312,0.748826,0.053381,-0.100545,20.636762,-0.307922,20.636762,-0.307922,9.726223,10.910539,9.726223,10.910539
52.466667,17.578015,16.322885,0.324225,0.548413,0.013491,-0.041736,0.184201,13.111065,0.914969,0.749626,0.053193,-0.100052,20.665091,-0.305731,20.665091,-0.305731,9.744601,10.920490,9.744601,10.920490
52.500000,17.595217,16.329125,0.322839,0.549184,0.013410,-0.041457,0.198079,13.131936,0.911642,0.750426,0.053006,-0.099560,20.693402,-0.303555,20.693402,-0.303555,9.762941,10.930461,9.762941,10.930461
52.533333,17.612452,16.335348,0.321461,0.549955,0.013330,-0.041179,0.212047,13.152778,0.908332,0.751226,0.052819,-0.099070,20.721692,-0.301394,20.721692,-0.301394,9.781243,10.940449,9.781243,10.940449
52.566667,17.629722,16.341553,0.320093,0.550726,0.013250,-0.040903,0.226106,13.173590,0.905038,0.752025,0.052631,-0.098581,20.749959,-0.299247,20.749959,-0.299247,9.799504,10.950455,9.799504,10.950455
52.600000,17.647025,16.347739,0.318734,0.551497,0.013170,-0.040628,0.240254,13.194374,0.901760,0.752824,0.052443,-0.098093,20.778202,-0.297116,20.778202,-0.297116,9.817725,10.960477,9.817725,10.960477
52.633333,17.664361,16.353908,0.317385,0.552269,0.013090,-0.040354,0.254492,13.215128,0.898498,0.753623,0.052256,-0.097607,20.806420,-0.294999,20.806420,-0.294999,9.835903,10.970516,9.835903,10.970516
52.666667,17.681731,16.360058,0.316044,0.553040,0.013011,-0.040082,0.268818,13.235852,0.895253,0.754422,0.052068,-0.097122,20.834610,-0.292898,20.834610,-0.292898,9.854039,10.980571,9.854039,10.980571
52.700000,17.699135,16.366191,0.314713,0.553811,0.012933,-0.039811,0.283233,13.256547,0.892023,0.755220,0.051880,-0.096639,20.862771,-0.290813,20.862771,-0.290813,9.872130,10.990641,9.872130,10.990641
52.733333,17.716572,16.372307,0.313390,0.554582,0.012855,-0.039542,0.297736,13.277212,0.888810,0.756018,0.051693,-0.096157,20.890902,-0.288743,20.890902,-0.288743,9.890176,11.000725,9.890176,11.000725
52.766667,17.734042,16.378405,0.312076,0.555353,0.012777,-0.039274,0.312328,13.297847,0.885613,0.756815,0.051505,-0.095676,20.919000,-0.286688,20.919000,-0.286688,9.908176,11.010824,9.908176,11.010824
52.800000,17.751545,16.384485,0.310772,0.556124,0.012700,-0.039008,0.327006,13.318452,0.882432,0.757612,0.051317,-0.095197,20.947065,-0.284650,20.947065,-0.284650,9.926129,11.020936,9.926129,11.020936
52.833333,17.769082,16.390548,0.309476,0.556895,0.012624,-0.038743,0.341772,13.339026,0.879267,0.758408,0.051129,-0.094720,20.975094,-0.282627,20.975094,-0.282627,9.944033,11.031061,9.944033,11.031061
52.866667,17.786652,16.396594,0.308189,0.557665,0.012548,-0.038479,0.356624,13.359571,0.876117,0.759204,0.050942,-0.094244,21.003086,-0.280621,21.003086,-0.280621,9.961888,11.041198,9.961888,11.041198
52.900000,17.804254,16.402622,0.306911,0.558435,0.012472,-0.038217,0.371562,13.380085,0.872984,0.759999,0.050754,-0.093770,21.031040,-0.278630,21.031040,-0.278630,9.979693,11.051347,9.979693,11.051347
52.933333,17.821890,16.408634,0.305641,0.559205,0.012397,-0.037957,0.386587,13.400568,0.869866,0.760793,0.050567,-0.093297,21.058954,-0.276656,21.058954,-0.276656,9.997446,11.061508,9.997446,11.061508
52.966667,17.839558,16.414629,0.304380,0.559974,0.012323,-0.037698,0.401696,13.421021,0.866764,0.761587,0.050379,-0.092826,21.086825,-0.274698,21.086825,-0.274698,10.015147,11.071679,10.015147,11.071679
53.000000,17.857259,16.420606,0.303128,0.560742,0.012250,-0.037440,0.416891,13.441443,0.863678,0.762380,0.050192,-0.092357,21.114654,-0.272757,21.114654,-0.272757,10.032794,11.081860,10.032794,11.081860
53.033333,17.874993,16.426567,0.301884,0.561511,0.012177,-0.037184,0.432171,13.461834,0.860607,0.763172,0.050004,-0.091889,21.142437,-0.270833,21.142437,-0.270833,10.050387,11.092051,10.050387,11.092051
53.066667,17.892759,16.432511,0.300649,0.562278,0.012104,-0.036930,0.447535,13.482194,0.857552,0.763963,0.049817,-0.091423,21.170174,-0.268925,21.170174,-0.268925,10.067924,11.102250,10.067924,11.102250
53.100000,17.910558,16.438439,0.299422,0.563046,0.012033,-0.036677,0.462983,13.502523,0.854512,0.764753,0.049630,-0.090959,21.197863,-0.267034,21.197863,-0.267034,10.085404,11.112459,10.085404,11.112459
53.133333,17.928389,16.444350,0.298204,0.563812,0.011962,-0.036426,0.478515,13.522821,0.851488,0.765542,0.049443,-0.090496,21.225502,-0.265160,21.225502,-0.265160,10.102827,11.122675,10.102827,11.122675
53.166667,17.946252,16.450244,0.296994,0.564578,0.011891,-0.036176,0.494129,13.543088,0.848479,0.766330,0.049256,-0.090035,21.253090,-0.263304,21.253090,-0.263304,10.120191,11.132899,10.120191,11.132899
53.200000,17.964147,16.456123,0.295792,0.565343,0.011822,-0.035929,0.509827,13.563323,0.845485,0.767117,0.049069,-0.089577,21.280625,-0.261465,21.280625,-0.261465,10.137496,11.143129,10.137496,11.143129
53.233333,17.982075,16.461985,0.294598,0.566107,0.011753,-0.035682,0.525607,13.583526,0.842507,0.767903,0.048882,-0.089120,21.308106,-0.259643,21.308106,-0.259643,10.154740,11.153366,10.154740,11.153366
53.266667,18.000034,16.467831,0.293413,0.566871,0.011685,-0.035438,0.541469,13.603698,0.839544,0.768687,0.048695,-0.088664,21.335530,-0.257838,21.335530,-0.257838,10.171922,11.163608,10.171922,11.163608
53.300000,18.018026,16.473660,0.292236,0.567633,0.011618,-0.035195,0.557413,13.623839,0.836596,0.769471,0.048509,-0.088211,21.362898,-0.256052,21.362898,-0.256052,10.189042,11.173856,10.189042,11.173856
53.333333,18.036049,16.479474,0.291067,0.568395,0.011552,-0.034954,0.573437,13.643947,0.833663,0.770253,0.048323,-0.087760,21.390206,-0.254283,21.390206,-0.254283,10.206098,11.184108,10.206098,11.184108
53.366667,18.054104,16.485273,0.289906,0.569156,0.011486,-0.034714,0.589543,13.664024,0.830746,0.771034,0.048137,-0.087310,21.417454,-0.252531,21.417454,-0.252531,10.223090,11.194364,10.223090,11.194364
53.400000,18.072190,16.491055,0.288752,0.569916,0.011422,-0.034477,0.605730,13.684068,0.827843,0.771813,0.047951,-0.086863,21.444640,-0.250798,21.444640,-0.250798,10.240015,11.204624,10.240015,11.204624
53.433333,18.090308,16.496822,0.287607,0.570675,0.011358,-0.034241,0.621996,13.704081,0.824955,0.772591,0.047765,-0.086418,21.471761,-0.249083,21.471761,-0.249083,10.256874,11.214887,10.256874,11.214887
53.466667,18.108458,16.502573,0.286470,0.571432,0.011296,-0.034007,0.638342,13.724062,0.822082,0.773368,0.047580,-0.085974,21.498818,-0.247386,21.498818,-0.247386,10.273666,11.225152,10.273666,11.225152
53.500000,18.126639,16.508309,0.285340,0.572189,0.011234,-0.033774,0.654768,13.744010,0.819223,0.774143,0.047395,-0.085533,21.525808,-0.245708,21.525808,-0.245708,10.290389,11.235420,10.290389,11.235420
